¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ,ø‹±π¿Œ,±‚∞¸∞Ë,±›¿∂≈ı¿⁄,∫∏«Ë,≈ıΩ≈,¿∫«‡,±‚≈∏±›¿∂,ø¨±‚±›,±‚≈∏π˝¿Œ,±‚≈∏ø‹¿Œ,ªÁ∏∆›µÂ
A338220,∫‰≥Î,20220927,-1701,1201,0,0,0,0,0,0,0,500,0,0
A338220,∫‰≥Î,20220926,-1737,1737,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20220929,-26837,25122,415,0,0,415,0,0,0,1300,0,0
A338220,∫‰≥Î,20220928,-7884,7384,0,0,0,0,0,0,0,500,0,0
A338220,∫‰≥Î,20220930,638,-223,-415,0,0,-415,0,0,0,0,0,0
A338220,∫‰≥Î,20221005,1387,-1663,-50,-50,0,0,0,0,0,176,150,0
A338220,∫‰≥Î,20221004,-7110,6960,0,0,0,0,0,0,0,0,150,0
A338220,∫‰≥Î,20221007,-9938,9978,-40,-40,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221006,-12224,11929,-40,-40,0,0,0,0,0,0,335,0
A338220,∫‰≥Î,20221011,17437,-6037,-9980,-9457,0,0,0,0,0,-1800,380,-523
A338220,∫‰≥Î,20221013,7675,-8354,1000,0,0,1000,0,0,0,0,-321,0
A338220,∫‰≥Î,20221012,1685,-2685,1000,0,0,1000,0,0,0,0,0,0
A338220,∫‰≥Î,20221014,-10368,11368,-1000,-200,0,-800,0,0,0,0,0,0
A338220,∫‰≥Î,20221017,-3047,3047,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221019,-2275,3307,-1053,-160,0,-893,0,0,0,1,20,0
A338220,∫‰≥Î,20221018,-8791,9316,-526,-160,0,-366,0,0,0,1,0,0
A338220,∫‰≥Î,20221021,3700,-3791,-107,0,0,-107,0,0,0,-2,200,0
A338220,∫‰≥Î,20221020,1627,-1520,-107,0,0,-107,0,0,0,0,0,0
A338220,∫‰≥Î,20221025,1133,-1134,0,0,0,0,0,0,0,0,1,0
A338220,∫‰≥Î,20221024,778,-779,0,0,0,0,0,0,0,0,1,0
A338220,∫‰≥Î,20221027,-6088,5888,0,0,0,0,0,0,0,0,200,0
A338220,∫‰≥Î,20221026,-89,89,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221028,951,-2288,0,0,0,0,0,0,0,0,1337,0
A338220,∫‰≥Î,20221031,3076,-2876,0,0,0,0,0,0,0,0,-200,0
A338220,∫‰≥Î,20221102,1470,938,-2000,0,0,-2000,0,0,0,-176,-232,0
A338220,∫‰≥Î,20221101,428,-196,0,0,0,0,0,0,0,0,-232,0
A338220,∫‰≥Î,20221104,8230,-7129,0,0,0,0,0,0,0,0,-1101,0
A338220,∫‰≥Î,20221103,5549,-5348,0,0,0,0,0,0,0,0,-201,0
A338220,∫‰≥Î,20221108,-3525,3448,0,0,0,0,0,0,0,0,77,0
A338220,∫‰≥Î,20221107,4683,-4760,0,0,0,0,0,0,0,0,77,0
A338220,∫‰≥Î,20221110,2913,-1336,-2000,0,0,-2000,0,0,0,0,423,0
A338220,∫‰≥Î,20221109,274,1303,-2000,0,0,-2000,0,0,0,0,423,0
A338220,∫‰≥Î,20221111,1704,-704,0,0,0,0,0,0,0,0,-1000,0
A338220,∫‰≥Î,20221114,279,154,0,0,0,0,0,0,0,0,-433,0
A338220,∫‰≥Î,20221116,8131,-5991,-1000,0,0,-1000,0,0,0,-1050,-90,0
A338220,∫‰≥Î,20221115,474,326,0,0,0,0,0,0,0,-700,-100,0
A338220,∫‰≥Î,20221118,-1317,2407,-1000,0,0,-1000,0,0,0,0,-90,0
A338220,∫‰≥Î,20221117,-2438,3428,-1000,0,0,-1000,0,0,0,0,10,0
A338220,∫‰≥Î,20221122,-860,-856,0,0,0,0,0,0,0,1707,9,0
A338220,∫‰≥Î,20221121,-77,-1639,0,0,0,0,0,0,0,1707,9,0
A338220,∫‰≥Î,20221124,-5931,6109,-168,0,0,-168,0,0,0,0,-10,0
A338220,∫‰≥Î,20221123,1201,-1023,-168,0,0,-168,0,0,0,0,-10,0
A338220,∫‰≥Î,20221125,5427,-4427,-1000,0,0,-1000,0,0,0,0,0,0
A338220,∫‰≥Î,20221128,3844,-3285,-1000,-925,0,-75,0,0,0,441,0,0
A338220,∫‰≥Î,20221130,7612,-1134,-7000,-385,0,-6615,0,0,0,474,48,0
A338220,∫‰≥Î,20221129,-1429,4843,-4000,0,0,-4000,0,0,0,386,200,0
A338220,∫‰≥Î,20221202,5859,-8811,0,0,0,0,0,0,0,2272,680,0
A338220,∫‰≥Î,20221201,5514,-7878,0,0,0,0,0,0,0,2184,180,0
A338220,∫‰≥Î,20221206,-13021,9223,-350,0,0,-350,0,0,0,4890,-742,0
A338220,∫‰≥Î,20221205,-4553,1732,0,0,0,0,0,0,0,2821,0,0
A338220,∫‰≥Î,20221208,4711,-4735,-650,0,0,-650,0,0,0,600,74,0
A338220,∫‰≥Î,20221207,1857,-1800,-432,0,0,-432,0,0,0,600,-225,0
A338220,∫‰≥Î,20221209,-1440,1440,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221212,1341,-1341,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221214,-2004,2805,0,0,0,0,0,0,0,-600,-201,0
A338220,∫‰≥Î,20221213,-560,1227,0,0,0,0,0,0,0,-466,-201,0
A338220,∫‰≥Î,20221216,-890,3050,0,0,0,0,0,0,0,-2160,0,0
A338220,∫‰≥Î,20221215,-1984,3235,0,0,0,0,0,0,0,-1251,0,0
A338220,∫‰≥Î,20221220,4081,-4169,0,0,0,0,0,0,0,-12,100,0
A338220,∫‰≥Î,20221219,1738,-1738,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221222,3809,-1119,-392,0,0,0,0,0,0,-2298,0,-392
A338220,∫‰≥Î,20221221,2262,36,0,0,0,0,0,0,0,-2298,0,0
A338220,∫‰≥Î,20221223,2300,-2301,1,1,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221226,-1295,1296,-1,-1,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20221228,-891,1097,0,0,0,0,0,0,0,-200,-6,0
A338220,∫‰≥Î,20221227,668,-661,0,0,0,0,0,0,0,0,-7,0
A338220,∫‰≥Î,20221229,3535,-3535,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20230103,1228,-513,0,0,0,0,0,0,0,-390,-325,0
A338220,∫‰≥Î,20230102,592,-202,0,0,0,0,0,0,0,-390,0,0
A338220,∫‰≥Î,20230105,-988,988,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20230104,-1869,1869,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20230106,-3676,3676,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20230109,683,-683,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20230111,-4452,5452,-1000,0,0,-1000,0,0,0,0,0,0
A338220,∫‰≥Î,20230110,46,-46,0,0,0,0,0,0,0,0,0,0
A338220,∫‰≥Î,20230113,32536,10309,-1000,0,0,-1000,0,0,0,-42546,701,0
A338220,∫‰≥Î,20230112,942,-862,0,0,0,0,0,0,0,0,-80,0
A338220,∫‰≥Î,20230117,25226,41865,-8570,-2000,0,-6570,0,0,0,-63065,4544,0
A338220,∫‰≥Î,20230116,14646,45621,-6583,-2000,0,-4583,0,0,0,-62106,8422,0
A338220,∫‰≥Î,20230119,7803,-3810,-6457,100,0,-6557,0,0,0,4759,-2295,0
A338220,∫‰≥Î,20230118,-6128,1209,-4455,0,0,-4455,0,0,0,7969,1405,0
A338220,∫‰≥Î,20230120,-35921,29001,3303,12513,0,-9210,0,0,0,3617,0,0
A338220,∫‰≥Î,20230125,-9441,-6224,-4923,-5000,0,-18654,0,0,0,20288,300,18731
A338220,∫‰≥Î,20230127,-10255,-24232,31328,-18147,10486,1293,0,0,0,4043,-884,37696
A338220,∫‰≥Î,20230126,-31370,-4441,31328,-18147,10486,1293,0,0,0,5377,-894,37696
A338220,∫‰≥Î,20230131,-28282,33653,-1369,0,-10486,8628,0,0,0,-4043,41,489
A338220,∫‰≥Î,20230130,24822,7413,-27399,0,-10486,-3000,0,0,0,-4867,31,-13913
A338220,∫‰≥Î,20230202,15429,-71582,49510,59000,0,-9490,0,0,0,6731,-88,0
A338220,∫‰≥Î,20230201,3080,-53599,48271,53000,0,-4729,0,0,0,2151,97,0
A338220,∫‰≥Î,20230203,8580,-5992,-109,0,0,-109,0,0,0,-2600,121,0
A338220,∫‰≥Î,20230206,-7784,12854,-1000,-1000,0,0,0,0,0,-4000,-70,0
A338220,∫‰≥Î,20230208,-62269,47815,12932,0,0,5257,0,0,0,3467,-1945,7675
A338220,∫‰≥Î,20230207,-54103,50984,2565,400,0,-528,0,0,0,1278,-724,2693
A338220,∫‰≥Î,20230210,-83798,-92767,182713,30055,0,153171,0,0,0,-6065,-83,-513
A338220,∫‰≥Î,20230209,-231531,-53041,288801,150000,0,143393,0,0,0,-4069,-160,-4592
A338220,∫‰≥Î,20230214,-57515,20743,39510,-36224,0,8180,0,0,0,-2593,-145,67554
A338220,∫‰≥Î,20230213,-19598,9407,15972,-1324,0,0,0,0,0,-5781,0,17296
A338220,∫‰≥Î,20230216,-22640,-10852,29504,-19362,0,16849,0,0,0,3799,189,32017
A338220,∫‰≥Î,20230215,-30984,-1421,30745,-8297,0,16063,0,0,0,718,942,22979
A338220,∫‰≥Î,20230217,-836,10269,-300,-200,0,-21,0,0,0,-9132,-1,-79
A338220,∫‰≥Î,20230220,12159,345,-9400,-9400,0,0,0,0,0,-3110,6,0
A338220,∫‰≥Î,20230222,43333,-11737,-40504,-13563,0,-16087,0,0,0,7908,1000,-10854
A338220,∫‰≥Î,20230221,25183,-9024,-18353,-9162,0,-4354,0,0,0,1794,400,-4837
A338220,∫‰≥Î,20230224,2437,47874,-50121,677,0,2235,0,0,0,1015,-1205,-53033
A338220,∫‰≥Î,20230223,26886,25326,-45358,677,0,11687,0,0,0,-5882,-972,-57722
A338220,∫‰≥Î,20230228,192068,-30865,-66613,-605,0,-18785,0,0,0,-95829,1239,-47223
A338220,∫‰≥Î,20230227,63454,-36255,-29450,-1495,0,-5536,0,0,0,-281,2532,-22419
A338220,∫‰≥Î,20230302,-3134,-10873,26655,2810,0,1740,0,0,0,-13059,411,22105
A338220,∫‰≥Î,20230303,15030,1214,-4785,-183,0,-4556,0,0,0,-11734,275,-46
A338220,∫‰≥Î,20230306,-13839,6033,6631,2419,0,5085,0,0,0,795,380,-873
A338220,∫‰≥Î,20230308,20635,-8811,-11635,0,0,278,0,0,0,743,-932,-11913
A338220,∫‰≥Î,20230307,-4557,15853,3322,0,0,78,0,0,0,-13455,-1163,3244
A338220,∫‰≥Î,20230310,-44026,42363,-4729,3000,0,-1260,0,0,0,6490,-98,-6469
A338220,∫‰≥Î,20230309,-20619,16739,-2461,5268,0,-1260,0,0,0,6460,-119,-6469
A338220,∫‰≥Î,20230314,17135,-20219,-7917,-7917,0,-362,0,0,0,10972,29,362
A338220,∫‰≥Î,20230313,-4312,7449,-2700,-3000,0,0,0,0,0,-471,34,300
A338220,∫‰≥Î,20230316,42016,48560,46013,3827,0,9490,0,0,0,-138649,2060,32696
A338220,∫‰≥Î,20230315,-20546,39890,5103,4000,0,1103,0,0,0,-25295,848,0
A338220,∫‰≥Î,20230317,153774,19757,51878,-4821,14902,14194,0,0,0,-224840,-569,27603
A338220,∫‰≥Î,20230320,-71242,91673,-22661,10867,0,-2557,0,0,0,707,1523,-30971
A338220,∫‰≥Î,20230322,140303,-122368,3535,4735,0,-13974,0,0,0,-18751,-2719,12774
A338220,∫‰≥Î,20230321,76587,-69753,15509,4730,0,-10705,0,0,0,-19479,-2864,21484
A338220,∫‰≥Î,20230324,23008,14029,-49131,-7191,0,-7599,0,0,0,11087,1007,-34341
A338220,∫‰≥Î,20230323,52765,-25959,-28376,-266,0,-2605,0,0,0,1500,70,-25505
A338220,∫‰≥Î,20230328,43656,-41974,5644,559,0,3441,0,0,0,-6635,-691,1644
A338220,∫‰≥Î,20230327,27045,-24720,5243,521,0,3441,0,0,0,-6835,-733,1281
A338220,∫‰≥Î,20230330,-98782,18731,64570,14107,5725,7673,0,0,0,15291,190,37065
A338220,∫‰≥Î,20230329,-87340,22478,49107,14107,0,6984,0,0,0,15748,7,28016
A338220,∫‰≥Î,20230331,27999,-19163,-7704,-8415,0,0,0,0,0,-942,-190,711
A338220,∫‰≥Î,20230403,-70982,10574,59922,-1430,0,32474,0,0,0,500,-14,28878
A338220,∫‰≥Î,20230405,-217172,101107,150570,1739,0,88257,0,-19916,0,-34460,-45,80490
A338220,∫‰≥Î,20230404,-147833,92596,58946,400,0,-1211,0,0,0,-3776,67,59757
A338220,∫‰≥Î,20230407,17992,-76969,61362,-7047,1005,76325,0,0,0,-2022,-363,-8921
A338220,∫‰≥Î,20230406,350,-56478,58214,-1679,598,76024,0,0,0,-1822,-264,-16729
A338220,∫‰≥Î,20230411,-176499,41436,123796,37804,9263,30480,0,-19916,0,12029,-762,66165
A338220,∫‰≥Î,20230410,-8593,-31427,41124,-2191,9263,1488,0,0,0,-420,-684,32564
A338220,∫‰≥Î,20230413,-70797,-76861,114952,18570,-9263,31225,0,0,0,32393,313,74420
A338220,∫‰≥Î,20230412,-48563,-69750,84433,6962,0,31225,0,0,0,33631,249,46246
A338220,∫‰≥Î,20230414,-265313,117348,133512,6758,0,87385,0,0,0,13778,675,39369
A338220,∫‰≥Î,20230417,68397,-62917,-6097,-285,0,-5812,0,0,0,355,262,0
A338220,∫‰≥Î,20230419,4503,-14590,8858,-1699,2933,-6650,0,0,0,1402,-173,14274
A338220,∫‰≥Î,20230418,16847,-16243,-506,-1916,0,-5104,0,0,0,309,-407,6514
A338220,∫‰≥Î,20230421,25763,-53999,26377,4104,-2933,9382,0,0,0,523,1336,15824
A338220,∫‰≥Î,20230420,8294,-37667,28777,-897,0,7179,0,0,0,637,-41,22495
A338220,∫‰≥Î,20230425,-34325,41053,-5633,609,0,-2422,0,0,0,-1031,-64,-3820
A338220,∫‰≥Î,20230424,19934,-13407,-5688,-512,0,-1356,0,0,0,-631,-208,-3820
A338220,∫‰≥Î,20230427,-26201,27672,4151,4001,0,150,0,0,0,-4549,-1073,0
A338220,∫‰≥Î,20230426,-17211,22844,143,0,0,143,0,0,0,-4774,-1002,0
A338220,∫‰≥Î,20230428,41739,12950,-53750,-4579,0,-21304,0,0,0,-1210,271,-27867
A338220,∫‰≥Î,20230503,26776,-24957,-2868,-6299,0,-410,0,0,0,-188,1237,3841
A338220,∫‰≥Î,20230502,-1995,4914,-3618,-4799,0,906,0,0,0,25,674,275
A338220,∫‰≥Î,20230504,19653,-20132,-30,-1269,0,-142,0,0,0,1113,-604,1381
A338220,∫‰≥Î,20230509,3072,-13416,7279,-3500,0,-864,0,0,0,2649,416,11643
A338220,∫‰≥Î,20230508,3726,-7027,133,-1100,0,-196,0,0,0,2649,519,1429
A338220,∫‰≥Î,20230511,-60365,21748,34277,23957,0,-1367,0,-19833,0,4823,-483,31520
A338220,∫‰≥Î,20230510,-1226,2451,-972,-2244,0,41,0,0,0,-143,-110,1231
A338220,∫‰≥Î,20230512,-46303,-1697,44024,14744,0,43531,0,0,0,5015,-1039,-14251
A338220,∫‰≥Î,20230515,-22415,2747,20224,-157,3646,24438,0,0,0,-796,240,-7703
A338220,∫‰≥Î,20230517,-39637,-16419,52509,23098,0,37455,0,-15000,0,5465,-1918,6956
A338220,∫‰≥Î,20230516,-111220,2920,108350,971,0,39205,0,-10000,0,-608,558,78174
A338220,∫‰≥Î,20230519,105727,1652,-103048,-74741,11230,-64038,0,0,0,-4375,44,24501
A338220,∫‰≥Î,20230518,100826,-3511,-94178,-80087,5112,-44280,0,0,0,-2786,-351,25077
A338220,∫‰≥Î,20230523,-20225,45722,-31574,-5966,11323,-28591,0,-5000,0,6607,-530,-3340
A338220,∫‰≥Î,20230522,-34618,15128,16581,-6317,6187,7136,0,0,0,3396,-487,9575
A338220,∫‰≥Î,20230525,-93476,99302,5524,326,15128,-711,0,0,17202,-13376,2026,-26421
A338220,∫‰≥Î,20230524,-76952,52487,19624,5675,5558,0,0,0,0,4788,53,8391
A338220,∫‰≥Î,20230526,16232,-31237,12832,3195,13496,2401,0,0,0,2195,-22,-6260
A338220,∫‰≥Î,20230531,82482,-75548,-1226,-19,-3257,-6785,0,0,17265,-5032,-676,-8430
A338220,∫‰≥Î,20230530,40357,-34859,-1218,-11,-3257,-6785,0,0,17265,-4355,75,-8430
A338220,∫‰≥Î,20230602,-191381,349650,-105100,32293,10834,724,0,0,4191,-56441,3272,-153142
A338220,∫‰≥Î,20230601,24498,16518,-41796,-3707,0,58,0,0,0,418,362,-38147
A338220,∫‰≥Î,20230605,65187,-17969,12368,7000,221,-11330,0,0,0,-58827,-759,16477
A338220,∫‰≥Î,20230608,28519,27957,58105,2690,-12708,50778,0,0,35086,-114248,-333,-17741
A338220,∫‰≥Î,20230607,-23838,-16757,52839,8612,-91,12566,0,0,38877,-11773,-471,-7125
A338220,∫‰≥Î,20230609,-109367,-86382,185641,3343,430,80293,0,0,0,10646,-538,101575
A338220,∫‰≥Î,20230612,185110,-114189,-25127,4593,-6315,18552,0,0,-29732,-43901,-1893,-12225
A338220,∫‰≥Î,20230614,169182,-72841,-89183,-23928,5519,6572,0,0,-19877,-5539,-1619,-57469
A338220,∫‰≥Î,20230613,149852,-118305,-37709,13946,0,19355,0,0,-19877,5415,747,-51133
A338220,∫‰≥Î,20230616,-61944,67549,-3030,5081,5497,-505,0,0,600,-2377,-198,-13703
A338220,∫‰≥Î,20230615,-9748,5257,2366,3966,0,0,0,0,600,1691,434,-2200
A338220,∫‰≥Î,20230620,-84714,-54427,85916,39329,0,2413,0,0,1256,55337,-2112,42918
A338220,∫‰≥Î,20230619,-22443,-29319,58180,40019,0,11873,0,0,0,-6737,319,6288
A338220,∫‰≥Î,20230622,-22788,-7688,30833,3716,5337,13546,0,0,4353,-4480,4123,3881
A338220,∫‰≥Î,20230621,-19642,-337,26080,-814,5116,13252,0,0,986,-7632,1531,7540
