¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ,ø‹±π¿Œ,±‚∞¸∞Ë,±›¿∂≈ı¿⁄,∫∏«Ë,≈ıΩ≈,¿∫«‡,±‚≈∏±›¿∂,ø¨±‚±›,±‚≈∏π˝¿Œ,±‚≈∏ø‹¿Œ,ªÁ∏∆›µÂ
A108860,ºøπŸΩ∫AI,20220921,-33726,24814,10565,5,0,7764,0,0,0,0,-1654,2796
A108860,ºøπŸΩ∫AI,20220920,-8970,9091,3,3,0,0,0,0,0,0,-124,0
A108860,ºøπŸΩ∫AI,20220923,87452,-77694,-8976,1585,0,-4347,0,0,0,-1038,257,-6212
A108860,ºøπŸΩ∫AI,20220922,40561,-36417,-4310,3,0,-4312,0,0,0,243,-77,0
A108860,ºøπŸΩ∫AI,20220927,62140,-67210,-1162,-1584,0,422,0,0,0,4656,1576,0
A108860,ºøπŸΩ∫AI,20220926,31899,-33516,1669,1247,0,422,0,0,0,-517,465,0
A108860,ºøπŸΩ∫AI,20220929,34315,-34072,190,190,0,0,0,0,0,-1283,850,0
A108860,ºøπŸΩ∫AI,20220928,50227,-50215,1,1,0,0,0,0,0,-864,850,0
A108860,ºøπŸΩ∫AI,20220930,-31979,31713,72,72,0,0,0,0,0,0,194,0
A108860,ºøπŸΩ∫AI,20221005,-17155,14610,2118,-225,0,0,0,0,0,-205,633,2342
A108860,ºøπŸΩ∫AI,20221004,-39756,39779,193,193,0,0,0,0,0,-215,0,0
A108860,ºøπŸΩ∫AI,20221007,-34864,23478,508,508,0,0,0,0,0,12025,-1147,0
A108860,ºøπŸΩ∫AI,20221006,-38769,28484,-25,-25,0,0,0,0,0,12025,-1715,0
A108860,ºøπŸΩ∫AI,20221011,44949,-44691,-544,-544,0,0,0,0,0,0,284,0
A108860,ºøπŸΩ∫AI,20221013,-7893,8516,0,0,0,0,0,0,0,-1034,411,0
A108860,ºøπŸΩ∫AI,20221012,284,-441,0,0,0,0,0,0,0,0,156,0
A108860,ºøπŸΩ∫AI,20221014,-71583,71584,0,0,0,0,0,0,0,0,-1,0
A108860,ºøπŸΩ∫AI,20221017,-43710,43690,0,0,0,0,0,0,0,0,20,0
A108860,ºøπŸΩ∫AI,20221019,-24612,24727,-293,-109,0,-184,0,0,0,0,178,0
A108860,ºøπŸΩ∫AI,20221018,-10755,10775,0,0,0,0,0,0,0,0,-20,0
A108860,ºøπŸΩ∫AI,20221021,8154,-8397,-14,-14,0,0,0,0,0,0,256,0
A108860,ºøπŸΩ∫AI,20221020,-1999,1750,-8,-8,0,0,0,0,0,0,256,0
A108860,ºøπŸΩ∫AI,20221025,-44101,44107,-8,-8,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221024,-31280,31223,56,56,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221027,-13231,13420,721,-3,0,723,0,0,0,-1128,218,0
A108860,ºøπŸΩ∫AI,20221026,7300,-6385,-2,-2,0,0,0,0,0,-1440,527,0
A108860,ºøπŸΩ∫AI,20221028,18569,-18263,0,0,0,0,0,0,0,-310,4,0
A108860,ºøπŸΩ∫AI,20221031,-13535,13535,0,0,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221102,12434,-12694,0,0,0,0,0,0,0,0,259,0
A108860,ºøπŸΩ∫AI,20221101,-16837,16836,0,0,0,0,0,0,0,0,1,0
A108860,ºøπŸΩ∫AI,20221104,-5878,5428,259,0,0,0,0,0,0,0,190,258
A108860,ºøπŸΩ∫AI,20221103,-9567,9165,259,0,0,0,0,0,0,0,143,258
A108860,ºøπŸΩ∫AI,20221108,-48158,47307,544,0,0,0,0,0,0,0,307,543
A108860,ºøπŸΩ∫AI,20221107,-29964,30063,0,0,0,0,0,0,0,0,-99,0
A108860,ºøπŸΩ∫AI,20221110,-3061,3023,0,0,0,0,0,0,0,0,37,0
A108860,ºøπŸΩ∫AI,20221109,223,-240,0,0,0,0,0,0,0,0,17,0
A108860,ºøπŸΩ∫AI,20221111,-37183,34004,3183,182,0,380,0,0,2316,0,-5,304
A108860,ºøπŸΩ∫AI,20221114,-17642,17003,783,-182,0,964,0,0,0,0,-143,0
A108860,ºøπŸΩ∫AI,20221116,33976,-28218,-3585,0,0,-1268,0,0,-2316,-148,-2026,0
A108860,ºøπŸΩ∫AI,20221115,15799,-12466,-3585,0,0,-1268,0,0,-2316,-155,405,0
A108860,ºøπŸΩ∫AI,20221118,119812,-119842,388,0,0,388,0,0,0,9,-368,0
A108860,ºøπŸΩ∫AI,20221117,91888,-92307,0,0,0,0,0,0,0,77,341,0
A108860,ºøπŸΩ∫AI,20221122,52317,-52787,0,0,0,0,0,0,0,0,470,0
A108860,ºøπŸΩ∫AI,20221121,23013,-23467,0,0,0,0,0,0,0,0,454,0
A108860,ºøπŸΩ∫AI,20221124,-68578,67572,1114,0,0,1115,0,0,0,0,-109,0
A108860,ºøπŸΩ∫AI,20221123,-37047,37047,0,0,0,0,0,0,0,0,0,0
A108860,ºøπŸΩ∫AI,20221125,17549,-16441,-1114,0,0,-1114,0,0,0,0,6,0
A108860,ºøπŸΩ∫AI,20221128,35033,-36004,0,0,0,0,0,0,0,817,154,0
A108860,ºøπŸΩ∫AI,20221130,20542,-20615,0,0,0,0,0,0,0,72,1,0
A108860,ºøπŸΩ∫AI,20221129,7810,-7815,0,0,0,0,0,0,0,3,1,0
A108860,ºøπŸΩ∫AI,20221202,-40129,33805,2,2,0,0,0,0,0,5276,1047,0
A108860,ºøπŸΩ∫AI,20221201,-36034,37014,2,2,0,0,0,0,0,0,-981,0
A108860,ºøπŸΩ∫AI,20221206,61796,-58962,822,822,0,0,0,0,0,-2225,-1431,0
A108860,ºøπŸΩ∫AI,20221205,24325,-21779,0,0,0,0,0,0,0,-2204,-341,0
A108860,ºøπŸΩ∫AI,20221208,20949,-23921,-842,-842,0,0,0,0,0,95,3718,0
A108860,ºøπŸΩ∫AI,20221207,15648,-15082,-822,-822,0,0,0,0,0,41,215,0
A108860,ºøπŸΩ∫AI,20221209,4166,-3827,-348,364,0,-356,0,0,0,0,8,-356
A108860,ºøπŸΩ∫AI,20221212,-499,-2596,32,32,0,0,0,0,0,3104,-42,0
A108860,ºøπŸΩ∫AI,20221214,-68025,67262,165,24,0,142,0,0,0,388,211,0
A108860,ºøπŸΩ∫AI,20221213,12428,-12597,19,19,0,0,0,0,0,61,90,0
A108860,ºøπŸΩ∫AI,20221216,64492,-62310,152,22,0,-141,0,0,0,-2294,-42,271
A108860,ºøπŸΩ∫AI,20221215,-3168,5662,-129,12,0,-141,0,0,0,-2383,17,0
A108860,ºøπŸΩ∫AI,20221220,-100881,43693,49879,1,0,14638,0,0,0,-4022,11329,35240
A108860,ºøπŸΩ∫AI,20221219,-60324,-19079,59229,16,10230,13742,0,0,0,8998,11175,35240
A108860,ºøπŸΩ∫AI,20221222,97140,-147346,50160,1043,21600,-4966,0,0,0,9043,-8996,32481
A108860,ºøπŸΩ∫AI,20221221,46525,-82920,26003,2,13181,-4966,0,0,0,11290,-896,17784
A108860,ºøπŸΩ∫AI,20221223,-77690,67835,7218,2472,0,3196,0,0,0,3508,-870,1549
A108860,ºøπŸΩ∫AI,20221226,24567,-33542,7662,-2560,0,-3196,0,0,0,1932,-620,13419
A108860,ºøπŸΩ∫AI,20221228,-7461,-834,4387,-873,6808,0,0,0,0,3304,605,-1549
A108860,ºøπŸΩ∫AI,20221227,-30094,20452,4354,-906,6808,0,0,0,0,4640,647,-1549
A108860,ºøπŸΩ∫AI,20221229,-1938,998,22,22,0,0,0,0,0,0,918,0
A108860,ºøπŸΩ∫AI,20230103,-43733,45367,28,28,0,0,0,0,0,-780,-884,0
A108860,ºøπŸΩ∫AI,20230102,4423,-3133,17,17,0,0,0,0,0,-780,-528,0
A108860,ºøπŸΩ∫AI,20230105,24857,-4964,-14475,10,-14485,0,0,0,0,-5324,-95,0
A108860,ºøπŸΩ∫AI,20230104,-1606,-231,6,6,0,0,0,0,0,569,1262,0
A108860,ºøπŸΩ∫AI,20230106,-50161,44648,4673,3,0,0,4670,0,0,-1698,2535,0
A108860,ºøπŸΩ∫AI,20230109,179225,-59038,-8590,5,1910,13178,140,0,0,-111990,392,-23825
A108860,ºøπŸΩ∫AI,20230111,20967,34651,-58652,24,-15835,-28205,1057,0,0,-5843,8876,-15692
A108860,ºøπŸΩ∫AI,20230110,-23382,41116,-28465,5,761,-14596,1057,0,0,15146,-4415,-15692
A108860,ºøπŸΩ∫AI,20230113,-7723,4313,28963,19,0,28944,0,0,0,-8299,-17254,0
A108860,ºøπŸΩ∫AI,20230112,109784,-93108,-5036,12,0,-5048,0,0,0,1987,-13627,0
A108860,ºøπŸΩ∫AI,20230117,-84598,-15777,-18280,68,0,-18347,0,0,0,117592,1065,0
A108860,ºøπŸΩ∫AI,20230116,-49639,-12612,-31940,62,0,-32002,0,0,0,95209,-1018,0
A108860,ºøπŸΩ∫AI,20230119,-549514,219321,107994,94389,0,9508,186,0,1,224869,-2670,3911
A108860,ºøπŸΩ∫AI,20230118,-641336,332142,78752,672,0,65327,186,0,207,240533,-10091,12360
A108860,ºøπŸΩ∫AI,20230120,-60888,-70925,-40348,-52806,2755,12600,0,0,0,169214,2946,-2898
A108860,ºøπŸΩ∫AI,20230125,104874,-102697,73509,5673,1339,-18735,308,0,0,-73407,-2279,84924
A108860,ºøπŸΩ∫AI,20230127,-239190,-12463,106210,-46333,906,60885,0,0,0,138526,6918,90750
A108860,ºøπŸΩ∫AI,20230126,-234455,115655,14744,-45362,0,0,0,0,0,90668,13387,60105
A108860,ºøπŸΩ∫AI,20230131,48630,-5539,-43020,21120,0,-62070,0,0,0,3408,-3479,-2069
A108860,ºøπŸΩ∫AI,20230130,26746,11268,-39658,21126,0,-60784,0,0,0,2645,-1001,0
A108860,ºøπŸΩ∫AI,20230202,21678,18704,-17001,-21353,0,1729,0,-6363,0,-27245,3864,8986
A108860,ºøπŸΩ∫AI,20230201,32430,-2348,-16998,-21350,0,1729,0,-6363,0,-19173,6089,8986
A108860,ºøπŸΩ∫AI,20230203,-3745,2344,6170,406,0,0,0,0,0,-6500,1732,5763
A108860,ºøπŸΩ∫AI,20230206,-37166,46980,-20660,-5839,0,-20837,0,0,0,16458,-5612,6018
A108860,ºøπŸΩ∫AI,20230208,56096,33068,-2479,384,0,0,0,0,0,-81720,-4965,-2863
A108860,ºøπŸΩ∫AI,20230207,-79523,107650,2301,3,0,0,0,0,0,-26304,-4124,2297
A108860,ºøπŸΩ∫AI,20230210,7583,5759,-8502,-817,-5001,-251,0,0,0,-4152,-687,-2432
A108860,ºøπŸΩ∫AI,20230209,-25066,19707,-3255,-808,0,0,0,0,0,5903,2711,-2448
A108860,ºøπŸΩ∫AI,20230214,59263,-95185,28714,1001,0,1900,0,0,0,6904,304,25813
A108860,ºøπŸΩ∫AI,20230213,-60004,17859,28176,2,0,0,0,0,0,10969,3000,28174
A108860,ºøπŸΩ∫AI,20230216,131264,-44922,-96591,69551,0,-112413,0,0,0,5719,4532,-53730
A108860,ºøπŸΩ∫AI,20230215,229183,-73388,-164996,9771,0,-113070,0,0,0,12090,-2888,-61697
A108860,ºøπŸΩ∫AI,20230217,-257993,234886,18190,14318,0,54219,0,0,4,15605,-10689,-50350
A108860,ºøπŸΩ∫AI,20230220,283420,-262894,-24822,7878,0,-30245,0,0,-3,-6261,10557,-2452
A108860,ºøπŸΩ∫AI,20230222,-109027,123039,-27327,8412,0,-13880,0,0,0,21596,-8281,-21858
A108860,ºøπŸΩ∫AI,20230221,-540043,565470,-4399,-11476,0,20433,0,0,0,-16839,-4189,-13356
A108860,ºøπŸΩ∫AI,20230224,31769,-62872,28996,-10215,0,30867,0,0,0,-629,2734,8346
A108860,ºøπŸΩ∫AI,20230223,-96068,54287,22587,772,0,23011,0,0,0,21549,-2356,-1195
A108860,ºøπŸΩ∫AI,20230228,142928,-2392,-70964,-17502,0,-30384,0,0,0,-71010,1440,-23077
A108860,ºøπŸΩ∫AI,20230227,102642,-784,-27743,-17499,0,-9780,0,0,0,-72626,-1487,-464
A108860,ºøπŸΩ∫AI,20230302,-17803,27364,4917,6987,0,-2069,0,0,0,-18277,3800,0
A108860,ºøπŸΩ∫AI,20230303,35172,-28346,-13991,-15525,0,1736,0,0,0,7801,-637,-201
A108860,ºøπŸΩ∫AI,20230306,-100497,8433,63182,57951,0,5231,0,0,0,26387,2495,0
A108860,ºøπŸΩ∫AI,20230308,109553,61500,-11,1,0,-12,0,0,0,-166454,-4589,0
A108860,ºøπŸΩ∫AI,20230307,-25242,53558,1042,-1,0,1043,0,0,0,-28354,-1005,0
A108860,ºøπŸΩ∫AI,20230310,-120563,166454,-16423,-47043,0,32850,0,0,0,-30391,921,-2232
A108860,ºøπŸΩ∫AI,20230309,14300,3383,6375,8292,0,314,0,0,0,-25915,1857,-2232
A108860,ºøπŸΩ∫AI,20230314,233466,-179642,-65780,-18063,0,8853,0,0,0,13180,-1225,-56570
A108860,ºøπŸΩ∫AI,20230313,-21562,14918,-11044,-11044,0,0,0,0,0,20710,-3022,0
A108860,ºøπŸΩ∫AI,20230316,84024,-114977,34756,13138,0,1912,0,0,0,-11487,7682,19707
A108860,ºøπŸΩ∫AI,20230315,54365,-64955,10911,10,0,99,0,0,0,-5301,4979,10802
A108860,ºøπŸΩ∫AI,20230317,-53069,32526,10302,1875,0,-476,0,0,0,12746,-2505,8902
A108860,ºøπŸΩ∫AI,20230320,26071,-26655,-1435,-6823,0,3271,0,0,0,-579,2598,2116
A108860,ºøπŸΩ∫AI,20230322,-39039,22604,4341,1363,742,-2500,0,0,0,3873,8221,4736
A108860,ºøπŸΩ∫AI,20230321,-363710,290029,36134,2262,0,28090,0,0,0,38318,-771,5781
A108860,ºøπŸΩ∫AI,20230324,-232058,215085,-1407,1545,588,-237,0,0,0,21607,-3226,-3304
A108860,ºøπŸΩ∫AI,20230323,-788089,752748,23623,506,0,25996,0,0,0,14768,-3049,-2880
A108860,ºøπŸΩ∫AI,20230328,275536,-247781,-3885,-1847,0,-2038,0,0,0,-18013,-5856,0
A108860,ºøπŸΩ∫AI,20230327,251614,-234783,1177,746,0,431,0,0,0,-12850,-5158,0
A108860,ºøπŸΩ∫AI,20230330,-17850,23926,-3254,102,0,0,0,0,0,-7529,4708,-3356
A108860,ºøπŸΩ∫AI,20230329,-39197,46357,102,102,0,0,0,0,0,-12521,5259,0
A108860,ºøπŸΩ∫AI,20230331,-153880,140017,-15225,-23261,-1330,-6851,0,0,0,18412,10677,16217
A108860,ºøπŸΩ∫AI,20230403,-103573,102036,513,513,0,0,0,0,0,2443,-1420,0
A108860,ºøπŸΩ∫AI,20230405,247567,-219811,2479,2229,0,0,0,0,0,-30589,355,250
A108860,ºøπŸΩ∫AI,20230404,237358,-218180,14152,7197,0,0,0,0,0,-36400,3070,6955
A108860,ºøπŸΩ∫AI,20230407,-47129,58972,-19627,-19627,0,0,0,0,0,5704,2079,0
A108860,ºøπŸΩ∫AI,20230406,-41228,37895,-19627,-19627,0,0,0,0,0,17598,5362,0
A108860,ºøπŸΩ∫AI,20230411,-847900,863988,-22346,11012,0,4418,0,0,0,-78,6336,-37776
A108860,ºøπŸΩ∫AI,20230410,-758923,784548,-32673,8729,0,2070,0,0,0,2266,4782,-43472
A108860,ºøπŸΩ∫AI,20230413,-225936,236005,-3,-3,0,0,0,0,0,-2414,-7649,0
A108860,ºøπŸΩ∫AI,20230412,-159011,169164,-2,-2,0,0,0,0,0,-6776,-3373,0
A108860,ºøπŸΩ∫AI,20230414,1436,15880,-16171,9,0,-4902,0,0,0,-2129,983,-11278
A108860,ºøπŸΩ∫AI,20230417,-99117,116025,-9992,-1022,0,-1971,0,0,0,-5263,-1655,-6998
A108860,ºøπŸΩ∫AI,20230419,249531,-257708,-4040,522,0,-2250,0,0,0,2322,9895,-2312
A108860,ºøπŸΩ∫AI,20230418,-54321,58819,-4451,1,0,-2140,0,0,0,110,-158,-2312
A108860,ºøπŸΩ∫AI,20230421,493491,-554319,9070,1394,0,7273,0,0,0,52394,-638,403
A108860,ºøπŸΩ∫AI,20230420,-45579,57461,-208,-2742,0,2417,0,0,0,-4130,-7544,116
A108860,ºøπŸΩ∫AI,20230425,-60413,44550,10739,11300,0,-7273,0,6726,0,1621,3501,-14
A108860,ºøπŸΩ∫AI,20230424,44022,-34477,-11427,-4139,0,-7273,0,0,0,2409,-528,-14
A108860,ºøπŸΩ∫AI,20230427,232982,-231669,-10853,-15466,0,475,0,4138,0,8484,1055,0
A108860,ºøπŸΩ∫AI,20230426,-298672,290676,-4509,-14232,0,7654,0,2069,0,13037,-533,0
A108860,ºøπŸΩ∫AI,20230428,-288785,273079,2627,1235,0,1392,0,0,0,9604,3476,0
A108860,ºøπŸΩ∫AI,20230503,474768,-498626,20796,-651,0,3551,0,0,0,2647,416,17895
A108860,ºøπŸΩ∫AI,20230502,-8957,-9668,20448,-675,0,2968,0,0,0,-335,-1487,18154
A108860,ºøπŸΩ∫AI,20230504,19581,-22315,3980,1776,0,238,0,0,0,-1367,120,1965
A108860,ºøπŸΩ∫AI,20230509,-92047,75380,15049,494,0,9151,0,0,0,442,1177,5402
A108860,ºøπŸΩ∫AI,20230508,-152699,144745,4560,1283,0,1983,0,0,0,1952,1442,1293
A108860,ºøπŸΩ∫AI,20230511,405793,-134483,-7087,1739,0,-2168,0,-7244,0,-261071,-3152,587
A108860,ºøπŸΩ∫AI,20230510,319327,-58486,6423,1471,0,-1514,0,-7244,0,-264334,-2930,13711
A108860,ºøπŸΩ∫AI,20230512,-28517,48865,-23281,-4452,0,-1806,0,0,0,3207,-274,-17023
A108860,ºøπŸΩ∫AI,20230515,-63357,60146,2269,-4047,0,6316,0,0,0,-37,979,0
A108860,ºøπŸΩ∫AI,20230517,-167593,177414,-12665,715,0,-823,0,0,0,3476,-632,-12557
A108860,ºøπŸΩ∫AI,20230516,-309,2722,-4281,609,0,-823,0,0,0,1622,246,-4067
A108860,ºøπŸΩ∫AI,20230519,94836,-163689,59843,6405,0,14108,0,0,0,5765,3245,39330
A108860,ºøπŸΩ∫AI,20230518,-47662,38675,-279,-703,0,757,0,0,0,9261,5,-333
A108860,ºøπŸΩ∫AI,20230523,-171734,196800,-29586,-1828,0,-10922,0,-3500,0,3280,1240,-13336
A108860,ºøπŸΩ∫AI,20230522,60513,-9214,-49856,-7511,0,-14360,0,0,0,1326,-2769,-27985
A108860,ºøπŸΩ∫AI,20230525,304563,-320759,29470,-2547,0,258,0,0,0,-13686,412,31759
A108860,ºøπŸΩ∫AI,20230524,185070,-173028,-5338,-5048,0,0,0,0,0,-6554,-150,-290
A108860,ºøπŸΩ∫AI,20230526,98134,-39064,-57674,-1046,0,-3111,0,0,0,-1601,205,-53517
A108860,ºøπŸΩ∫AI,20230531,-36717,41625,432,3050,0,-2618,0,0,0,-5940,600,0
A108860,ºøπŸΩ∫AI,20230530,-11857,18269,620,620,0,0,0,0,0,-6520,-512,0
A108860,ºøπŸΩ∫AI,20230602,-6645,-1128,2672,106,0,2566,0,0,0,3711,1390,0
A108860,ºøπŸΩ∫AI,20230601,16429,-20651,1462,21,0,1441,0,0,0,2093,667,0
A108860,ºøπŸΩ∫AI,20230605,-5007,2418,2440,112,0,2675,0,0,0,-329,478,-347
A108860,ºøπŸΩ∫AI,20230608,-7143,-4217,-498,-2965,0,2467,0,0,0,7957,3901,0
A108860,ºøπŸΩ∫AI,20230607,-183361,183232,1574,382,0,1192,0,0,0,-376,-1069,0
A108860,ºøπŸΩ∫AI,20230609,24661,-17670,3017,-137,0,2571,0,0,0,-4570,-5438,583
A108860,ºøπŸΩ∫AI,20230612,12710,-14207,13,13,0,0,0,0,0,1333,151,0
A108860,ºøπŸΩ∫AI,20230614,-131402,16469,120747,-676,0,86336,0,0,0,-2177,-3637,35087
A108860,ºøπŸΩ∫AI,20230613,-228174,227796,5132,666,0,4466,0,0,0,-2452,-2302,0
A108860,ºøπŸΩ∫AI,20230616,-205641,210005,2230,714,0,994,0,0,0,-6168,-426,522
A108860,ºøπŸΩ∫AI,20230615,40207,-35605,-1157,-84,0,-1073,0,0,0,-3210,-235,0
A108860,ºøπŸΩ∫AI,20230620,243496,-247092,2114,-628,0,2634,0,0,0,1274,208,108
A108860,ºøπŸΩ∫AI,20230619,247135,-245116,-538,-646,0,0,0,0,0,-958,-523,108
A108860,ºøπŸΩ∫AI,20230622,-16713,23384,78,28,0,50,0,0,0,-2903,-3846,0
A108860,ºøπŸΩ∫AI,20230621,-22873,24841,51,51,0,0,0,0,0,-2514,495,0
