date,title,link,content
2023.04.28. 오전 1:51,"
			지진희, 광고 촬영 비하인드로 근황 알려
		",https://n.news.naver.com/mnews/article/144/0000883567?sid=106,"[
 
이끌 엔터테인먼트배우 지진희의 근황이 공개가 됐다.지진희는 특유의 진중하고 지적인 이미지로 꾸준히 광고계의러브콜을 받아온 바 올 초에는 HLB제약의 관절 전문 브랜드 ‘콴첼’의모델로 발탁되었다. 이에 광고촬영장 비하인드로 새로운 근황을 전해 눈길을끈다.공개된 사진 속 그는 다양한 의상을 활용해 촬영장의 분위기를끌어올렸다. 군더더기 없이깔끔하게 떨어지는 정장 핏은 지진희만의 절제된 분위기를보여주는가 하면, 핑크색 셔츠와어울리는 화사한 미소를 더해 부드러운 인상을남겼다.지진희의 캐주얼한 스타일도 눈에 띈다. 편안한 차림으로 어딘가를 응시하고 있는 그는안경으로 포인트를 더해 젠틀하면서도 신뢰감이 느껴지는모습으로 다시 한번 광고계 1인자임을 증명했다.지진희는 광고 뿐만 아니라 본업에서도 빛나는 행보를이어나가고 있다. 그동안 JTBC ‘언더커버’, 넷플릭스 오리지널 ‘무브 투 헤븐: 나는 유품 정리사입니다’, tvN ‘더 로드 : 1의비극’등 장르에 구애받지 않고다양한 캐릭터를 소화 해내며 다채로운 매력으로 대중들을만나왔다.최근에는 넷플릭스 오리지널 시리즈 ‘D.P.’ 시즌2에서 육군본부법무실장 ‘구자운’으로출연을 예고해 그의 연기 변신을 더욱 기대케 만들고있다. 지진희의 출연 소식으로더욱 기대가 높아진 ‘D.P.’ 시즌2는 올해 하반기공개를 앞두고있다.손봉석 기자 paulsohn@kyunghyang.com
			]"
2023-06-27 17:07:01,추가 M&amp;A 예고한 HLB… 유력 분야는,https://n.news.naver.com/mnews/article/018/0005518028?sid=105,"[
비상장 진단기업 위주로 실사·검토 중디지털, 영상 진단 기업 인수 가능성도[이데일리 석지헌 기자] HLB컨소시엄이 진단기업 파나진을 인수한 가운데 추가 인수합병(M&amp;A)을 예고하면서 후보군에 관심이 모인다. 진단기기 개발사 중 기술력 있는 비상장사들이 물망에 오르고 있는 것으로 알려진다. 



진양곤 HLB 회장.(제공= HLB)27일 업계에 따르면 HLB(028300)는 파나진 인수 이후 비상장 진단기기 기업을 대상으로 추가 인수합병(M&amp;A)을 검토 중이다. 앞서 HLB를 중심으로 HLB바이오스텝(278650) HLB테라퓨틱스(115450) HLB이노베이션(024850) HLB(028300)인베스트먼트 등으로 구성된 HLB컨소시엄은 지난 21일 파나진 인수를 발표하면서 파나진 전체 유상증자 금액 중 약 250억원을 타법인 증권 인수자금으로 배정했다. 추가 M&amp;A가 예정돼 있다는 의미다. 실제 HLB그룹은 HLB인베스트먼트를 중심으로 진단기업을 실사·검토 중인 것으로 알려졌다. 진단 분야로의 확장은 진양곤 HLB 회장의 의지가 담긴 방향성이기도 하다. 진 회장은 진단 분야에서 단계별로 글로벌 기업으로 성장하겠다는 목표다. 사전 예방부터 조기발견, 치료라는 전 과정에서 솔루션을 제시할수 있는 종합 바이오 헬스케어 기업을 그리고 있다. HLB 관계자는 “M&amp;A를 한다면 상장사보다는 기술력 있고 시너지가 발현될 수 있는 비상장사 위주로 살펴보는 게 안전할 것 같다는 게 내부 분위기”라고 밝혔다. 현재 진단용 의료기기는 종류별로 영상진단기기, 생체현상계측기기, 체외진단기기 등 크게 3가지로 나뉜다. 진단에 사용되는 기술로는 항원·항체 면역 반응을 이용하는 ‘면역진단’과 인체나 바이러스 등 유전자 정보를 담고 있는 핵산(DNA, RNA)을 검사하는 ‘분자진단’이 있다. HLB가 인수한 진단기업으로는 에임(현 HLB생명과학 메디케어사업부)과 에프에이(현 HLB 헬스케어사업부), 파나진이 있다. 이들 모두 체외진단 기기 기업이다. 업계에서는 HLB그룹이 보유한 후보물질과 연계할 수 있는 진단기업들 위주로 인수 검토가 이뤄질 것이란 분석이 나온다. 실제 분자진단 플랫폼을 보유한 파나진은 유한양행(000100)과 협업해 비소세포폐암 치료제 레이저티닙에 대한 동반진단기기를 개발하고 있다. 동반진단은 특정 약물에 환자가 효과가 있을지 미리 알아보는 진단법이다. HLB는 표적항암제 ‘리보세라닙’을 보유한 만큼 파나진과 동반진단 의료기기를 같이 개발해 함께 허가받을 것으로 전망된다. 이밖에도 HLB그룹은 세포치료제, 암 치료 백신 등 다양한 난치성 암 치료제 후보물질을 보유하고 있어 확장 가능성은 열려 있다. 일각에서는 HLB가 그 동안 인수하지 않은 새로운 분야에서 M&amp;A가 이뤄질 것이란 분석도 나온다. 알츠하이머나 근골격계 질환을 진단하는 기술을 갖춘 디지털, 영상 기반 진단 기업이나 생체현상계측기 기업 쪽으로도 확장 가능성이 있을 수 있다는 것이다. 회사 관계자는 “계속 M&amp;A를 검토 중인 것으로 알고 있다. 다만 회사가 현재까지 인수한 기업들을 본다면 헬스케어라는 큰 틀에선 바뀐 건 없지만 세부영역은 제각각”이라며 “지금은 중장기적인 비전 전략을 수립하면서 동시에 사업시너지 발현에 보탬이 되는 업체들을 살펴보는 중”이라고 말했다. 글로벌 체외진단 시장 매출은 2020년 기준 859억1000만 달러(111조7300억원)로 연평균 6.7%로 증가해 2025년 1188억9000만 달러(154조6200억원) 규모로 성장할 전망이다. 세계 진단용 의료기기 시장규모는 2019년 기준 약 735억달러(약 85조5000억원)에 달한다. 최근 5년간 연평균 4%씩 성장하고 있다.
]"
2023-06-27 16:34:01,"[마감 시황] 코스피, 외인 '팔자' 속 약보합…2580선 턱걸이",https://n.news.naver.com/mnews/article/011/0004206992?sid=101,"[




연합뉴스[서울경제] 코스피가 27일 외국인의 순매수세에 힘 입어 소폭 하락한 채 마감했다.이날 지수는 지수는 전일 대비 0.81포인트(0.03%) 하락한 2581.39에 마감했다.지수는 전일 대비 1.18포인트(0.05%) 내린 2581.02에 출발한 후 줄곧 2580선을 오르내렸다.유가증권시장에서 외국인은 홀로 1081억원어치를 순매도했다. 반면 개인과 기관은 각각 602억, 159억원어치를 순매수했다.시가총액(시총) 상위권 종목 가운데 삼성전자(005930)(0.28%), 현대차(005380)(2.74%), 기아(000270)(0.82%), POSCO홀딩스(005490)(0.88%) 등이 올랐다.반면 LG에너지솔루션(373220)(-0.53%), SK하이닉스(000660)(-0.44%), 삼성바이오로직스(207940)(-1.58%) 등은 하락했다.특히 유가증권시장에서는 셀트리온(068270)(-8.66%)의 하락 폭이 눈길을 끌었다.김석환 미래에셋증권 연구원은 ""코스피에서 운수장비, 유틸리티 업종은 외국인과 기관의 동시 순매수세가 이어지며 강세를 보였다""며 ""현대차의 모빌리티 플랫폼 성장 잠재력과 한국전력의 대규모 수주가 긍정적으로 작용했다""고 분석했다.코스닥지수는 전 거래일보다 5.36포인트(0.16%) 내린 874.14로 장을 마감했다. 개인은 2888억원 순매수한 반면 외국인과 기관은 각각 2223억원, 516억원 순매도했다.코스닥 시장에서는 펄어비스(263750)(6.38%), 포스코DX(022100)(7.77%), 루닛(328130)(3.65%) 등이 상승 마감했다.반면 에코프로비엠(247540)(-2.68%), 에코프로(086520)(-3.02%), JYP Ent.(035900)(-3.92%), HLB(028300)(-1.10%) 등은 하락 마감했다.특히 셀트리온헬스케어(091990)(-8.05%), 셀트리온제약(068760)(-5.89%) 등은 큰 폭으로 하락했다.이날 하루 유가증권시장과 코스닥시장의 거래 대금은 각각 8조4180억원, 8조8670억원으로 집계됐다.
]"
2023-06-27 16:17:14,"외국인 3,200억원 순매도…셀트리온 급락 마감",https://n.news.naver.com/mnews/article/215/0001110001?sid=101,"[
코스피·코스닥 27일 하락 마감…외국인 양 시장서 3,200억원대 순매도삼성전자, 현대차, 기아 상승…에코프로·셀트리온 그룹주는 하락 마감



전일 반등했던 국내 증시는 27일 약보합으로 장을 마쳤다.이날 코스피는 전 거래일 대비 0.81포인트(-0.03%) 내린 2,581.39에 마감했다.지수는 나스닥 하락 영향에도 불구하고 외국인의 삼성전자 순매수세와 자동차 업종의 선방, 원화 강세에 낙폭을 줄였다.투자자 주체별로는 개인(+602억 원)과 기관(+161억 원)이 순매수하는 가운데 외국인은 홀로 1,031억 원을 순매도했다.시가총액 상위 종목 가운데에선 삼성전자(+0.28%)가 소폭 상승했으며, 현대차(+2.74%), 기아(+0.82%), POSCO홀딩스(+0.88%)가 상승 마감했다. LG에너지솔루션(-0.53%), 삼성바이오로직스(-1.58%), 삼성SDI(-0.73%) 등은 소폭 하락했다.이날 셀트리온 관련주는 급락하며 장을 마쳤다. 셀트리온은 전 거래일 대비 8.66% 하락했고, 셀트리온제약(-5.89%), 셀트리온헬스케어(-8.05%) 역시 하락 마감했다.셀트리온 그룹주의 급락 원인으로는 지난 23일 OptumRX에서 휴미라 바이오시밀러 추가등재를 결정했기 때문이라는 분석이다.해당 소식은 국내 휴미라 바이오시밀러를 판매하는 셀트리온 그룹주에 부정적인 영향을 미칠 것이라는 것이 증권업계의 설명이다.한편 코스닥도 이날 하락 마감했다.코스닥지수는 전장보다 5.36포인트(-0.61%) 내린 874.14에 장을 마쳤다.이날 개인은 코스닥 시장에서 2,888억 원을 순매수했지만 외국인(-2,214억 원)과 기관(-517억 원)은 순매도 하며 지수를 끌어내렸다.코스닥 시가총액 상위 종목에선 에코프로비엠(-2.68%), 에코프로(-3.02%), JYP Ent.(-3.92%), HLB(-1.10%), 오스템임플란트(-0.05%) 등 대부분이 하락 마감했다.반면 소니가 사업 제휴와 지분 투자를 추진하고 있다는 보도가 나오며 이날 펄어비스의 주가는 전 거래일 대비 6.38% 급등하며 장을 마쳤다.서울 외환시장에서 미국 달러화에 대한 원화 환율은 전 거래일 대비 6원 내린 달러당 1,300.3원에 거래를 마쳤다.
]"
2023-06-27 16:07:07,"코스닥, 외국인 매도세에 0.61% 하락…코스피 약보합[시황종합]",https://n.news.naver.com/mnews/article/421/0006891851?sid=101,"[
간밤 뉴욕증시 약세 영향으로 풀이""코스닥 시총 상위주 외국인 매도 집중""



ⓒ News1 김초희 디자이너(서울=뉴스1) 공준호 기자 = 코스닥이 외국인 매도세에 밀려 약세를 보였다. 코스피는 장중 낙폭을 회복하며 약보합마감했다.27일 코스피는 전날 대비 0.81p(0.03%) 하락한 2581.39에 장을 종료했다. 이날 코스피는 장중 2568선까지 내리며 전날 대비 0.53%가량 내리기도 했지만 장중 회복하며 낙폭을 대부분 만회한 모습이다.기관은 162억원, 개인은 600억원 각각 순매수했다. 외국인은 1080억원 순매도했다.이경민 대신증권 연구원은 ""특별한 이벤트가 없는 가운데 여전히 과열 부담을 덜어 놓는 구간 속에서 매물 소화 과정이 전개됐다""며 ""밤 사이 일부 미국 대형 기술주에 대한 투자의견 하향된 점은 국내 기술주 투자에도 부정적으로 작용했다""고 말했다.간밤 골드만삭스는 테슬라의 투자등급을 ‘매수’에서 ‘중립’으로 하향했다. 전기차 가격이 계속 하락해 테슬라의 이익 마진이 줄 것이란 이유에서다. 이에 따라 테슬라의 주가는 6.06% 급락했다. 이밖에 구글의 모회사 알파벳과 애플도 UBS에 의해 투자 등급을 강등당했다. 이에 알파벳과 애플은 각각 3.19%, 0.76% 하락마감했다.대형주가 부진한 모습을 보이면서 뉴욕증시는 일제히 하락마감했다. 26일(현지시간) 다우 지수는 전장 대비 12.72포인트(0.04%) 하락한 3만3714.71를 기록했다. 스탠다드앤푸어스(S&amp;P) 500 지수는 19.51포인트(0.45%) 내린 4328.82로, 나스닥 종합지수는 156.74포인트(1.16%) 떨어져 1만3335.78로 거래를 마쳤다.이날 코스피 시가총액 상위 10개 종목 중 현대차(005380) 2.74%, POSCO홀딩스(005490) 0.88%, 기아(000270) 0.82%, 삼성전자(005930) 0.28% 등은 상승했다. 삼성바이오로직스(207940) -1.58%, 삼성SDI(006400) -0.73%, LG에너지솔루션(373220) -0.53%, SK하이닉스(000660) -0.44%, 삼성전자우(005935) -0.33% 등은 하락했다.코스닥은 전날 대비 5.36p(0.61%) 하락한 874.14를 가리키고 있다.코스닥은 글로벌 경기침체 우려로 외국인 매도세가 늘면서 지수 하락폭을 키웠다. 김석환 미래에셋증권 연구원은 ""코스닥은 외국인이 2차전지·헬스케어 등 시총 상위주에 대한 순매도가 집중되며 낙폭을 키웠다""고 말했다.개인은 2888억원 순매수했다. 기관은 519억원, 외국인은 2224억원 각각 순매도했다.코스닥 시가총액 상위 10개 종목 중 펄어비스(263750) 6.38%, 엘앤에프(066970) 0.8%, 카카오게임즈(293490) 0.58% 등은 상승했다. 셀트리온헬스케어(091990) -8.05%, 셀트리온제약(068760) -5.89%, JYP Ent.(035900) -3.92%, 에코프로(086520) -3.02%, 에코프로비엠(247540) -2.68%, HLB(028300) -1.1%, 오스템임플란트(048260) -0.05% 등은 하락했다.서울외환시장에서 달러·원 환율은 전날보다 6.0원 내린 1300.30원으로 거래를 마쳤다.
		]"
2023-06-27 16:05:01,"[시황] 코스피, 외국인 순매도에 2580선에 약보합",https://n.news.naver.com/mnews/article/119/0002725304?sid=101,"[
美 기술주 차익실현 영향코스닥도 하락…환율 1300원 초반



27일 서울시 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다. ⓒ뉴시스[데일리안 = 노성인 기자] 코스피가 외국인의 순매수에 약보합으로 마감했다. 지난밤 빅테크주의 차익실현 매물로 하락한 미국 증시 분위기가 국내 증시에도 부담으로 작용했다는 풀이다.27일 한국거래소에 따르면 코스피 지수는 전 거래일 대비 0.81포인트(0.03%) 하락한 2581.39에 장을 마쳤다. 지수는 전장보다 1.18포인트(0.05%) 내린 2581.02에 개장했지만 오후들어 기관이 순매수로 돌아서면서 하락폭을 줄였다.투자 주체별로 보면 개인과 기관이 각각 602억원, 160억원을 순매수했다. 외국인은 홀로 1031억원을 순매도했다.코스피 시가총액 상위 종목은 등락이 엇갈렸다.삼성전자(0.28%),현대차(2.74%),기아(0.82%),포스코홀딩스(0.88%)등은 상승했다. 반면 LG에너지솔루션(-0.53%), SK하이닉스(-0.44%), 삼성바이오로직스(-1.58%), 삼성SDI(-0.73%) 등은 내렸다.이경민 대신증권 연구원은 “특별한 이벤트가 부재한 가운데 여전히 과열 부담을 덜어 놓는 구간 속에서 매물 소화 과정을 전개하고 있다”며 “미국 대형 기술주에 대한 투자의견이 하향된 점은 국내 기술주 투자에도 부정적으로 작용했다”고 말했다.코스닥지수는 전 거래일보다 5.36포인트(0.61%) 내린 874.14로 마감했다. 지수는 전장보다 전일대비 1.62포인트(0.18%) 하락한 877.88로 출발한 이후 하락폭을 키웠다.투자 주체별로 보면 개인이 홀로2888억원을 순매수했고, 외국인과 기관은각각 2214억원,517억원을 팔아치웠다.코스닥 시총 상위 종목은 대부분 하락했다. 엘앤에프(0.80%), 펄어비스(6.38%), 카카오게임즈(0.58%)는 상승했다. 반면 에코프로비엠(-2.68%), 에코프로(-3.02%), 셀트리온헬스케어(-8.05%), JYP Ent(-3.92%), HLB(-1.10%) 등은 약세를 기록했다.이날 서울 외환시장에서 원·달러 환율은 전거래일보다 6.0원 내린 1300.3원에 마감했다. 이날 환율은 전 거래일 종가 대비 0.7원 오른 1307.0원에 개장했다. 이후 1307.8원까지 오르더니 하락 전환했다.
		]"
2023-06-27 16:02:11,韓 증시 주춤…셀트리온 3형제 동반 하락에 개미들 '악',https://n.news.naver.com/mnews/article/008/0004904645?sid=101,"[
[내일의 전략]



셀트리온코스피와 코스닥이 하락 마감했다. 휴미라 바이오시밀러 보험 등재가 불투명해지면서 셀트리온 그룹주(株)가 동반 하락하는 등 시장은 혼조세를 보였다.27일 코스피지수는 전 거래일보다 0.81포인트(0.03%) 내린 2581.39로 장을 마감했다. 개인과 기관은 각각 600억원, 162억원 순매수했지만 외국인은 1030억원 순매도했다.전기가스업이 3.95%로 가장 높은 상승률을 기록했다. 운수장비, 비금속광물, 운수창고, 종이목재는 1%대 상승했다. 반면 의약품, 의료정밀 등이 2%대 하락했고 화학, 건설업, 서비스업, 증권, 음식료품 등이 약보합세로 거래를 마쳤다.코스피 시가총액 상위 종목들은 혼조세를 보였다. 시총 1위인 삼성전자는 전 거래일보다 200원(0.28%) 오른 7만2600원으로 장을 마감했다. 현대차(2.74%), 기아(0.82%), POSCO홀딩스(0.88%), 현대모비스(4.07%) 등도 상승 마감했다.아울러 대규모 수주 가능성과 역마진 해소가 예상되며 한국전력이 큰 폭으로 올랐다. 한국전력은 전 거래일보다 900원(4.72%) 오른 1만9980원에 장을 마감했다.반면 LG에너지솔루션(0.53%), SK하이닉스(0.44%), 삼성바이오로직스(1.58%), 삼성SDI(0.73%), NAVER(1.59%), 포스코퓨처엠(2.41%), 셀트리온(8.66%) 등은 하락 마감했다.김석환 미래에셋증권 연구우너은 ""코스피에서 운수장비, 유틸리티 업종은 외국인과 기관의 동시 순매수세가 이어지며 강세를 보였다""며 ""현대차의 모빌리티 플랫폼 성장 잠재력과 한국전력의 대규모 수주가 긍정적으로 작용했다""고 했다.



임종철 디자인기자 /사진=임종철 디자인기자코스닥도 하락 마감했다. 코스닥지수는 전 거래일보다 5.36포인트(0.16%) 내린 874.14로 장을 마감했다. 개인은 2888억원 순매수한 반면 외국인과 기관은 각각 2214억원, 517억원 순매도했다.코스닥에선 인터넷이 3%대, 통신서비스, 기타 제조가 2%대, 디지털컨텐츠, 통신장비가 1%대 상승하며 장을 마감했다. 반면 유통 3%대, 금융 2%대, 음식료담배, 오락문화, 컴퓨터서비스 등은 1%대 하락 마감했다.코스닥에선 펄어비스(6.38%), 포스코DX(7.77%), 루닛(3.65%) 등이 상승 마감했다. 반면 에코프로비엠(2.68%), 에코프로(3.02%), JYP Ent.(3.92%), HLB(1.1%) 등은 하락 마감했다.셀트리온헬스케어(8.05%), 셀트리온제약(5.89%) 등은 휴미라 바이오시밀러 관련 이슈 때문에 큰 폭으로 하락하며 거래를 마쳤다. 지난 23일(현지시간) 옵텀RX에서 휴미라 바이오시밀러의 추가 등재를 결정하며 암젠, 산도즈, BI 등의 등재가 확정됐다.서근희 삼성증권 연구원은 ""(이번 상황은) 국내 휴미라 바이오시밀러를 판매하는 업체들에게 부정적인 영향을 미칠 것으로 보인다""며 ""이제 남은 건 익스프레스 스크립츠(Express Scripts)에서의 국내 업체의 등재를 기다리는 것 뿐""이라고 했다.강하나 이베스트투자증권 연구원도 ""지난해 3건에 대해 보험 등재를 한다고 밝힌 바 있어 (여타 제약사들은) 다른 PBM(처방약급여관리업체)이나 공보험을 노려야한다""고 했다.서울 외환시장에서 거래되는 원/달러 환율은 전 거래일보다 6원 내린 1300.3원으로 거래를 마쳤다.
]"
2023-06-27 15:54:01,"외국인 '팔자'에 코스피 약세…코스닥, 이차전지 순매도 집중",https://n.news.naver.com/mnews/article/277/0005278367?sid=101,"[
코스닥 0.6% 넘게 하락미국 주식시장에서 나스닥지수가 1% 넘게 하락하는 등 기술주들이 약세를 보이자 국내 증시도 이러한 영향을 받아 내림세로 장을 끝마쳤다.



27일 코스피는 전 거래일 대비 0.03%(0.81포인트) 내린 2581.396으로 장을 끝마쳤다. 이날 코스피는 전 거래일 대비 0.05%(1.18포인트) 하락한 2581.02로 장을 시작해 장중 0.5% 넘게 하락하기도 했지만, 오후 들어선 기관들의 매도 매물이 줄어들며 하락 폭이 축소됐다. 투자자 동향을 보면 외국인이 1030억원어치 주식을 팔았고, 개인과 기관은 각각 600억원, 161억원어치 주식을 샀다.이경민 대신증권 연구원은 “특별한 이벤트가 부재한 가운데 여전히 과열 부담을 덜어 놓는 구간 속에서 매물 소화 과정을 전개하고 있다”며 “미국 대형 기술주에 대한 투자의견이 하향된 점은 국내 기술주 투자에도 부정적으로 작용했다”고 말했다.업종별로 보면 전기가스업이 3.9% 넘게 상승했다. 주요 종목을 보면 한국전력이 4.7% 넘게 상승했다. 전력 도매가격(SMP)이 전기요금보다 낮아지면서 적자 탈출에 청신호가 켜진 데 따른 것이다. 주 효과에 힘입어 강세를 보였던 현대건설은 4.17% 내렸는데 차익실현 매물이 출회된 것으로 분석된다.시가총액 상위종목을 보면 LG에너지솔루션(-0.53%)과 삼성SDI(-0.73%)가 하락세를 보였다. SK하이닉스(-0.44%), 삼성바이오로직스(-1.58%), NAVER(-1.59%)는 하락했고 삼성전자(0.28%), 현대차(2.74%), 기아(0.82%), POSCO홀딩스(0.88%)가 상승했다.이날 코스닥지수는 전 거래일 대비 0.61%(5.36포인트) 하락한 내린 874.14로 장을 끝마쳤다. 지수는 전 거래일 대비 0.18%(1.62포인트) 내린 877.88로 장을 시작해 장중 하락세를 이어갔다. 투자자 동향을 보면 외국인과 기관이 각각 2214억원, 기관이 519억원어치 주식을 팔아치웠다. 서상영 미래에셋증권 미디어콘텐츠 본부장은 “코스닥은 외국인이 이차전지와 헬스케어 등 시총 상위 주에 대한 순매도가 집중되며 낙폭을 키웠다”고 설명했다. 개인은 홀로 2887억원어치 주식을 샀다.시가총액 상위종목을 보면 이차전지 소재주가 약세를 보였다. 에코프로비엠과 에코프로가 각각 2.68%, 3.02% 하락했다. 셀트리온헬스케어와 셀트리온제약, HLB는 각각 ?8.05%, -5.89%, -1.10% 하락했다. 펄어비스(6.38%)와 카카오게임즈(0.58%)는 상승했다.
]"
2023-06-27 15:46:05,"코스피, 2580선 약보합…2차전지株 '약세'",https://n.news.naver.com/mnews/article/015/0004861270?sid=101,"[
코스닥은 0.6% 하락



27일 서울 중구 하나은행 명동점 딜링룸 전광판/사진=뉴스1코스피가 약보합세로 마감했다.27일 코스피 지수는 전일 대비 0.81포인트(0.03%) 하락한 2581.39에 마감했다. 지수는 1.18포인트(0.05%) 내린 2581.02에 개장한 후 2580선을 오르내렸다.유가증권 시장에서 외국인은 홀로 1080억원을 순매도했다. 반면 개인과 기관은 각각 599억원, 161억원어치를 순매수했다.시가 총액 상위 종목은 혼조세를 보였다. 삼성전자(0.28%), 현대차(2.74%), 기아(0.82%), POSCO홀딩스(0.88%)의 주가는 올랐다. 다만 2차전지 관련주의 약세가 두드러졌다. 앞선 뉴욕 증시에서 테슬라가 급락한 점이 투자심리에 부정적인 영향을 준 것으로 풀이된다.최근 골드만삭스는 고평가 논란과 전기차 산업의 경쟁 심화 등을 이유로 테슬라에 대한 투자의견을 '매수'에서 '중립'으로 낮췄다. 골드만삭스가 투자의견을 낮추자 차익실현 욕구가 자극되면서 26일(현지시간) 테슬라 주가는 전 거래일 대비 6% 이상 하락했다.코스피의 LG에너지솔루션은 0.53% 하락했으며 삼성SDI의 주가도 0.73% 하락했다. 포스코퓨처엠은 2% 넘게 떨어졌다. 코스닥 시장의 에코프로비엠(-2.68%), 에코프로(-3.02%)도 약세를 보였다.코스닥 지수는 전장 대비 5.36포인트(0.61%) 하락한 874.14에 거래를 마쳤다. 지수는 1.62포인트(0.18%) 내린 877.88에 거래를 시작한 후 870선에서 횡보했다.투자 주체별 수급을 보면 외국인과 기관이 각각 2223억원, 519억원을 순매도했다. 개인은 2887억원을 순매수했다.코스닥 시총 상위 종목의 주가는 대부분 하락했다. 셀트리온헬스케어(-7.63%), HLB(-1.1%), 셀트리온제약(-5.89%) 등 바이오 관련주의 주가가 부진했다. JYP엔터테인먼트도 4% 이상 하락했다.
]"
2023-06-27 13:46:01,오늘의 증시 메모[6월 28일],https://n.news.naver.com/mnews/article/011/0004206836?sid=101,"[
			[서울경제] &lt;유가증권&gt;▲보통주추가상장=퍼스텍(010820)·이엔플러스(074610)·인스코비(국내CB) ▲주권변경상장=신한지주(055550)(주식소각) ▲신규상장=삼성 인버스 2X S&amp;P500 선물 ETN(530114) 삼성 레버리지 S&amp;P500 선물 ETN(530113) 삼성 S&amp;P500 ETN(530112)&lt;코스닥&gt;▲공모주청약=이노시뮬레이션(주관사 하나) ▲신주배정기준일=클리노믹스(352770)(유상) 토마토시스템(393210)(무상) ▲보통주추가상장=아이톡시·코디·씨아이에스·파마리서치·에코바이오·엠에스오토텍·HLB테라퓨틱스·텔레칩스·이엔코퍼레이션(국내CB) 고바이오랩(348150)(주식매수선택권행사) ▲신규상장=하나29호스팩(454640)
]"
