날짜,제목,내용
 2023.02.21 09:47,尹 '데이터경제' 강조에…데이타솔루션 15% 급등[특징주],"모아데이타 12% 상승윤석열 대통령 (대통령실 제공) 2023.2.16/뉴스1 ⓒ News1 오대일 기자(서울=뉴스1) 유새슬 기자 = 윤석열 대통령이 데이터 경제 활성화 필요성을 강조하자 관련주 주가가 21일 강세를 보이고 있다.이날 오전 9시30분 현재 코스닥 시장에서 데이타솔루션은 전날(20일)보다 1220원(15.25%) 급등한 9220원에 거래되고 있다.모아데이타도 475원(12.63%) 오른 4235원에 사고 팔리고 있다.윤 대통령은 전날(20일) 한덕수 국무총리와의 주례회동에서 ""산업화 시대의 쌀이 반도체라면 디지털 시대 쌀은 데이터""라며 ""데이터 경제의 활성화 없이 인공지능 시대에 대한민국의 미래를 책임질 신산업 육성은 요원하다""고 강조했다.정부는 조만간 제3차 규제혁신 전략회의를 열고 유망 신산업 육성을 위한 규제 해소 대책을 발표할 계획이다."
 2023.02.21 09:25,"데이타솔루션, 尹대통령 데이터경제 활성화 지시에 '급등'","윤석열 대통령이 데이터의 산업적인 활용 방안을 전향적으로 검토하라고 지시했다는 소식에 데이타솔루션 주가가 오르고 있다.21일 오전 9시22분 기준 데이타솔루션은 전 거래일 대비 1260원(15.75%) 오른 9260원에 거래되고 있다.같은 시간 모아데이타도 전 거래일보다 420원(11.17%) 오른 4180원을 기록 중이다.이같은 주가 상승은 전날 윤 대통령의 발언이 영향을 미친 것으로 풀이된다.윤 대통령은 전날 한덕수 국무총리와 주례회동을 갖고 ""산업화 시대의 쌀이 반도체라면 디지털 시대의 쌀은 '데이터'""라며 ""데이터 경제 활성화 없이 인공지능(AI) 시대 등 미래를 책임질 신산업 육성은 요원하다""며 데이터 경제 활성화를 지시했다."
 2023.02.21 09:15,[특징주]尹대통령 데이터경제 활성화 지시에…데이타솔루션 16%대↑,			 [이데일리 원다연 기자] 윤석열 대통령의 데이터경제 활성화 지시에 21일 데이타솔루션(263800)이 장 초반 강세다. 마켓포인트에 따르면 이날 오전 9시 10분 현재 전 거래일 대비 16.75% 오른 9340원에 거래되고 있다. 모아데이타(288980)도 11.17% 오른 4180원에 거래 중이다. 윤 대통령은 전날 한덕수 국무총리와 주례회동을 갖고 “산업화 시대의 쌀이 반도체라면 디지털 시대의 쌀은 ‘데이터’다. 데이터 경제 활성화 없이 AI(인공지능) 시대 등 미래를 책임질 신산업 육성은 요원하다”며 데이터 경제 활성화를 지시했다. 
 2023.02.17 16:23,"데이타솔루션, 지난해 영업익 27억…전년비 157.7% ↑",			 [헤럴드경제=증권부] 데이타솔루션은 지난해 개별기준 영업이익이 26억5686만원으로 전년대비 157.7% 증가했다고 17일 공시했다.같은 기간 매출액은 991억1876만원으로 1.4% 감소한 것으로 나타났다.당기순이익은 23억9848만원으로 101.3% 늘어난 것으로 집계됐다.
 2023.01.31 07:00,인수합병·서비스 고도화…'임상 데이터 솔루션' 업계 지각변동,"분산형 임상시험 본격화 전망씨알에스큐브, CRO 흡수합병제이앤피메디는 '버티컬' 전략최첨단 임상인 '분산형 임상시험'이 각광을 받는 가운데 국내 임상 데이터 관리 솔루션 업계에도 변화가 감지되고 있다. 제약·바이오 산업의 최첨단 분야 '분산형 임상시험(DCT)'을 선도하는 국내 임상 데이터 관리 솔루션 업계에 지각변동이 일어나고 있다. 솔루션 기업이 임상시험수탁기관(CRO)을 합병하며 몸집을 키우는 한편, 기술 고도화와 서비스 강화를 통해 가치를 키워가고 있다.30일 관련 업계에 따르면 임상 솔루션 기업 씨알에스큐브는 최근 CRO인 비디엠컨설팅과 합병계약을 체결했다. 이번 합병은 씨알에스큐브가 비디엠컨설팅을 흡수합병하는 방식으로 합병 기일은 오는 4월3일이다. 2010년 설립된 씨알에스큐브는 자체 임상 솔루션 '큐브 씨디엠에스(cubeCDMS)'를 바탕으로 누적 4000건 이상의 임상시험 과제를 수행한 이 분야의 강자 중 하나다. 비디엠컨설팅은 임상시험 통계분석과 컨설팅, 데이터 관리, 전자데이터 수집(EDC) 등 업무를 수행하는 CRO다.업계에서는 이번 합병을 매우 이례적인 사례로 보고 있다. 솔루션 기업이 CRO를 합병한 첫 사례이기 때문이다. 합병이 마무리되면 씨알에스큐브는 데이터 솔루션과 통계 기능을 함께 가져가는 토탈 임상 기업으로 사업 영역을 확장할 것으로 보인다. 업계 관계자는 ""씨알에스큐브는 국내 임상 데이터 관리 솔루션 시장에서 높은 점유율을 보이고 있다""면서 ""CRO 업무까지 내재화한다면 기존 업계에도 적잖은 변화와 파장이 일어날 것""이라고 말했다.솔루션 업계의 또 다른 강자인 제이앤피메디는 서비스 강화에 집중하고 있다. 기술 고도화와 국내·외 유관 기업과의 협력에 총력을 기울이는 모습이다. 제이앤피메디는 '메이븐 씨디엠에스(Maven CDMS)'를 통해 임상시험 데이터 수집 및 분석 서비스를 제공 중으로, 기존 임상 솔루션과 비교해 기능적 측면과 함께 가성비 좋은 제품으로 자리매김하고 있다. 블록체인 기반의 데이터 보호, 서비스형 소프트웨어(SaaS) 기반의 편의성, 다양한 디지털 기기와 유연한 연계 등 독자적인 기술을 바탕으로 서비스 경쟁력 강화에 주력하고 있다.특히 최근에는 DCT 시장 대응을 위해 '메이븐 DCT 스위트(Maven DCT Suite)'와 국내 첫 임상시험 문서 작성 및 관리 솔루션 '메이븐독스(Maven Docs)'를 내놓으며 주목을 받았다. 메이븐 DCT 스위트는 지난해 10월 디지털치료제(DTx) 전문기업 웰트의 불면증 DTx 확증임상에 적용되기도 했다. 나아가 임상 대상자 온라인 모집, 의약품 이상 사례 데이터 관리 등 연내 신규 서비스를 출시하는 등 임상시험 디지털화에 중점을 두고 서비스 전문 기업을 지향하는 움직임을 보이고 있다.DCT는 의료기관을 직접 찾아야만 진행됐던 기존 임상시험과 달리 디지털 기술을 바탕으로 환자 관리와 데이터 수집 등을 원격으로 하는 방식을 의미한다. 특히 코로나19 팬데믹(세계적 대유행) 이후 대면 임상이 어려워지자 첨단 임상시험 방식으로 급속도로 성장했다. 그만큼 임상 데이터 관리 솔루션 업계도 각광을 받고 있다. 한국보건산업진흥원은 최근 '글로벌 보건산업 동향'에서 올해 신약 개발 전망 중 DCT 본격화를 가장 먼저 언급하기도 했다. 진흥원은 ""DCT를 가능하게 하는 새로운 도구와 인프라에 대한 공급이 확대되면서 DCT의 적용은 확대될 전망""이라며 ""제약회사와 바이오테크 기업들은 디지털 기반의 임상 전략을 수립하고 있는 DCT 파트너와의 제휴를 모색할 필요성이 높아지고 있는 추세""라고 설명했다."
 2023.01.16 17:20,"데이타솔루션, 배복태·정교중 대표 체제로",			 [이데일리 최훈길 기자] 데이타솔루션(263800)은 배복태 대표이사 체제에서 배복태·정교중 각자 대표이사 체제로 변경한다고 16일 공시했다. 회사는 “효율적 경영을 위한 각자 대표이사 체제로 변경한다”고 밝혔다.
 2023.01.03 07:52,"[fn마켓워치]베이스·더벤처스·오로라·데이타솔루션, 최저가 검색 플랫폼에 투자"," [파이낸셜뉴스] 베이스인베스트먼트, 더벤처스, 오로라인베스트먼트, 데이타솔루션이 딥러닝 기반의 최저가 검색 플랫폼에 투자했다.   3일 투자은행(IB) 업계에 따르면 베이스인베스트먼트, 더벤처스, 오로라인베스트먼트, 데이타솔루션은 ‘사공사’를 운영 중인 포스트랩에 투자했다.   포스트랩에서 개발 중인 ‘사공사’는 딥러닝 기반 자체 데이터 엔진을 활용하여, 주요 쇼핑 플랫폼의 상품 정보 및 사용자의 신용 및 체크카드, 멤버십, 쿠폰 등의 할인 수단 정보를 바탕으로 개인화된 최대 할인 혜택 조합을 제공해주는 최저가 검색 서비스다.   양형준 베이스인베스트먼트 팀장은 “온라인에서의 쇼핑은 엔터테인먼트, 커뮤니케이션과 더불어 유저들이 가장 자주 사용하는 영역이지만, 커머스 플랫폼들이 카테고리 별로 분화하고 경쟁이 치열해지며 사용자의 관점에서 최저가를 찾기 위해 쓰는 시간과 노력은 역설적으로 점점 더 커지고 있다”며 “뛰어난 기술력과 사업개발 경험을 지닌 포스트랩 팀에서 쇼핑 검색 행태를 혁신할 것으로 기대한다”라고 말했다.   권형준 포스트랩 대표는 “투자 침체기임에도 불구하고 포스트랩의 비전과 앞으로 만들어나갈 혁신을 믿어주는 투자자들과 함께 할 수 있어 매우 뜻깊다”며 “커머스 영역에서 고객들이 당연하게 누려야 했던 편리한 쇼핑 검색 경험을 제공하는 것은 물론이고, 향후 국내 시장을 넘어 글로벌에서도 온라인 커머스의 새로운 기준이 될 수 있도록 빠르게 성장할 것”이라고 말했다."
 2022.12.14 11:19,"“가격·성능 다 잡았다”…CJ올리브네트웍스, 공장 데이터 솔루션 출시","설비 데이터 관리 솔루션 RTDB 개발     CJ올리브네트웍스의 송도 데이터센터(IDC) 전경. [사진 CJ올리브네트웍스]    CJ올리브네트웍스가 빅데이터를 통해 공장 최적화를 지원하는 신규 솔루션을 출시했다. 가격을 낮추면서도 핵심 기능을 담아 차별화를 꾀했다.    CJ올리브네트웍스는 공장의 빅데이터를 실시간으로 분석하는 설비 데이터 관리 솔루션 RTDB(Real Time Data Base)를 개발했다고 14일 밝혔다.    RTDB는 공장의 설비에서 발생하는 아날로그 데이터를 모니터링하고 수집 및 분석해 공장 최적화를 지원하며, 예지보전을 위한 인공지능(AI) 모델 기반의 데이터를 제공한다.    설비 데이터는 시간 함수로 표현되는 대표적 시계열 정보다. 공장 규모에 따라 하루에 수십억 건 수집된다. 작업자의 활동 여부와 관계없이 실시간으로 축적되기 때문에 시스템 성능 저하의 원인으로 꼽힌다.    CJ올리브네트웍스가 개발한 솔루션은 이 같은 지점을 해결하기 위해 개발됐다. 설비 데이터를 효율적으로 관리하고 분석하면 기계 설비의 고장을 예측해 설비의 수명을 연장하고, 유지보수 비용을 절감해 생산 효율성을 높일 수 있다.    CJ올리브네트웍스 측은 “RTDB 솔루션의 가격이 높아 중소 제조 공장들이 디지털화 과정에서 이를 도입하지 못하는 경우가 많다”며 “중소기업들의 진입장벽을 낮추기 위해 가격 경쟁력 있는 RETD를 개발했다”고 전했다.    회사는 고가의 외산 솔루션에서 실제 기업이 사용하는 기능은 30%에 불과하다는 점에 착안, 기능을 경량화해 가격을 낮췄다. 표준 쿼리를 사용해 개발자가 별도의 학습 없이도 개발할 수 있도록 범용성도 높였다. 또 중복 데이터의 단순 저장을 지양하고 데이터의 변경점을 관리하는 알고리즘을 적용해 데이터 공간 효율성을 높이고, 실시간 데이터는 물론 과거 데이터도 빠르게 조회할 수 있도록 조회 속도를 개선했다.    CJ올리브네트웍스는 이달 CJ제일제당 부산공장과 프리미엄 주류 브랜드 화요의 이천 공장에 RTDB를 적용할 예정이다. 제조업뿐 아니라 시계열 데이터를 통한 예측 업무가 중요한 금융권과 이커머스 업계 등에도 확산이 가능할 것으로 기대하고 있다.    김대환 CJ올리브네트웍스 AI팩토리 팀장은 “AI·빅데이터 기반의 지능형 공장으로 업그레이드하기 위해서는 RTDB 솔루션이 필수적”이라며 “현장의 데이터 리터러시(Literacy)를 높이기 위해 빠른 분석과 높은 개발자 편의, 저렴한 가격 등 압도적인 특장점으로 국내 제조산업에 혁신을 가져올 것”이라고 말했다.  "
 2022.12.07 10:17,"파수, 데이터 솔루션 '파수 데이터 레이더' 민감정보 통제 기능 강화","/사진=파수보안기업 파수가 데이터 식별·분류 솔루션 '파수 데이터 레이더'(FDR)의 민감정보 통제 관리 기능을 높인 신규 버전을 선보였다고 7일 밝혔다.파수 데이터 레이더는 PC 및 서버, 스토리지 등 다양한 저장소의 문서를 실시간으로 파악하고 내용 및 컨텍스트 기반으로 분류하는 솔루션이다. 개인정보와 같은 민감정보를 식별해 해당 문서를 암호화하고 격리·삭제 처리하거나 일정 기간 후 권한을 회수·파기할 수 있다.파수는 파수 데이터 레이더의 관리자 기능을 추가 및 개선했다. 개인정보 등이 포함된 파일이 검출되면 사용자, 부서장 등에게 알림을 보내고 파일 사용자가 보유 사유 및 기간 등을 소명하지 않는 경우 해당 파일을 격리하도록 했다. 이외에도 관리자에게는 원격삭제 및 파일 위치 이동 등에 대한 권한이 주어진다. 미사용 파일은 삭제나 암호화 등으로 보호할 수 있다. 주기적인 보고서를 통해 개인정보 패턴이나 암호화 파일 보유 현황의 흐름을 지속적으로 파악 가능하다. 대시보드 개선으로 편의성을 높이고 민감정보 보유 상태 및 미사용 파일, 중복 파일 현황 등도 한눈에 확인할 수 있다.조규곤 파수 대표는 ""개인정보 유출은 상향된 과징금으로 인한 부담 뿐 아니라 소비자 및 고객 신뢰에 치명적인 영향을 주고 이는 임직원 각자의 방지 노력만으로는 막기 힘들다""며 ""현재 많은 기업 및 공기관들이 사용하고 있는 파수 데이터 레이더는 개인정보를 식별 및 분류하고 철저하게 관리·통제하기 위한 최적의 솔루션""이라고 말했다."
 2022.11.19 18:15,"""제일기획, 데이터솔루션메타버스에 선제적 대응""","[제일기획][헤럴드경제=윤호 기자]NH투자증권은 제일기획에 대해 투자의견 '매수', 목표주가 3만1000원으로 업종 최선호주 의견을 냈다.최근 이화정 NH투자증권 연구원은 보고서를 통해 ""제일기획은 산업 변화에 준비된 사업자로, 데이터 솔루션에서 메타버스까지 신규 매체 등장에 선제적으로 대응하고 있다""고 평했다.그는 ""경기 둔화 우려로 광고 효율 중요성이 더욱 높아지며, 판매 성과가 담보되는 디지털 중심 통합 마케팅 수요가 늘어나는 추세""라며 ""제일기획은 이미 온드미디어 운영(삼성닷컴) 및 인플루언서 마케팅 등 다양한 신규 매체 경험이 풍부하다""고 말했다.다가올 메타버스 시대에 적극적으로 대비 중인 점도 강점으로 꼽았다. 이 연구원은 ""제일기획은 지난해 디지털테크본부 신설 후 메타버스 관련 신사업 전략을 구상중""이라며 ""관련 역량을 확보하기 위해 버추얼휴먼·가상공간 제작 역량을 보유한 ‘이브이알스튜디오’ 및 NFT 아티스트 집단 ‘스마스’와 파트너십을 체결했다. 제일기획의 마케팅 노하우와 파트너사 기술력의 시너지가 기대된다""고 평가했다."
