날짜,제목,내용
 2023.03.06 13:57,"셀바스AI, 'AI 디지털교과서' 사업 추진","기사내용 요약2025년부터 초·중·고교 'AI 디지털교과서' 도입셀바스AI, 교육부 디지털교과서 뷰어·플랫폼 운영 주관사[서울=뉴시스] 오동현 기자 = 인공지능(AI) 전문기업 셀바스AI가 정부의 교육혁신 방안에 발맞춰 'AI 디지털교과서' 사업을 추진한다고 6일 밝혔다.교육부는 지난달 23일 디지털 기반 교육혁신 방안의 일환으로 교육현장에 2025년부터 AI 디지털교과서를 도입한다고 발표했다. 2025년부터 초·중·고교에서 수학, 영어, 정보 교과를 AI 기술을 탑재한 디지털 교과서로 배우게 된다. AI를 활용해 학생들의 학습 데이터를 실시간으로 수집·분석해 교사들이 수업에 활용하면 학생 특성에 맞는 맞춤 수업이 가능할 것으로 보고 있다.현재 교육부의 디지털교과서 뷰어 및 플랫폼 사업을 운영하고 있는 주관사는 셀바스AI다. 셀바스AI는 다년간 디지털교과서 서비스 사업을 진행하면서 디지털교과서 콘텐츠 제작에서부터 뷰어와 플랫폼의 기능 고도화에까지 이르는 기술을 축적하고 있다. 또한 이미 국내 다양한 교육기업들과의 협업을 통해 음성인식, 필기인식 등 다양한 AI 기술을 교육 분야에 연계 활용하고 있다.셀바스AI는 이번 교육부 발표에 발맞춰 학생 개인별 학습 수준에 맞는 교육 콘텐츠를 제공하고 교육 격차를 해소하기 위한 단계별 AI 교육과정을 추가 개발해 학생들의 역량 강화와 교수 학습도 지원할 예정이다.AI 기술 및 에듀테크 전문가로 구성된 셀바스AI 에듀테크랩은 2019년부터 교육부 산하 한국교육학술정보원의 '지능형 학습 서비스 플랫폼' 개발 사업자로 선정돼 학습 분석에 필요한 ‘학습 자원 지도, 지식수준 진단 모델, 성취도 예측 모델, 콘텐츠 추천 모델’ 등을 개발했다. 이를 기반으로 디지털교과서 학습활동으로부터 수집된 다양한 데이터를 분석하고 진단과 처방을 제공함으로써 자기주도학습, 문제해결, 의사소통 등의 역량을 강화할 수 있는 맞춤형 학습 분석 플랫폼 사업을 진행 중이다.자체 개발한 셀펍(Selpub)은 기존의 종이책을 디지털교과서로 손쉽게 전환하고 교수·학습용 콘텐츠와 인터랙션을 삽입해 효과적인 교수·학습용 기능들을 활용할 수 있는 솔루션이다. 손쉬운 저작 기능을 제공해 디지털교과서 개발 비용을 절감하고 일반인들도 자유롭게 ‘나만의 디지털교과서’를 제작할 수 있게 지원한다. 이미 주요 교과서 발행사와 공공기관에서 셀펍을 도입해 디지털교과서와 교재를 제작하고 실제 서비스 사업을 운영 중이다.박재우 셀바스AI 에듀테크 사업대표는 “셀바스AI는 다양한 AI 기반 인식 기술과 빅데이터 분석 기술에 더해 디지털교과서 개발 기술까지 모두 보유하고 있어서 이번에 교육부에서 발표한 AI 디지털교과서 사업에 가장 부합하는 전문 기업이다. 교육 전문가와 디지털교과서 개발자, AI 전문가가 한 팀을 이뤄 융합 교육 서비스를 만들어 냄으로써 개발에 들어가는 공수는 줄이고 사용자의 학습 효과는 극대화하는 결과를 제공하겠다”고 말했다.이어 “지난 3년간의 AI 디지털교과서 사업화 경험과 교육 현장의 목소리를 반영한 제품도 준비하는 등 AI 디지털교과서 사업을 중심으로 에듀테크 시장을 선도해 나가겠다”고 말했다. "
 2023.03.06 11:06,"셀바스AI ""2025년 디지털교과서 도입 발맞춰 AI 사업 강화""","교육부, 2025년부터 AI 디지털교과서 본격 도입인공지능 전문기업 셀바스AI가 다양한 에듀테크 사업화 경험을 바탕으로 정부의 교육혁신 방안에 발맞춰 AI 디지털교과서 사업을 적극 추진한다고 6일 밝혔다.앞서 교육부는 지난달 23일 디지털 기반 교육혁신 방안의 일환으로 교육현장에 2025년부터 AI 디지털교과서를 도입한다고 발표했다. 이로써 2025년부터 초·중·고교에서 학생들은 수학, 영어, 정보 교과를 인공지능(AI) 기술을 탑재한 디지털 교과서로 배우게 된다. 교육계에선 인공지능을 활용해 학생들의 학습 데이터를 실시간으로 수집, 분석해 교사들이 수업에 활용하면 학생 특성에 맞는 맞춤 수업이 가능할 것으로 보고 있다.현재 교육부의 디지털교과서 뷰어·플랫폼 사업을 운영하고 있는 주관사는 셀바스AI다. 셀바스AI는 이번 교육부 발표에 발맞춰 학생 개인별 학습 수준에 맞는 교육 콘텐츠를 제공하고 교육 격차를 해소하기 위한 단계별 AI 교육과정을 추가 개발해 학생들의 역량 강화와 교수 학습도 지원한다는 방침이다.박재우 셀바스AI Edu-Tech 사업대표는 ""교육 전문가와 디지털교과서 개발자, 인공지능 전문가가 한 팀을 이루어 융합 교육 서비스를 만들어 냄으로써 개발에 들어가는 공수는 줄이고 사용자의 학습 효과는 극대화하는 결과를 제공하겠다""고 말했다."
 2023.03.06 10:11,"셀바스AI, AI 디지털교과서 사업 강화","			 [이데일리 김응태 기자] 인공지능 전문기업 셀바스AI(108860)가 다양한 에듀테크 사업화 경험을 바탕으로 정부의 교육혁신 방안에 발맞춰 인공지능(AI) 디지털교과서 사업을 적극 추진한다고 6일 밝혔다.사진=셀바스AI교육부는 디지털 기반 교육혁신 방안의 일환으로 오는 2025년부터 교육 현장에 AI 디지털교과서를 도입한다고 발표했다. 현재 교육부의 디지털교과서 뷰어 및 플랫폼 사업을 운영하고 있는 주관사는 셀바스AI이다. 셀바스AI는 다년간 디지털교과서 서비스 사업을 진행하면서 콘텐츠 제작부터 뷰어 및 플랫폼의 기능 고도화까지 제반 기술을 축적하고 있다. 또 이미 국내 다양한 교육기업과의 협업을 통해 음성인식, 필기인식 등 다양한 AI 기술을 연계 활용하고 있다.셀바스AI는 이번 교육부 발표에 발맞춰 학생 개인별 학습 수준에 맞는 교육 콘텐츠를 제공하고 교육 격차를 해소하기 위한 단계별 AI 교육과정을 추가 개발할 예정이다.앞서 셀바스AI 에듀테크랩(Edu-Tech Lab)은 지난 2019년부터 교육부 산하 한국교육학술정보원(KERIS)의 ‘지능형 학습 서비스 플랫폼’ 개발 사업자로도 선정됐다. 학습 분석에 필요한 학습 자원 지도, 지식수준 진단 모델, 성취도 예측 모델 등을 개발했다. 이를 기반으로 디지털교과서 학습 활동으로부터 수집된 데이터를 분석함으로써 자기주도학습, 문제해결, 의사소통 등의 역량을 강화할 수 있는 ‘맞춤형 학습 분석 플랫폼’ 사업을 진행 중이다.자체 개발한 셀펍(Selpub)은 기존의 종이 책을 디지털교과서로 손쉽게 전환하고 교수·학습용 콘텐츠와 인터랙션을 삽입해 효과적인 교수·학습용 기능을 활용할 수 있는 솔루션이다. 손쉬운 저작 기능을 제공해 디지털교과서 개발 비용을 절감하고 일반인들도 자유롭게 나만의 디지털교과서를 제작할 수 있게 지원한다. 이미 주요 교과서 발행사와 공공기관에서 셀펍을 도입했다.박재우 셀바스AI 에듀테크 사업대표는 “셀바스AI는 교육부에서 발표한 AI 디지털교과서 사업에 가장 부합하는 전문 기업”이라며 “교육 전문가와 디지털교과서 개발자, 인공지능 전문가가 한 팀을 이뤄 융합 교육 서비스를 만들어 냄으로써 개발에 들어가는 공수는 줄이고 사용자의 학습 효과는 극대화하는 결과를 제공하겠다”고 말했다."
 2023.02.27 16:27,"셀바스AI, 필리핀 교육기관 ‘민트 칼리지’와 인공지능 교육 업무협약","셀바스AI, 필리핀 교육기관 '민트 칼리지'와 인공지능 교육 업무협약. /셀바스AI 제공        셀바스AI는 필리핀 사립 교육기관 ‘민트 칼리지’와 인공지능(AI) 교육사업 관련 업무 협약을 체결했다고 27일 밝혔다.셀바스AI는 이번 협약을 통해 민트 칼리지의 커리큘럼을 기반으로 한 AI 교육 서비스 등을 구축할 예정이다. 민트 칼리지는 국제 비즈니스, 예술·기술 분야에 속한 고등학교와 대학에 교육 프로그램을 제공하는 기관이다.셀바스AI는 민트 칼리지와의 협업을 통해 한국어 발음을 듣고 피드백을 제공하는 ‘발음평가’, AI 음성 합성 기능을 이용한 ‘한국어 가이드·듣기평가’, 한글·영어·중국어 등 50개 언어를 지원하는 ‘필기인식 솔루션’ 서비스 등을 제공할 방침이다. 또한 배운 내용을 디지털 교과서로 만들 수 있는 서비스인 ‘셀펍’도 운영할 계획이다.셀바스AI 관계자는 “국내 에듀테크 사업화 경험을 바탕으로 해외에도 맞춤형 교육 솔루션을 제공하는 업무협약을 체결했다”며 “교육 시장 디지털화에 선도적인 역할을 하겠다”라고 밝혔다.한편 셀바스AI는 교육부 산하 한국교육학술정보원(KERIS)의 디지털교과서 뷰어와 플랫폼을 운영하고 있다. 또 다양한 교육기업에 한국어·영어 교육용 음성인식, 음성합성, 필기인식, 필순인식 서비스 등을 공급하고 있다. 교육용 제작툴을 비롯해 학습 과정에 필요한 통합 디지털 교육솔루션도 제공한다."
 2023.02.27 10:35,"셀바스 AI, 필리핀 사립 교육기관 MINT 칼리지와 업무협약","			 [이데일리 양지윤 기자] 셀바스AI(108860)는 필리핀 사립 교육기관 MINT 칼리지와 인공지능(AI) 교육사업 관련 업무협약(MOU)을 체결했다고 27일 밝혔다 (사진=셀바스AI 제공)셀바스AI는 인공지능을 기반으로 MINT 칼리지의 교육 커리큘럼과 융합해 AI 교육 서비스 등을 구축할 예정이다. MINT 칼리지는 필리핀 국제 비즈니스, 예술 및 기술분야 내 고등학교와 대학 프로그램을 제공하는 사립교육 기관이다. 필리핀의 인구수는 전 세계 13위로 1억여 명에 달한다.셀바스AI는 MINT 칼리지와 협력을 통해 △음성인식을 이용해 사용자의 한국어 발음을 듣고 피드백을 제공하는 발음평가 △음성합성을 이용한 한국어 가이드 및 듣기평가 △사용자가 작성한 한국어 단어의 필순 피드백을 제공하는 필순인식 △96% 이상 인식률과 한글, 영어, 중국어 등 50개 언어를 지원하는 필기인식 솔루션 등을 제공할 예정이다. 또한 사용자만의 디지털 교과서로 제작할 수 있는 AI 기반 ‘셀펍(Selpub)’도 제공해 AI 교육 서비스 등을 구축할 계획이다.셀바스AI 관계자는 “국내 에듀테크 사업화 경험을 바탕으로 해외에도 한국어를 비롯한 영어, 수학, 과학 등 AI를 기반으로 맞춤형 교육 솔루션을 제공하는 업무협약을 체결했다”고 말했다. 이어 “사용자 환경이 온라인으로 빠르게 전환되고 있는 교육 시장에서 오프라인의 콘텐츠를 디지털화하는 디지털 트랜스포메이션과 AI를 기반으로 한 개인별 맞춤형 학습 서비스에 대한 요구가 대폭 늘어나고 있다”고 덧붙였다."
 2023.02.27 07:00,"[급등주 지금은]만년 '5000원' 셀바스AI, 두달 새 다섯배 날았다","기사내용 요약챗GPT 열풍 수혜주…AI음성인식 기술 보유[서울=뉴시스] 조성봉 기자 = 24일 오후 서울의 한 대형서점에서  인공지능 챗GPT가 쓴 자기계발서 ‘삶의 목적을 찾는 45가지 방법’을 방문객이 살펴보고 있다.이 책은 챗 GPT가 집필, 교정, 교열을, 번역은 AI 파파고. 인간은 기획, 인쇄, 출판을 담당했다. 2023.02.24. suncho21@newsis.com[서울=뉴시스]우연수 기자 = 셀바스AI가 대화형 인공지능(AI) 서비스의 인기에 상장 약 14년 만에 최고가를 경신 중이다. 27일 한국거래소에 따르면 올해 셀바스AI의 주가는 6720원에서 2만9750원까지 343% 급등했다. 지난 24일에는 장중 3만3650원까지 치솟으며 신고가를 썼다.2009년 상장한 셀바스AI는 주로 1만원 밑으로 거래되다 지난 2019년 감사의견 '한정'으로 매매 정지에 들어갔다 온 뒤 2000원 선까지 주저앉았다. AI가 관심을 받았던 지난해 초 주가는 반짝 1만3000원까지 치솟았지만 다시 5000원대로 돌아갔다.그랬던 셀바스AI가 올해 증시에서 주목받게 된 건 대화형 AI 로봇 서비스 '챗GPT'의 등장 덕분이다. 챗GPT는 일방적인 명령 우주가 아니라 교감하는 대화가 가능하며 소설과 시, 논문을 쓰는 일도 가능하다. 챗GPT 인기에 국내에서도 AI 음성인식, 자연어 처리 관련주들이 일제히 들썩였다. 특히 오픈AI에 투자한 마이크로소프트와 대항마 '바드'를 준비 중인 구글이 챗봇 시장 선점 경쟁에 들어서면서 관련 시장 확대 기대감이 고조되고 있다.셀바스AI는 2009년 상장한 국내 1호 인공지능(AI) 전문기업으로, 음성인식 솔루션을 통해 컴퓨터와 사람 간 상호작용을 보다 쉽게 하는 HCI(Human Computer Interaction) 기술을 보유하고 있다. 지난해 3분기 기준 HCI 부문 매출액은 59억원으로, 전체의 15.7% 비중을 차지한다. 셀바스AI의 지난해 연결 기준 잠정 매출액은 503억원으로 전년 대비 3.5% 증가했으며 영업이익은 10.6% 감소해 50억원을 기록했다. 별도 기준으로는 매출액이 233억원으로 전년비 20% 증가했으며 영업익은 19% 증가해 31억원으로 잠정 집계됐다. 회사는 ""인공지능 기반 제품 매출 성장에 따라 영업이익이 성장했다""고 설명했다.계열사 셀바스헬스케어는 최근 정부의 '의료 AI 시스템 사업 확대 소식에 주사가 열흘 새 190% 상승했다. 셀바스헬스케어는 인체에 미세한 전류를 흘려 발생되는 저항값을 분석해 인체 내 수분과 근육, 지방 등 체성분을 확인하는 체성분 분석기와 전자동 혈압계 등을 주요 제품으로 보유하고 있다． "
 2023.02.24 09:56,'챗GPT 열풍' 코난테크놀로지 13%·셀바스AI 12%대 강세[특징주],"ⓒ News1 DB(서울=뉴스1) 유새슬 기자 = 챗GPT 열풍에 인공지능(AI) 관련 종목이 24일 일제히 강세를 보이고 있다. 이날 오전 9시45분 현재 코난테크놀로지는 전날(23일)보다 1만6100원(13.36%) 오른 13만6600원에 거래되고 있다. 코난테크놀로지는 전날 19.07% 상승한 채 장을 마쳤다.셀바스AI는 3600원(12.54%) 오른 3만2300원을 기록하고 있다. 셀바스AI는 전날 21.35% 오르는 등 6거래일 연속 상승 마감했다.솔트룩스는 1750원(4.87%) 오른 3만7700원에 사고 팔리고 있다. 마인즈랩은 1150원(4.63%) 상승한 2만6000원에 거래되고 있다. 행정안전부·과학기술정보통신부·문화체육관광부 등 정부부처는 각각 챗GPT 활용 계획, 한국형 챗GPT 개발 지원 계획을 세우는 등 전방위적으로 AI 경쟁에 뛰어들고 있다."
 2023.02.24 09:29,[특징주] 챗GPT 열풍에 인공지능 관련주 셀바스헬스케어·셀바스AI 급등,"셀바스헬스케어 제공        셀바스헬스케어가 상한가를 기록했다. 관계사 셀바스AI도 급등세다. 챗GPT(Chat GPT)가 인공지능(AI) 시장에 불을 지피면서, AI 관련주가 들썩이고 있다.24일 오전 9시 10분 셀바스헬스케어는 전 거래일보다 1540원(29.84%) 오른 6700원에 거래되고 있다. 전일에 이어 이틀 연속 상한가 기록이다. 셀바스 AI도 14%대 상승세다.챗GPT는 인공지능 전문연구소 OpenAI가 자연어처리 인공지능 모델 GPT-3를 기반으로 제작한 AI 챗봇 서비스다. 높은 수준의 자연어 처리, 대량의 데이터 분석과 새로운 콘텐츠 생성 능력, 범용성과 확장성 등이 강점이다.최근 정부의 ‘의료 AI 시스템’ 사업 확대 수혜에 셀바스헬스케어는 연일 급등세다. 과학기술통신부는 전국 공공의료기관을 대상으로 디지털 의료서비스의 도입과 활용을 지원하는 ‘AI 기반 의료시스템 디지털 전환 지원 사업’에 대한 공모를 시작한다고 밝힌 바 있다. 셀바스헬스케어는 체성분 분석기, 전자동 혈압계 등을 개발한 스마트 헬스케어 전문기업이다. 의료진단기기 브랜드 아큐닉(ACCUNIQ)과 시각장애인 보조공학기기 브랜드 힘스(HIMS)를 운영 중이다.모회사인 셀바스AI는 챗GPT 관련주로 주목받고 있다. 셀바스AI는 1999년 설립해 2009년 국내 코스닥 시장에 상장한 국내 1호 인공지능 상장사다. 주요 사업 영역은 컴퓨터와 인간이 쉽고 편하게 상호작용할 수 있도록 하는 기술인 HCI(Human Computer Interaction) 부문이다. HCI 기술은 인공지능의 핵심 분야 중 하나로 평가받고 있다. 음성인식, 음성합성, 자연어처리 등에서 국내 최고 수준의 기술력을 보유하고 있다.KB증권은 챗GPT 관련 국내기업으로 삼성전자, SK하이닉스, 코난테크놀로지, 셀바스AI, 플리토, 오픈엣지테크놀로지, 위세아이텍, 바이브컴퍼니, 솔트룩스, 한미반도체 등을 꼽았다. 외국계 기업으로는 마이크로소프트(MSFT), 구글 알파벳(GOOG), 엔비디아(NVDA), TSMC(TSM), 바이두(BIDU), GDS홀딩스(GDS), C3 AI(AI) 등이 있다."
 2023.02.20 10:14,"[특징주]셀바스AI, '전국민 AI 일상화' 정책 추진에 4%대↑","[이데일리 김응태 기자] 정부가 ‘신성장 4.0 전략’ 정책의 일환으로 인공지능(AI) 서비스 개발 지원에 나선다는 소식에 셀바스AI가 강세다.20일 마켓포인트에 따르면 오전 10시9분 셀바스AI(108860)는 전거래일보다 4.94% 오른 2만600원에 거래되고 있다.이날 정부는 신성장 4.0 전략 추진 대책을 올해 30개 이상 발표한다고 밝혔다. 그 중 AI 서비스를 활용해 민생 현안을 해결하는 ‘전 국민 AI 일상화 추진 계획’이 오는 6월 중 발표되고, 한국판 챗GPT(대화형 AI) 개발을 위한 제도적 지원 방안도 함께 마련된다.셀바스AI는 음성인식 및 음성합성을 기반으로 한 음성 AI 전문기업이다. 음성인식 플랫폼 ‘셀비 노트’, 질환 발병위험도를 예측하는 ‘셀비 체크업’ 등 다양한 AI 기반 상품을 개발했다. 셀비 노트는 현재 약 250개 경찰서에서 적용하고 있으며 최근 보건복지부, 특허청 등 조사 및 상담이 필요한 공공기관으로 적용처를 늘리고 있다. 지난 13일에는 오피스 소프트웨어 전문기업 폴라리스오피스(041020)와 음성 AI 기술을 활용한 글로벌 AI 오피스(AI Office) 개발에도 나섰다."
 2023.02.17 10:16,"[특징주]셀바스AI, 챗GPT 방향성에 필수인 음성AI…GPT-4 ""인간과 구분 어려운 단계""","			  셀바스AI가 강세다. 다음달 출시 예정인 GPT-4와 관련해 인간과 대화 시 기계임을 구분하기가 어려운 단계에 이르렀다는 관측이 나오면서 주가에 영향을 주는 것으로 보인다.17일 오전 10시16분 셀바스AI는 전날보다 6.03% 오른 1만8110원에 거래되고 있다.IT 전문 매체는 GPT-4가 이미 튜링테스트를 통과했다는 이야기도 흘러나오고 있다고 보도했다. 튜링테스트는 컴퓨터가 얼마나 자연스럽게 인간과 소통할 수 있는지를 알아보는 테스트다. 이를 통과하면 영화에서 보던 AI와의 대화가 가능해질 것으로 보인다. 샘 알트만 오픈AI CEO는 ""튜링테스트에 큰 의미를 부여할 필요 없다""고 평했다.영화 '아이언맨'에서 주인공 토니 스타크와 AI 비서 '자비스'가 자연스럽게 대화를 하거나, 영화 'Her'에서 인공지능 운영체계 '사만다'와 사랑을 나누는 것도 가능한 시대가 도래할 수 있다.셀바스 AI는 음성인식 및 음성합성을 기반으로 한 음성 인공지능(AI) 전문업체다. 대표 제품으로는 셀비 노트 (Selvy Note), 셀비 메디보이스 (Selvy Medivoice) 등을 보유하고 있다. 셀비노트는 조사, 상담 과정에서의 내용을 AI 음성인식 기술을 활용해 자동 기록해주는 제품이다. 약 250개 경찰서에서 적용하고 있으며 최근 보건복지부, 특허청 등 조사 및 상담이 필요한 공공기관으로 적용처를 늘어나고 있다.한제윤 KB증권 연구원은 ""국내 AI 시장은 아직 규모가 작아 기술을 제품화해도 유의미한 매출 규모를 달성하는 것이 어렵다""며 ""함부로 기술을 제품화해두는 것도 부담스럽다""고 설명했다.이어 ""국내 AI 기업이 용역 매출에 의존하는 상황에서 셀바스 AI는 이미 지난해 별도 실적 기준 AI 제품 매출액이 솔루션 매출액을 웃돌고 있다""고 강조했다. 아울러 ""심지어 AI 제품매출로 흑자를 달성하고 있는 국내에서는 찾아보기 힘든 기업""이라며 "" 셀바스 AI가 기술력을 제품화하는데 성공한 덕분이며 경쟁력을 숫자로 증명하고 있다""고 분석했다.한 연구원은 ""챗 GPT는 대중이 생각하는 AI 비서의 모습과 가장 가깝다""며 ""생성 AI 기술에 대해 대중들이 관심을 갖고 있으나 페인팅 AI 등은 보편적으로 사용될 수 없다는 단점이 있었다""고 설명했다. 이어 ""챗 GPT는 접근성과 활용성을 모두 확보한 서비스""라며 ""스마트폰에서 채팅을 통해 서비스에 접근할 수 있고 기본적으로 검색 엔진의 기능을 하기 때문에 일상생활에서의 활용성 또한 높다""고 덧붙였다.그는 ""챗 GPT에 적용된 기술과 더불어 셀바스 AI의 음성 AI 기술 또한 인공지능 시대의 핵심 기술 중 하나가 될 것""이라며 ""대중들이 생각하는 인공지능은 기본적으로 사용자와 대화가 가능해야 하기 때문""이라고 말했다. 아울러 ""소비자의 니즈에 의해 탄생한 AI 서비스가 챗 GPT일 수 있다""며 ""아직은 텍스트 기반이지만 사용자와의 대화 형식을 통해 검색 기능을 제공하는 서비스""라고 분석했다.한 연구원은 ""챗 GPT를 비롯한 인공지능 서비스는 결국 텍스트를 넘어 실제 대화가 가능한 방향으로 발전할 공산이 크다""며 ""음성 AI 기술은 반드시 탑재해야 하는 기술로 시간이 지날수록 관련 AI 기업에 대한 관심이 집중될 것""이라고 강조했다. 그는 ""국내 독보적인 음성 AI 기술력을 보유한 셀바스 AI에 장기적으로 주목해야 하는 핵심 이유""라고 말했다."
