날짜,제목,내용
 2023.07.20 08:44,"셀바스AI, 디지털교과서 서비스 셀펍 첫 학교 시범사업","인공지능(AI) 전문기업 셀바스AI가 경북 선덕여자고등학교(이하 선덕여고)와 디지털교과서 서비스 '셀펍(Selpub)'의 시범사업 진행을 위해 업무협약을 체결했다고 20일 밝혔다. 선덕여고는 셀펍을 활용해 교사들이 직접 디지털교과서를 제작하여 수업에 사용할 예정이다. 선덕여고 측은 학교 현장에서 AI 기술이 융합된 양질의 콘텐츠를 통해 학업 성취도를 높일 뿐 아니라 교사 및 학생들의 디지털 콘텐츠 창작 및 학습 역량 제고를 기대하고 있다. 셀펍'은 나만의 디지털교과서를 제작할 수 있는 서비스이다. 수업자료에 문제, 멀티미디어, 인터랙션 등을 추가한 코스웨어 콘텐츠 제작이 가능하며, 학생들에게 콘텐츠를 배포하고 학습 상황을 모니터링하는 도구를 제공한다. 또한, 영어 및 한국어 발음 평가, 필기인식, 수식인식 등의 AI 기능도 지원하며 학습 데이터 분석으로 학생들과 교사를 위한 AI 튜터링 기능도 제공한다. 박재우 에듀테크 사업대표는 ""셀펍을 AI 기반 학습 분석 서비스 플랫폼으로 고도화하면서 실사용자인 교사와 학생의 목소리에 귀 기울이고자 시범학교 사업을 시작하게 되었다""고 설명했다. 이어 ""공교육 중심에 있는 교사가 자신의 교수, 학습 방법에 맞게 콘텐츠를 제작하고 수업을 진행할 수 있도록 지원하는 에듀테크 서비스를 제공함으로써 교육 현장 혁신에 기여하고 싶다""고 강조했다.  권영라 선덕여고 교장은 ""현재 수학, 영어, 과학, 사회 교과에 AI코스웨어를 도입하여 학생들의 수준별 맞춤학습 기회를 제공하고 사교육비 경감을 위해 노력하여 소기의 성과를 거두고 있다""며  ""AI 미래형교과서를 학교 단위에서 개발하는 것은 그간 축적된 선덕여고의 역량이 그만큼 높아졌다는 반증으로 이번 기회에 수업 현장에 인공지능을 도입함으로써 수준별 학습이 가능한 디지털 환경을 구축하기를 기대한다""고 말했다."
 2023.07.20 08:41,"셀바스AI, 선덕여고와 디지털교과서 서비스 셀펍 업무협약","(사진제공=셀바스 AI) *재판매 및 DB 금지[서울=뉴시스]이지영 기자 = 인공지능 전문기업 셀바스AI가 경북 선덕여자고등학교와 디지털교과서 서비스 셀펍의 시범사업 진행을 위해 업무협약을 체결했다고 20일 밝혔다.선덕여고는 셀펍을 활용해 교사들이 직접 디지털교과서를 제작해 수업에 사용할 예정이다. 선덕여고 측은 학교 현장에서 AI 기술이 융합된 양질의 콘텐츠를 통해 학업 성취도를 높일 뿐 아니라 교사 및 학생들의 디지털 콘텐츠 창작 및 학습 역량 제고를 기대하고 있다.셀펍은 나만의 디지털교과서를 제작할 수 있는 서비스다. 수업자료에 문제, 멀티미디어, 인터랙션 등을 추가한 코스웨어 콘텐츠 제작이 가능하며, 학생들에게 콘텐츠를 배포하고 학습 상황을 모니터링하는 도구를 제공한다. 또한 영어 및 한국어 발음 평가, 필기인식, 수식인식 등의 AI 기능도 지원하며 학습 데이터 분석으로 학생들과 교사를 위한 AI 튜터링 기능도 제공한다. "
 2023.07.12 08:30,"셀바스AI, ‘지능형 콜백시스템’ 개발…119 신고접수 시스템 강화","			 [이데일리 이용성 기자] 셀바스AI(108860)는 ‘지능형 콜백 시스템’에 인공지능(AI) 음성인식 기술을 119 신고접수 접목했다고 12일 밝혔다. (사진=셀바스AI)회사 측에 따르면 ‘지능형 콜백 시스템’은 신고폭주 상황으로 전화가 연결이 어려운 경우, 119 신고자가 음성녹음으로 신고내용을 남기면 녹음 내용을 음성인식 기술로 실시간 텍스트화하고 음성 AI 의도분석을 통해 중요도 및 분류 파악이 되는 기술이다. 특히 인명피해 여부, 위급도 등을 파악하여 우선적으로 콜백이 진행되어 골든타임 사수가 필수적인 위급신고에 우선적으로 대응 가능하다는 것이 회사 측 설명이다. 콜백 시스템 도입으로 위급·비위급 신고에 대한 신속한 판단은 물론, 위급신고에 대한 신속한 처리를 통한 골든타임 사수, 콜백신고 접수자 업무 효율성이 증대될 것으로 회사 측은 기대하고 있다. 셀바스AI의 ‘지능형 콜백 시스템’은 소방서뿐 아니라 대민서비스가 많은 공공기관, 서비스 센터 등에서도 AI 상담사(전화 음성봇) 역할을 할 것으로 회사 측은 보고 있다. 회사 관계자는 “기존 콜백 시스템은 전화번호만 남기고 상담자가 다시 전화를 걸어 문의사항 확인이 필요하여 더 많은 시간이 투입되지만, 지능형 콜백 시스템을 통해 보다 신속하고 효율적으로 업무 처리가 가능해졌다”고 전했다.윤재선 셀바스AI 음성인식 사업대표는 “음성인식 기술과 119 신고 접수 시스템 간의 연계로, 신고의 위급접수를 선별하여 골든타임을 사수할 수 있도록 고도화 중이다”라며 “대전소방본부 119 신고 접수 시스템에 적용을 시작으로 적시에 민원 대처가 필수적인 정부기관, 공공기관 등에 확대 예정”이라고 말했다."
 2023.06.23 13:04,"셀바스AI, 유증으로 571억 확보…AI의료·교육 등 신사업 추진","			 셀바스AI가 571억 규모의 유상증자에 성공했다.셀바스AI는 지난 21일부터 22일가지 기존 주주들을 대상으로 진행한 유상증자 청약률이 100.8%를 기록했다고 23일 밝혔다.발행 예정 주식수는 400만주로 총 571억원 규모이다. 이에 따라 26일부터 27일까지 진행 예정이었던 일반공모는 실시되지 않는다. 신주 상장 예정일은 7월 12일이다.셀바스AI는 이번 유상증자가 지난 4월 발표한 AI(인공지능)의료, 교육,  메타로빌리티(메타버스, 로봇, 모빌리티) 등 신사업 확대를 위해서라고 설명했다. 셀바스AI는 각 분야별 디지털 전환은 물론 경영 혁신을 지원한다는 계획이다.세부적으로 셀바스AI는 셀비 체크업, 셀비 메디보이스 등 제품을 통해 AI의료 사업을 본격 확대하고 있다. 올해부터는 군 이동형 원격의료도 본격화될 예정이다. 20225년부터 정부의 AI 디지털교과서 도입 등 인공지능이 교육 산업에도 본격 확대되는 것에 대응해 영어회화 솔루션 '토킹GPT'를 개발 하는 등 인공지능을 여러 분야로 확대시킬 수 있는 준비를 하고 있다.곽민철 셀바스AI 대표는 ""당사의 성장계획을 신뢰하고 증자에 참여해주신 주주들에게 감사하다""며 ""제시한 비전을 빠르게 실현해 차별화된 성장을 만들어 기업가치 상승과 주주가치 제고에 최선을 다할 것""이라고 말했다."
 2023.06.23 10:40,"셀바스AI, 주주배정 유상증자 청약 완료","			 [서울=뉴시스]우연수 기자 = 셀바스AI가 400만주를 모집하는 주주 배정 유상증자 청약을 완료했다고 23일 공시했다. 청약 대상자인 는 신주인수권증서를 보유한 구주주였으며, 구주주의 청약 주식수는 343만4470주였으며, 총 청약 합계는 403만2159주였다.회사는 ""구주주 초과 청약 후 발생한 단수주 1만6680주는 금융투자협회 증권 인수업무 등에 관한 규정 제9호2항에 따라 일반 공모 청약자에게 배정하지 않고 대표 주관사가 인수한다""고 설명했다. "
 2023.06.23 10:00,"셀바스AI, 571억원 규모 구주주 배정 유상증자 성공","유상증자 청약률 100.80%AI의료·교육·메타로빌리티 신사업 탄력 ◆…셀바스AI CI. 사진=셀바스AI 제공     인공지능, 음성인식 전문기업 셀바스AI(108860)는 지난 21일부터 22일까지 구주주를 대상으로 실시한 유상증자 청약률이 100.8%를 달성했다고 23일 공시했다.   발행 예정 주식수는 400만주로 571억원 규모다. 이에 따라 오는 26일부터 27일까지 진행 예정이었던 일반공모는 실시하지 않는다. 신주 상장 예정일은 7월 12일이다.   셀바스AI는 지난 4월 AI 의료·교육· 메타로빌리티 신사업 확대를 위해 유상증자를 결정했다.   셀바스AI가 신규 혁신 분야는 크게 의료, 교육, 메타로빌리티(메타버스, 로봇, 모빌리티)이다. 분야별 디지털 전환은 물론 경영 혁신까지 주도한다는 계획이다.   셀바스AI는 셀비 체크업, 셀비 메디보이스 등 차별화된 제품으로 AI 의료 사업을 본격 확대하고 있다. 올해부터는 군 이동형 원격의료도 본격화한다. 2025년부터 정부의 AI 디지털교과서 도입에 따라 인공지능이 교육산업에도 확대되는 것에 대응해 영어회화 솔루션 '토킹GPT'를 개발하는 등 인공지능을 여러 분야로 확대할 예정이다.   셀바스AI 곽민철 대표이사는 ""당사의 성장계획을 신뢰하고 증자에 참여해주신 주주에게 감사드린다""며 ""우리가 제시한 비전을 빠르게 실현해 셀바스만의 차별화된 성장을 만들어 기업가치 상승 및 주주가치 제고에 최선을 다할 것""이라고 말했다. "
 2023.06.23 09:49,"셀바스AI, 유상증자 청약률 100.80% 기록…571억원 확보","의료AI·교육·메타로빌리티 신사업 탄력셀바스AI는 571억원 규모의 유상증자에 성공했다고 23일 밝혔다.지난 21일부터 22일까지 구주주를 대상으로 실시한 유상증자에서 100.80%의 청약률을 기록했다. 발행 예정 주식수는 400만주로, 총 571억원 규모다. 이에 따라 오는 26~27일 진행 예정이었던 일반공모는 실시하지 않는다. 신주 상장 예정일은 내달 12일이다.셀바스AI는 지난 4월 의료 인공지능(AI)·교육·메타로빌리티(메타버스, 로봇, 모빌리티) 신사업 확대를 위해 유상증자를 결정했다. 각 분야별로 디지털 전환과 경영 혁신을 주도한다는 계획이다.회사는 ‘셀비 체크업’, ‘셀비 메디보이스’ 등의 제품을 통해 의료 AI 사업을 확대하고 있다. 올해부터는 군 이동형 원격의료도 본격화된다. 2025년부터 정부가 AI 디지털교과서를 도입함에 따라 영어회화 솔루션 ‘토킹GPT’를 개발하는 등 AI를 다양한 분야로 확대할 예정이다.곽민철 셀바스AI 대표는 “회사의 성장계획을 신뢰하고 증자에 참여해주신 주주들에게 감사드린다”며 “회사가 제시한 비전을 빠르게 실현해 기업가치 상승 및 주주가치 제고에 최선을 다할 것”이라고 말했다."
 2023.06.22 10:48,"셀바스AI, AI 의료서비스 본격 추진","제이엘케이 솔루션에 연동[이데일리 최훈길 기자] 인공지능(AI) 전문기업 셀바스AI(108860)가 AI 기반 의료 사업을 본격 추진한다. 셀바스AI는 의료 AI 기업인 제이엘케이(322510)의 보험수가가 적용된 AI 제품에 연동돼 AI 의료 사업을 본격 확대한다고 22일 밝혔다. 앞서 제이엘케이는 ‘인공지능 뇌졸중 진단 보조 솔루션’을 개발했다. 이는 의료진이 뇌졸중 환자를 빠르고 정확하게 진단해 치료 계획을 수립하는 솔루션이다. 이 제품에 셀바스AI의 ‘셀비 체크업(Selvy Checkup)’이 연동돼 병원 내 예측, 진단 분야에 적용된다.셀바스AI 관계자는 “이번 협업을 시작으로 제이엘케이 등 여러 관련 기업들과 의료AI 시장 고도화에 적극 나서겠다”고 말했다."
 2023.06.22 09:15,"셀바스AI, '셀비 체크업' 제이엘케이 비급여 솔루션에 연동","(사진제공=셀바스AI) *재판매 및 DB 금지[서울=뉴시스]이지영 기자 = 셀바스AI가 의료 AI기업 제이엘케이의 보험수가가 적용된 AI 제품에 연동된다고 22일 밝혔다.제이엘케이가 개발한 '인공지능 뇌졸중 진단 보조 솔루션'은 의료진이 뇌졸중 환자를 빠르고 정확하게 진단해 치료 계획을 수립하는 솔루션으로, 의료 AI 최초로 비급여를 받은 제품이다. 이 제품에 셀바스AI의 질환 발병 확률 예측 '셀비 체크업'이 연동돼 병원 내 예측, 진단 분야에 적용된다.병원 예측 및 진단 분야뿐 아니라 AI 원격의료에도 활용될 예정이다. 뇌졸중 환자의 경우, 골든타임(4시간30분)에 따른 예후 차이가 크기 때문에 신속하게 응급실로 내원하는 것이 매우 중요하다. 제이엘케이의 골든타임 확보용 '뇌졸중 원스톱 모바일 리코트 플랫폼(SNAPPY)'은 셀바스AI가 진행 중인 AI 원격의료에 적용될 예정이다. "
 2023.06.22 08:41,"셀바스AI, '셀비 체크업' 제이엘케이 비급여 솔루션에 전격 연동","셀바스AI가 의료 AI기업 제이엘케이의 보험수가가 적용된 AI 제품에 전격 연동되어 AI의료 사업을 본격 확대한다고 22일 밝혔다. 제이엘케이가 개발한 '인공지능 뇌졸중 진단 보조 솔루션'은 의료진이 뇌졸중 환자를 빠르고 정확하게 진단해 치료 계획을 수립하는 솔루션으로, 의료 AI 최초로 비급여를 받은 제품이다. 이 제품에 셀바스AI의 질환 발병 확률 예측 '셀비 체크업(Selvy Checkup)'이 연동되어 병원 내 예측, 진단 분야에 적용된다. 해당 융복합 제품은 병원 예측 및 진단 분야뿐 아니라 AI 원격의료에도 활용될 예정이다. 뇌졸중 환자의 경우, 골든타임(4시간 30분)에 따른 예후 차이가 크기 때문에 신속하게 응급실로 내원하는 것이 매우 중요하다. 이에 제이엘케이의 골든타임 확보용 '뇌졸중 원스톱 모바일 리코트 플랫폼(SNAPPY)'은 셀바스AI가 진행 중인 AI 원격의료에 적용될 예정이다. 셀비 체크업은 이미 국내 금융/보험사 및 마이데이터 사업자의 개인맞춤형 헬스케어로 활용되는 등 다양한 사업화 경험을 보유하고 있어 제이앨케이의 AI 의료 솔루션들과 시너지를 낼 것으로 기대하고 있다. 특히 국내는 물론이고 제이앨케이가 추진 중인 일본, 태국 등 글로벌 사업에도 확대 적용될 예정이다. 셀바스AI는 이미 '군 이동 원격진료' 사업을 진행 중으로 올해 국방부 원격의료 예산을 확보하며  군 원격진료를 시작으로 민간 원격진료 시장까지 확대할 예정이다. 미국 FDA 승인을 앞두고 있는 AI 심장진단 초음파기업 울트라사이트 지분도 취득하여 사업화에 속도를 내고 있다. 셀바스AI 관계자는 ""뇌졸중 관련 의료AI 솔루션 분야로 국내 첫 인정비급여 제품 AI 의료기기에 자사의 '셀비체크업'이 연동되어 적용되서 업계의 관심이 뜨겁다""며 ""이번 협업을 시작으로 제이엘케이 등 여러 관련 기업들과 의료AI 시장 고도화에 적극 나서겠다""고 말했다."
