날짜,제목,내용
 2023.04.07 16:16,"셀바스AI, 400만주 일반공모 유상증자 결정",			 [서울=뉴시스] 신항섭 기자 = 셀바스AI는 운영자금 및 채무상환자금 조달을 위해 400만주를 발행하는 주주배정 후 실권주 일반공모 유상증자를 결정했다고 7일 공시했다.청약일은 오는 6월7일부터 8일까지이며 예정발행가는 주당 1만9710원이다. 
 2023.04.05 09:08,[AI혁명]⑫매출 500억 찍은 셀바스AI…서비스 로봇 개발 협력,"완성도 높은 음성인식 기술 보유 정부·대기업에서 러브콜 잇달아최근 GPT와 접목…신산업 진출셀바스AI는 1999년 설립된 국내 1호 인공지능(AI) 코스닥 상장기업이다. 20년 넘게 HCI(Human Computer Interaction) 분야 연구개발에 집중해 작년 매출 500억원을 돌파했다. HCI란 사람의 언어를 컴퓨터가 그대로 재현해내는 기술을 말한다. 음성, 영상, 필기 등을 인식해 텍스트를 음성으로 바꾸거나 음성을 텍스트로 바꾸는 기능을 한다. 곽민철 셀바스AI 대표는 ""국내 최고 수준의 음성 인식률을 기록하고 있다""고 자신한다. 코로나 사태 이후에 디지털·무인화 속도가 빨라지면서 국내 대기업과 금융기관, 정부 공공기관까지 두루 찾는 파트너사가 됐다. 지난해 연결기준 매출액은 503억원으로 역대 최대를 찍었다. 2021년 매출은 485억원, 2020년에는 348억원이었다.◆교육부, 특허청과 협업 = 대화 내용을 자동으로 기록하는 '셀비노트'는 셀바스AI의 대표적인 솔루션이다. 셀비노트는 전국 17개 시도 경찰청뿐만 아니라 전국 지자체의 아동학대 현장 조사용으로 사용되고 있다. 수사 과정에서 음성 진술을 자동으로 텍스트로 변환해 기록·저장하고 데이터베이스화 할 수 있다. 최근에는 특허청에 셀비노트를 공급해 특별사법경찰관이 지식재산권에 대한 수사를 할 때 사용할 수 있도록 했다. 타 기관의 특별사법경찰관에도 공급을 확대해 조사업무 효율을 높이고 공공기관 AI 음성기록 제품 점유율 1위 목표를 달성한다는 계획이다. AI 기술을 활용해 단순 반복 업무의 부담을 줄이고, 공무원들이 국민에게 도움이 되는 업무에 집중할 수 있도록 함으로써 기술의 사회적 가치를 높이고자 한다.곽민철 셀바스AI 대표(오른쪽)와 김병수 로보티즈 대표가 AI 로봇사업 협력을 위한 업무협약을 체결한 후 기념촬영을 하고있다.셀바스AI는 교육부의 디지털교과서 뷰어와 플랫폼 사업을 운영하는 주관사다. 그동안 디지털교과서 서비스 사업을 진행하면서 콘텐츠 제작과 플랫폼 기능 고도화까지 다양한 기술을 축적했다. 지난 2월 교육부는 2025년부터 초·중·고교에 인공지능 기술을 탑재한 AI 디지털교과서를 도입한다고 밝혔다. 셀바스AI는 이러한 교육부 발표에 발맞춰 학생들의 역량 강화와 교수 학습을 지원할 예정이다. 자체 개발한 셀펍(Selpub) 솔루션을 통해 기존 종이책을 디지털교과서로 손쉽게 전환하고 일반인들도 자유롭게 '나만의 디지털교과서'를 제작할 수 있게 지원한다.◆GPT 기술 적극 활용 = 최근에는 GPT를 AI 음성기술과 접목해 새로운 사업을 시작할 준비를 하고 있다. 위지윅스튜디오, 메라커와 함께 3사 공동으로 'AI 기반 디지털 트윈'을 개발한다. 배우, 가수 등 아티스트와 인플루언서를 가상의 형태로 구현하면 챗GPT가 뇌 역할을 하게 된다. 시공간의 제한을 받지 않고 아티스트와 팬 간의 일대일 대화, 한명의 팬만을 위한 콘서트와 같이 초개인화된 팬서비스가 가능해질 전망이다.또한 셀바스AI는 자율주행로봇 전문기업 '로보티즈'와 손을 잡고 AI 음성인식, 음성합성 기술에 GPT를 응용한 대화형 AI 로봇 사업을 추진한다. 로보티즈는 국내 최초로 로봇팔을 장착한 실내 자율주행로봇 '집개미'를 개발해 호텔 내 배달 서비스를 수행 중이다. 서비스용 로봇에 AI 음성기술이 접목되면 로봇 생태계가 확장될 것으로 기대된다. 곽 대표는 ""로보티즈와의 협력을 통해 인공지능 기술을 기반으로 로봇이 사람과 상호작용을 통해 진화하고 사용자의 니즈에 맞춰 스스로 동작하는 시대를 만들어가는 주요 기술을 제시하겠다""고 말했다."
 2023.04.04 10:50,"셀바스AI, 4일 기업설명회",			 [서울=뉴시스] 신항섭 기자 = 셀바스AI는 이날 오후 2시에 국내 주요 기관투자자 등을 대상으로 기업설명회를 진행한다고 4일 공시했다. 
 2023.04.04 09:23,"[특징주]셀바스AI, 대화형 AI로봇 사업 추진 소식에 6%대 강세","			 [이데일리 이용성 기자] 셀바스AI(108860)가 로보티즈와 ‘AI 로봇사업 협력 MOU’를 맺고, 대화형 AI 로봇 사업을 추진하기로 결정하자 장 초반 강세다.4일 마켓포인트에 따르면 오전 9시18분 현재 셀바스AI는 전 거래일 대비 6.43% 오른 3만600원에 거래되고 있다. 앞서 셀바스AI는 로보티즈와 ‘AI 로봇사업 협력 MOU’를 맺고, GPT를 응용한 대화형 AI 로봇 사업을 추진하기로 결정했다고 밝혔다. 향후 전망이 밝다는 증권가의 분석이 힘을 더했다. 최재호 하나증권 연구원은 “2022년부터 2027년까지 전 세계 AI 음성기술 시장의 연평균 성장률은 24.4%”라며 “결국 AI 시대의 핵심은 최종적인 커뮤니케이션이 가능한 음성 대화 형태”이며 “국내에서 가장 독보적인 기술력을 보유한 셀바스AI를 주목해야 하는 이유”라고 강조했다."
 2023.04.04 09:19,셀바스AI-로보티즈 협력…대화형 AI 로봇 시대 앞당긴다,"기사내용 요약GPT 응용한 대화형 AI 로봇 사업 협력로봇이 사람의 말 듣고 이해하면서 대화 가능[서울=뉴시스] 인공지능 전문기업 셀바스AI가 자율주행로봇 전문기업 로보티즈와 ‘AI 로봇사업 협력 MOU’를 체결했다. 사진은 왼쪽부터 로보티즈 김병수 대표, 셀바스AI 곽민철 대표 (사진=셀바스AI 제공) *재판매 및 DB 금지[서울=뉴시스] 오동현 기자 = 셀바스AI가 로보티즈와 GPT를 응용해 대화형 인공지능(AI) 로봇 사업을 추진한다.인공지능 전문기업 셀바스AI가 자율주행로봇 전문기업 로보티즈와 ‘AI 로봇사업 협력 MOU’를 체결했다고 4일 밝혔다.이번 협약을 통해 양사는 AI 음성인식, 음성합성 기술에 GPT를 응용한 대화형 AI 로봇 사업을 협력할 계획이다.대화형 AI 로봇은 GPT가 적용된 음성지능 기술을 활용해 로봇이 친근한 목소리로 안내하고, 사람의 말을 듣고 이해하면서 대화까지 가능하다.로보티즈는 국내 최초로 ‘로봇팔’을 장착한 실내 자율주행로봇 ‘집개미’를 통해 현재 메이필드 호텔 등 국내 메이저 호텔과 일본 호텔체인인 명동 헨나호텔에 도입돼 차별화된 호텔 딜리버리 서비스를 선보이고 있다. 특히 로보티즈는 집개미 하드웨어와 소프트웨어를 자체 개발했기 때문에 다양한 장소 및 서비스에 대해 유연적으로 대응이 가능하다.셀바스AI는 국내 최고 수준의 AI 음성지능 기술을 보유함은 물론 로봇기업과의 협업 경험을 지니고 있다. 감정까지 담은 AI 목소리 변환이 가능한 음성합성(TTS) 기술, 국내 최고 수준의 음성인식(STT) 기술을 보유하고 있다. 특히 음성합성 기술은 자율형 학습이 가능한 특수 아동 교육 로봇, 치매예방을 위한 인지개발 로봇, 백화점 내 쇼핑 로봇 등 스마트 로봇에 적용되고 있다. 또한 임베디드, 서버, 클라우드 등 다양한 형태의 음성합성 기술 공급 라인업을 갖추고 있어, 서비스 로봇부터 휴먼형 로봇까지 다양한 형태의 로봇에 적용 가능하다.곽민철 셀바스AI 대표는 “당사가 보유한 음성 기술과 GPT 응용 기술이 적용된 대화형 AI 로봇은 활용 범위가 더 빠르게 확산될 것으로 기대된다”며 “이번 로보티즈와의 협력을 통해 인공지능 기술을 기반으로 로봇이 사람과 상호작용을 통해 진화하고 사용자의 니즈에 맞춰 스스로 동작하는 시대를 만들어가는 주요 기술을 제시할 계획”이라고 말했다.김병수 로보티즈 대표는 “서빙부터 물류, 재난 등 AI 로봇의 영역은 다양한 분야로 확장 중이며, 급변하는 산업 혁신·노동 시장 변화 속 핵심 성장동력으로 자리잡게 될 것”이라며 ”이번 협약을 통해서 AI 음성지능 기술을 기반으로 다가오는 AI 일상화 시대의 인프라를 구축함과 동시에 AI 자율주행 로봇, 대화형 AI 로봇 선도의 시작점이 되길 기대한다”고 말했다. "
 2023.04.04 09:13,"[특징주]셀바스AI, MS와 뉘앙스 'AI로봇' 핵심 음성대화…독보적 기술로 '승자독식'","			 셀바스AI가 강세다. 인공지능(AI) 음성기술은 로봇 생태계를 확장하는 데 필수 요소라는 증권사 분석이 주가에 영향을 주는 것으로 보인다.4일 오전 9시11분 셀바스AI는 전날보다 8.35% 오른 3만1150원에 거래되고 있다.하나증권은 이날 셀바스AI에 대해 AI 시장이 구조적으로 성장하는 가운데 음성기술의 확장성을 주목해야 한다고 분석했다.최재호 하나증권 연구원은 ""2022년부터 2027년까지 전 세계 AI 음성기술 시장의 연평균 성장률은 24.4%""라며 ""2019년부터 오픈AI에 지속적으로 투자를 진행하고 있는 마이크로소프트는 최종적인 대화형 AI 양산을 위해 음성 AI 전문 기업 ‘뉘앙스 커뮤니케이션스’를 약 197억달러 규모로 인수한 것과 같은 맥락""이라고 설명했다. 이어 ""결국 AI 시대의 핵심은 최종적인 커뮤니케이션이 가능한 음성 대화 형태""이며 ""국내에서 가장 독보적인 기술력을 보유한 셀바스AI를 주목해야 하는 이유""라고 강조했다.최 연구원은 ""로봇 생태계가 본격적으로 확장하고 있다""며 ""AI를 활용한 고도화 된 로봇 산업의 성장 속도가 빠르다""고 분석했다. 이어 ""단기적으로는 기업의 인건비 절감, 생산성 증대 등 비용적인 측면에서 스마트팩토리 제조 공정에 활용되는 로봇을 통해 음성 AI의 적용 확대를 예상한다""고 덧붙였다. 아울러 ""전문 서비스용 로봇은 물론 개인 서비스용 로봇까지 AI 음성기술 적용 확대를 기대한다""며 ""셀바스AI가 국내 최고 수준의 AI 음성 기술력을 보유하고 있는 만큼 구조적으로 성장하는 산업의 '승자독식' 구조가 이어질 가능성이 크다""고 판단했다.앞서 셀바스AI는 지난달 29일 자율주행로봇 기업 로보티즈와 AI 음성기술을 활용한 대화형 AI 로봇 기술 개발에 대한 업무협약을 체결했다. 최 연구원은 ""대당 로열티를 수취하는 구조가 될 가능성이 크다""며 ""영업이익 레버리지 효과가 극대화될 수 있다""고 내다봤다."
 2023.04.04 08:40,"셀바스AI, 로보티즈와 MOU 체결…대화형 AI 로봇 사업 추진","			 [이데일리 이용성 기자] 셀바스AI(108860)가 로보티즈(108490)와  ‘AI 로봇사업 협력 MOU’를 맺고, GPT를 응용한 대화형 AI 로봇 사업을 추진하기로 결정했다고 4일 밝혔다. (왼쪽부터) 로보티즈 김병수 대표, 셀바스AI 곽민철 대표.(사진=셀바스AI) 국내 최초로 ‘로봇팔’을 장착한 실내 자율주행로봇 ‘집개미’를 선보인 로보티즈와 국내 최고 수준의 인공지능(AI) 음성지능 기술을 보유하고 감정까지 담은 AI 목소리 변환이 가능한 음성합성(TTS) 기술, 국내 최고 수준의 음성인식(STT) 기술을 보유하고 있는 셀바스AI는 향후 AI 음성인식, 음성합성 기술에 GPT를 응용한 대화형 AI 로봇 사업을 협력할 계획이다. 대화형 AI 로봇은 GPT가 적용된 음성지능 기술을 활용하여 로봇이 목소리로 안내하고, 사람의 말을 듣고 이해하면서 대화까지 가능하다.곽민철 셀바스AI 대표는 “당사가 보유한 음성 기술과 GPT 응용 기술이 적용된 대화형 AI 로봇은 활용 범위가 더 빠르게 확산할 것으로 기대된다”며 “이번 로보티즈와의 협력을 통해 인공지능 기술을 기반으로 로봇이 사람과 상호작용을 통해 진화하고 사용자의 니즈에 맞춰 스스로 동작하는 시대를 만들어가는 주요 기술을 제시할 계획”이라고 말했다.김병수 로보티즈 대표는 “서빙부터 물류, 재난 등 AI 로봇의 영역은 다양한 분야로 확장 중이며, 급변하는 산업 혁신, 노동 시장 변화 속 핵심 성장동력으로 자리잡게 될 것”이라며 “이번 협약을 통해서 AI 음성지능 기술을 기반으로 다가오는 AI 일상화 시대의 인프라를 구축함과 동시에 AI 자율주행 로봇, 대화형 AI 로봇 선도의 시작점이 되길 기대한다”고 말했다."
 2023.03.29 11:11,"위지윅스튜디오, 셀바스AI·메라커와 'AI 디지털트윈 공동개발·협력' 업무협약","◆…위지윅스튜디오, 셀바스AI, 메라커 CI. 사진=위지윅스튜디오 제공위지윅스튜디오가 지난 27일 셀바스AI, 메라커와 'AI 기반 디지털트윈 공동개발 및 사업협력'에 관한 업무협약(MOU)을 체결했다고 29일 밝혔다.   이날 협약식에는 박관우 위지윅 공동대표, 윤승현 셀바스 부사장, 김선권 메라커 대표이사 등 주요 관계자가 참석했다.   이번 협약은 AI 기반 디지털트윈 공동개발과 사업협력 파트너쉽을 통한 신규 사업화, 수익모델 발굴에 상호 협력하고자 추진됐다. 위지윅은 전체적인 디지털트윈 사업모델 구축 및 소속 아티스트 및 인플루언서의 참여, Cg 기반의 비주얼 솔루션을 제공할 예정이며 셀바스는 AI 기반 음성합성(TTS), 음성인식(STT) 등 음성지능 솔루션 및 인공지능 융복합 기술 제공을 담당한다. 메라커는 AI 기반 영상촬영, 영상생성, 영상조작 및 디퓨전 기반 영상 생성 조작 알고리즘 등을 제공하는 역할을 맡는다.   위지윅은 ""AI 기반 디지털 트윈은 실재하는 배우, 가수, 예능인 등 아티스트와 인플루언서를 기반으로 영상·음성을 학습해 개인이 가진 시공간의 물리적 한계를 뛰어넘는 효율을 발휘하게 하는 것을 골자로 한다""며 ""자회사인 MAA 소속 고윤정, 노윤서 등 배우와 에이투지엔터테인먼트 소속 조세호, 지상렬 등 예능인, 에일리 등 가수들의 참여 협의를 통해 지금까지와는 전혀 다른 형태의 활동이 가능하다""고 설명했다.   이어 ""기대되는 활용지점은 아티스트의 개인화로 특정 아티스트의 모습·음성을 AI 학습 알고리즘을 통해 학습시키고 이를 소비자 개인에게 맞춤 형태로 서비스하는 방식도 가능하다""면서 ""자신이 좋아하는 스타의 AI가 이름을 불러줄 수도, 얼굴을 마주하고 대화를 나눌 수도 있게 돼 그동안 버추얼 인플루언서가 하나의 아티스트로서 소비됐던 방식과 궤를 달리 한다""고 말했다.   아티스트의 새로운 활용 가능성은 최근 떠오른 오픈 AI의 챗GPT와 맞닿아 있다. 대용량 데이터를 스스로 학습해 종합 추론하는 언어기반의 AI 가 오픈소스화됨에 따라 디지털 트윈의 뇌 역할을 하게 되고 뇌가 내리는 정보를 수행하는 기관(얼굴, 형태, 목소리)을 아티스트와 유사하게 만들고 이를 상용화하는 역할을 3개사가 추진하게 된다.   위지윅은 ""HTML을 기반으로 여러 리소스를 조합해 서비스한 것이 웹사이트(Website)고 이를 기반으로 한 서비스를 통해 구글(Google)이나 아마존(Amazon) 같은 거대 기업이 탄생한 것처럼 이번 AI 기반 디지컬트윈 사업도 챗GPT를 기반으로 3개사가 지닌 리소스를 결합해 새로운 서비스 모델을 만들어내는 것이 최종 목표""라고 강조했다.   앞서 이 회사는 2021년 5월 시어스랩 투자를 시작으로 같은 해 메라커, 이듬해 셀바스에 대한 투자를 진행하며 AI 기술 및 유관 밸류체인 확보에 힘써 왔다.   박관우 위지윅 대표는 ""AI트윈은 배우나 아이돌 등 아티스트가 한시성이라는 핸디캡을 넘어 하나의 IP로 다시 태어나게 해줄 것""이라면서 ""위지윅그룹의 영화, 드라마, 예능 출연 뿐 아니라 광고모델 활동 등 다양한 BM으로 활용될 것""이라고 말했다.   윤승현 셀바스AI 부사장은 ""셀바스AI의 핵심역량인 음성AI 기술과 아티스트 IP, 비전 AI를 융합할 때 시너지와 파급력이 매우 클 것으로 기대된다""며 ""아티스트와 팬 간의 일대일 대화, 한 명의 팬만을 위한 콘서트와 같이 초개인화된 팬 서비스로 확장 가능할 것""이라고 기대했다.   김선권 메라커 대표는 ""AI 트윈과 영상 인공지능의 만남은 아티스트의 활동영역을 지금껏 보지 못했던 수준으로 확장시킬 수 있으며 AI트윈은 앞으로 폭발적인 시너지를 낼 분야가 될 것""이라고 전했다.    ◆…위지윅스튜디오, 셀바스AI, 메라커 CI. 사진=위지윅스튜디오 제공"
 2023.03.29 10:05,"셀바스AI, 위지윅스튜디오·메라커와 업무협약…AI 디지털트윈 사업 제휴","			 [이데일리 이용성 기자] 인공지능 전문기업 셀바스AI(108860)는 위지윅스튜디오(299900), 메라커와 ‘AI 기반 디지털 트윈 공동개발 및 사업협력’에 관한 업무협약을 체결했다고 29일 밝혔다.(왼쪽부터) 윤승현 셀바스AI 부사장, 위지윅 박관우 공동대표, 메라커 김선권 대표이사.(사진=셀바스AI)이들 3사는 이번 업무협약을 통해 회사의 핵심기술 및 인력을 활용한 공동개발 및 사업화를 추진하기로 했다. 상호협력 분야는 ‘AI 기반 디지털 트윈 공동개발 및 사업협력’, 파트너쉽 및 신규 사업화, 수익모델 발굴 등이다. 3사가 공동개발하는 ‘AI 기반 디지털 트윈’은 실재하는 배우, 가수, 예능인 등 아티스트와 인플루언서들을 기반으로 영상, 음성을 학습해 개인이 가진 시공간의 물리적 한계를 뛰어넘는 효율을 발휘하게 하는 것을 중심으로 한다.셀바스AI는 AI 기반 음성합성(TTS), 음성인식(STT) 등 음성지능 솔루션 및 인공지능 융복합 기술을 맡고, 위지윅은 전체적인 디지털 트윈 사업모델 구축 및 소속 아티스트 및 인플루언서의 참여, CG 기반의 비주얼 솔루션을 담당한다. 메라커는 AI 기반 영상촬영, 영상생성, 영상조작 및 디퓨전 기반 영상 생성 조작 알고리즘 등을 제공한다.윤승현 셀바스AI 부사장은 “셀바스AI의 핵심역량인 음성AI 기술과 아티스트 IP, 비전 AI를 융합할 때 시너지와 파급력이 매우 클 것으로 기대된다”며 “특히 아티스트와 팬 간의 일대일 대화, 한 명의 팬 만을 위한 콘서트와 같이 초개인화 된 팬 서비스로 확장 가능할 것으로 기대한다”고 말했다."
 2023.03.29 09:48,"위지윅스튜디오, 관계사 셀바스AIㆍ메라커와 AI 디지털트윈 업무협약 체결…영상 AI 기업으로의 변신 예고","IP와 음성AI, 비전AI가 만나 시공간의 한계 뛰어넘는다··· ‘아티스트의 개인화’ 등 파급력 기대사진 설명. (좌측부터)셀바스AI 윤승현 부사장, 위지윅스튜디오 박관우 대표, 메라커 김선권 대표[서울경제] 27일 위지윅스튜디오(이하 “위지윅”), 셀바스AI(이하 “셀바스”), 메라커 3개사가 ‘AI 기반 디지털트윈 공동개발 및 사업협력’에 관한 업무협약을 체결했다.이번 업무협약식은 위지윅 박관우 공동대표, 셀바스 윤승현 부사장, 메라커 김선권 대표이사가 참석한 가운데 진행됐으며, 식 이후 따로 자리를 가져 각 회사의 핵심기술 및 인력을 활용한 공동개발안 및 그를 통한 사업화에 대해서도 긴밀히 논의한 것으로 알려졌다.이번 업무협약은 ‘AI 기반 디지털트윈 공동개발 및 사업협력’ 파트너쉽 및 그를 통한 신규 사업화, 수익모델 발굴을 상호협력 분야로 한다. 위지윅은 전체적인 디지털트윈 사업모델 구축 및 소속 아티스트 및 인플루언서의 참여, Cg 기반의 비주얼 솔루션을 제공하는 역할을 하며, 셀바스는 AI 기반 음성합성(TTS), 음성인식(STT) 등 음성지능 솔루션 및 인공지능 융복합 기술을 제공하는 역할을, 메라커는 AI 기반 영상촬영, 영상생성, 영상조작 및 디퓨전 기반 영상 생성 조작 알고리즘 등을 제공하는 역할을 맡는다.AI 기반 디지털 트윈은 실재하는 배우, 가수, 예능인 등 아티스트와 인플루언서들을 기반으로 영상/음성을 학습해 한 개인이 가진 시공간의 물리적 한계를 뛰어넘는 효율을 발휘하게 하는 것을 골자로 한다. 위지윅이 지난 다년간 매니지먼트 인수합병을 통해 밸류체인을 확보했던 이유기도 하다. 자회사인 MAA 소속 고윤정, 노윤서 등 배우와 에이투지엔터테인먼트 소속 조세호, 지상렬 등 예능인, 에일리 등 가수들의 참여 협의를 통해 지금까지와는 전혀 다른 형태의 활동이 가능하다.그중에서도 특히 기대되는 활용지점은 ‘아티스트의 개인화’다. 이를 테면, 특정 아티스트의 모습과 음성을 AI 학습 알고리즘을 통해 학습시키고, 이를 소비자 개인에게 맞춤 형태로 서비스하는 방식도 가능하다. 내가 좋아하는 스타의 AI 가 이름을 불러줄 수도, 얼굴을 마주하고 대화를 나눌 수도 있게 된다. 그동안 버추얼 인플루언서들이 하나의 아티스트로서 소비되었던 방식과는 완전히 궤를 달리 한다.이러한 아티스트의 무한한 활용가능성은 최근 급부상한 오픈 AI의 챗GPT와도 맞닿아 있다. 대용량 데이터를 스스로 학습해 종합적으로 추론하는 언어기반의 AI 가 오픈소스화 됨에 따라 디지털 트윈의 ‘뇌’ 역할을 하게 되며, 뇌가 내리는 정보들을 수행하는 기관(얼굴, 형태, 목소리)을 아티스트와 한없이 가깝게 만들어 내고, 이를 상용화하는 역할을 3개사(위지윅-셀바스-메라커)가 하게 될 예정이다.HTML을 기반으로 여러 리소스를 조합해 서비스한 것이 웹사이트(Website)고 이를 기반으로 한 서비스를 통해 구글(Google) 이나 아마존(Amazon) 같은 거대 기업이 탄생한 것처럼, 이번 AI 기반 디지컬트윈 사업도 챗GPT를 기반으로 3개사가 지닌 리소스를 결합해 새로운 서비스 모델을 만들어내는 것이 최종 목표인 셈이다.이번 업무협약식에 참석한 위지윅 박관우 대표는 ""AI트윈은 배우나 아이돌 등 아티스트들이 한시성이라는 핸디캡을 넘어 하나의 IP로 다시 태어나게 해줄 것이며, 위지윅그룹의 영화, 드라마, 예능 출연 뿐 아니라 광고모델활동 등 다양한 BM으로 활용될 것이다""라고 포부를 밝혔다.셀바스AI 윤승현 부사장은 “셀바스AI의 핵심역량인 음성AI 기술과 아티스트 IP, 비전 AI를 융합할 때 시너지와 파급력이 매우 클 것으로 기대된다”며 “특히 아티스트와 팬 간의 일대일 대화, 한 명의 팬 만을 위한 콘서트와 같이 초개인화 된 팬 서비스로 확장 가능할 것으로 기대한다”고 말했으며, 메라커 김선권 대표는 “AI 트윈과 영상 인공지능의 만남은 아티스트들의 활동영역을 지금껏 보지 못했던 수준으로 확장시킬 수 있으며, AI트윈은 앞으로 폭발적인 시너지를 낼 분야가 될 것이다”라고 기대감을 더했다.사진 설명. 위지윅스튜디오, 셀바스AI, 메라커 CI."
