날짜,제목,내용
 2023.04.19 07:58,[기로의상장사]셀바스AI③2년간 20억 챙긴 곽민철 대표…배당은 뒷전,"곽민철 대표, 지난해 보수 9억8400만원 수령배당은 ‘0원’…주주가치 제고 소홀최근 788억원 규모의 주주배정 유상증자를 진행하고 있는 셀바스AI의 곽민철 대표가 지난 2년간 약 20억원을 급여로 수령한 것으로 나타났다. 다만 같은 기간 주주 배당은 전혀 진행하지 않아 주주가치 제고에 소홀하다는 지적이 나온다.곽민철 셀바스AI 대표이사.19일 금융감독원 전자공시에 따르면 곽민철 셀바스AI 대표이사는 지난해 9억8400만원의 보수를 수령했다. 기본급이 4억8400만원이고 상여금이 5억원이다. 이는 지난해 셀바스AI가 등기이사에게 지급한 전체 보수의 67%에 해당한다.곽민철 대표의 보수는 다른 AI 기업 대표에 비해 월등히 높다. 지난해 흑자를 기록한 위세아이텍, 라온피플 등의 대표이사 보수는 5억원에 미치지 못한다. 이들 기업의 사내이사 평균 보수는 1억원대다. 솔트룩스, 마음AI, 코난테크놀로지 등 챗GPT로 주가가 동반 상승한 기업들 중 대표 연봉이 5억원을 넘는 곳은 한 군데도 없다. 네이버의 경우 지난해 최수연 대표이사에게 11억원의 연봉을 지급했다. 곽 대표 연봉은 이와 비슷한 수준이다.셀바스AI 측은 곽 대표의 상여 지급과 관련해 “역대 최대 매출 달성, 영업이익과 순이익이 각각 19%, 24% 증가한 점, 경영 관리 시스템 기획·개발 후 내부회계관리제도 적용으로 사업 부문별 적시·적확한 의사결정 체계를 구축한 점 등을 고려해 상여금을 산출했다”고 밝혔다.곽 대표는 지난해뿐 아니라 2021년에도 고액 연봉을 수령했다. 2021년 기준 곽 대표의 전체 보수는 8억7800만원이다. 이때 기본급은 4억원, 상여금은 4억7800만원이었다. 기본급 기준으로 1년 만에 21%의 연봉을 인상한 것이다.앞서 셀바스AI는 2019년 3월 외부감사인으로부터 자회사의 계속기업 불확실성 사유로 ‘한정’ 의견을 받고 주식 거래가 정지된 바 있다. 감사의견 한정은 상장폐지 사유다. 이 때까지 셀바스AI는 수년간 적자를 이어왔다.이후 개선계획을 이행하고 재감사보고서도 적정을 받으며 2020년 5월 주식 거래가 재개됐다. 거래 재개 후 2020년까지 적자를 이어오던 셀바스AI는 2021년 턴어라운드에 성공했다. 지난해에는 매출액 235억원, 영업이익 31억원을 기록하는 등 양호한 실적을 냈다.이처럼 셀바스AI는 이익을 기록하고 곽 대표에게 2년간 20억원 수준의 급여를 지급했지만 긴 시간을 거래정지와 적자 속에서 기다린 주주를 위한 배당은 단 한 차례도 진행하지 않았다.특히 지난해에는 순이익이 쌓여 결손금이 처음 이익잉여금으로 전환됐다. 이익잉여금은 회사의 배당 여력을 나타낸다. 셀바스AI는 지난해 29억원 수준의 이익잉여금을 보유했다. 재무적으로 배당을 할 수 있는 상황인 셈이다.그럼에도 곽 대표가 배당보다 고액 연봉을 선택한 이유는 낮은 지분율 때문으로 분석된다. 지난해 말 기준 곽 대표는 셀바스AI의 지분 11.82%를 보유하고 있다. 부친인 곽영수 셀바스AI 고문의 지분 1.78%까지 합치면 약 13.6% 수준이다. 만약 곽 대표가 20억원을 회사에서 배당으로 받으려면 셀바스AI는 약 150억원을 배당금으로 지급해야 한다. 이에 대해 셀바스AI 관계자는 “주주가치 제고를 위해 배당 등을 고려하고 있지만 정확한 시점은 알 수 없다”고 밝혔다.한편 셀바스AI는 지난 7일 788억원 규모의 주주배정 유상증자를 결정했다. 기존 주주들에게 한 주당 1만9710원에 신주를 살 수 있는 권리를 배정하겠다는 것이다. 전날 기준 셀바스AI의 종가는 2만700원이다."
 2023.04.18 14:20,"컴투버스-셀바스AI, 메타버스 내 AI 관련 기술·사업 협력 협약","AI 대화형 서비스, 오피스 내 음성 인식 회의록, 개인 맞춤형 헬스케어 서비스 등 기획컴투버스 이경일 대표(좌), 셀바스AI 곽민철 대표(우) [사진 컴투스][이코노미스트 원태영 기자]컴투스는 메타버스 전문 기업 컴투버스가 셀바스AI와 메타버스 관련 기술 및 사업 협력을 협약했다고 18일 밝혔다.셀바스AI는 음성인식, 음성합성, 필기인식, 광학문자인식, 자연어 처리 등 최고 수준의 HCI(Human Computer Interaction) 기술을 기반으로 한 인공지능 전문 기업으로, 교육, 의료, 금융, 문화, 엔터테인먼트 등 다양한 분야와의 기술 협력을 통해 AI 융합 솔루션을 제공하고 있다.더 나아가 최근에는 25년간 축적한 인공지능 기술 및 노하우와 데이터를 기반으로, 메타버스, 헬스케어, 에듀테크, 모빌리티, 로봇 등 미래 산업 분야와의 융합을 모색하며 디지털 혁신을 이끌어내고 있다.컴투버스는 이번 협약을 바탕으로 셀바스AI와 함께 메타버스 인프라스트럭처로 설계되는 컴투버스를 위해, 인공지능 기술 및 서비스 개발에 대한 전략적 협력을 추진할 계획이다. 또한 셀바스AI와 2분기 첫 선을 보이는 컴투버스의 오피스 서비스 경쟁력을 더욱 강화하기 위한 오피스 솔루션 구축을 위해 힘을 모은다.먼저 양사는 음성인식, 음성합성 등 인식 기술과 더불어, AI 음성 기록 서비스인 ‘셀비 노트’, 병원∙검진센터∙피트니스센터 등에서 사용되는 AI 질병 발병 확률 예측 서비스 ‘셀비 체크업’ 등 셀바스AI가 보유한 기존 인공지능 솔루션의 컴투버스 접목을 협의할 계획이다.AI 대화형 서비스는 물론, 음성 기록 기술을 활용한 회의록 작성 서비스, 개인 맞춤형 헬스케어 서비스 등 메타버스 오피스, 메디컬, 커머스 등에 적용 가능한 인공지능 융복합 기술의 도입도 가능해진다. 아울러 셀바스AI의 HCI 기술과 노하우를 기반으로 컴투버스와의 다양한 신규 사업과 컴투스 그룹의 콘텐츠 밸류체인과의 여러 협업 기회도 창출할 예정이다.곽민철 셀바스 AI 대표는 “음성 지능을 중심으로 AI 융합 분야에 집중하고 있으며 메타버스 신사업도 속도를 내고 있다”며 “컴투버스와 긴밀히 협력해 메타버스 내 인공지능 관련 사업을 추진하고, 향후 컴투버스 생태계를 구성하는 여러 파트너사와도 다양한 협력 사업 기회를 창출할 것으로 기대한다”고 전했다.이경일 컴투버스 대표는 “컴투버스는 올해 2분기 오피스 서비스를 시작으로 본격적인 상용화에 돌입할 예정이며, 이번 셀바스AI와의 협업으로 기능성과 활용성이 초고도화된 메타버스 오피스의 경험을 제공할 것으로 확신한다”라며 “앞으로도 전 산업 분야 유력 기업들과 전략적 파트너십으로 강력한 메타버스 얼라이언스를 구축해 나갈 것”이라고 밝혔다."
 2023.04.18 11:36,"컴투버스-셀바스AI ""메타버스 기술·사업 협력""","컴투버스 이경일 대표(왼쪽)과 셀바스AI 곽민철 대표(오른쪽)[컴투스 제공] (서울=연합뉴스) 홍국기 기자 = 게임 회사 컴투스는 메타버스 계열사인 컴투버스가 인공지능(AI) 전문 기업 셀바스AI와 메타버스 관련 기술·사업 협약을 체결했다고 18일 밝혔다.    셀바스AI는 교육, 의료, 금융, 문화, 엔터테인먼트 등 다양한 분야에서 기술 협력을 통해 AI 융합 해법을 제공하는 회사로, 메타버스, 헬스케어, 에듀테크, 모빌리티, 로봇 등 미래 산업 분야와 융합도 모색한다.     협약에 따라 컴투버스는 셀바스AI와 솔루션 접목 방안을 협의할 계획이다.    또 올해 2분기 첫선을 보이는 오피스 서비스의 경쟁력을 강화하기 위해 셀바스AI와 힘을 모으기로 했다.     redflag@yna.co.kr"
 2023.04.18 10:05,"컴투버스-셀바스AI, 메타버스 공간 AI 기술 협력한다","메타버스 AI 대화형 서비스, 오피스 내 음성 인식 회의록 등 이경일 컴투버스 대표와 곽민철 셀바스AI 대표(사진 왼쪽부터)가 18일 메타버스 관련 기술 및 사업협약 후 기념 사진을 찍고 있다. 컴투스 제공 [파이낸셜뉴스] 컴투스의 메타버스(3차원 가상세계) 전문기업 컴투버스가 셀바스AI와 메타버스 사업 협력을 맺었다. 셀바스AI는 음성인식, 음성합성, 필기인식, 광학문자인식, 자연어 처리 등 HCI(인간과 컴퓨터의 상호작용) 기술을 기반으로 한 인공지능(AI) 전문기업이다.   18일 관련 업계에 따르면 컴투버스는 이번 협약을 통해 셀바스AI와 AI 기술 및 서비스 개발에 대한 전략적 협력을 추진할 계획이다. 또 셀바스AI와 올 2·4분기 첫 선을 보이는 메타버스 플랫폼 '컴투버스'의 오피스 솔루션 구축을 위해 힘을 모은다.   양사는 음성인식과 음성합성 등 인식 기술과 AI 음성 기록 서비스인 '셀비 노트', AI 질병 발병 확률 예측 서비스 '셀비 체크업' 등 셀바스AI가 보유한 기존 AI 솔루션을 컴투버스와 접목한다.   곽민철 셀바스 AI 대표는 ""음성 지능을 중심으로 AI 융합 분야에 집중하고 있으며 메타버스 신사업도 속도를 내고 있다""며 ""컴투버스와 긴밀히 협력해 메타버스 내 AI 관련 사업을 추진하고, 향후 컴투버스 생태계를 구성하는 여러 파트너사와도 다양한 협력 사업 기회를 창출할 것""이라고 전했다.   이경일 컴투버스 대표는 ""이번 셀바스AI와의 협업으로 기능성과 활용성이 초고도화된 메타버스 오피스의 경험을 제공할 것으로 확신한다""며 ""앞으로도 전 산업 분야 유력 기업들과 전략적 파트너십으로 강력한 메타버스 얼라이언스를 구축해 나갈 것""이라고 말했다. #컴투스 #메타버스 #셀바스AI  "
 2023.04.18 09:46,"컴투버스·셀바스AI, 메타버스 기술 맞손","AI대화형 서비스 등 도입 추진음성기록 활용 회의록도 구축이경일(왼쪽) 컴투버스 대표와 곽민철 셀바스AI 대표가 메타버스 관련 기술 및 사업 협력을 골자로 하는 업무 협약을 체결한 뒤 기념사진을 촬영하고 있다. 사진제공=컴투버스[서울경제] 컴투스(078340)의 메타버스 자회사 컴투버스가 인공지능(AI) 전문업체인 셀바스AI(108860)와 메타버스 관련 기술 및 사업 협력을 골자로 하는 업무 협약을 체결했다고 18일 밝혔다.양사는 이번 협약을 계기로 메타버스 관련 AI 기술 및 서비스 개발에 대한 전략적 협력을 추진한다. 또 컴투버스가 2분기 출시 예정인 오피스 솔루션 구축에도 힘을 모은다. 메타버스 내에서 AI 대화형 서비스와 음성 기록 기술을 활용한 회의록 작성 서비스가 활용될 예정이다. 병원?검진센터?피트니스센터 등에서 사용되는 AI 질병 발병 확률 예측 서비스도 메타버스에 접목될 전망이다. 양사는 컴투스 계열사의 콘텐츠 가치사슬과 협업을 추진할 예정이다.이경일 컴투버스 대표는 “컴투버스는 올해 2분기 오피스 서비스를 시작으로 본격적인 상용화에 돌입할 예정""이라며 ""이번 셀바스AI와의 협업으로 기능성과 활용성이 초고도화된 메타버스 오피스의 경험을 제공할 것으로 확신한다”고 말햇다. 이 대표는 “앞으로도 전 산업 분야 유력 기업들과 전략적 파트너십으로 강력한 메타버스 얼라이언스를 구축해 나갈 것”이라고 밝혔다.곽민철 셀바스 AI 대표는 “컴투버스와 긴밀히 협력해 메타버스 내 인공지능 관련 사업을 추진하고, 향후 컴투버스 생태계를 구성하는 여러 파트너사와도 다양한 협력 사업 기회를 창출할 것으로 기대한다”고 말했다."
 2023.04.18 11:31,"컴투버스, 셀바스AI와 메타버스 기술 및 사업 협력 협약"," 컴투버스는 셀바스AI와 메타버스 기술 및 사업 협력 협약을 했다. 컴투버스 이경일 대표(좌), 셀바스AI 곽민철 대표(우)메타버스 전문 기업 컴투버스(대표 이경일)는 셀바스AI(대표 곽민철)와 메타버스 관련 기술 및 사업 협력을 협약했다고 18일 밝혔다.셀바스AI는 음성인식, 음성합성, 필기인식, 광학문자인식, 자연어 처리 등 최고 수준의 HCI(Human Computer Interaction) 기술을 기반으로 한 인공지능 전문 기업이다.컴투버스는 이번 협약을 바탕으로 셀바스AI와 함께 메타버스 인프라스트럭처로 설계되는 컴투버스를 위해 인공지능 기술 및 서비스 개발에 대한 전략적 협력을 추진할 계획이다.또한 셀바스AI와 2분기 첫 선을 보이는 컴투버스의 오피스 서비스 경쟁력을 더욱 강화하기 위한 오피스 솔루션 구축을 위해 힘을 모은다.양사는 음성인식, 음성합성 등 인식 기술과 더불어, AI 음성 기록 서비스인 ‘셀비 노트’, 병원·검진센터·피트니스센터 등에서 사용되는 AI 질병 발병 확률 예측 서비스 ‘셀비 체크업’ 등 셀바스AI가 보유한 기존 인공지능 솔루션의 컴투버스 접목을 협의할 계획이다.AI 대화형 서비스는 물론, 음성 기록 기술을 활용한 회의록 작성 서비스, 개인 맞춤형 헬스케어 서비스 등 메타버스 오피스, 메디컬, 커머스 등에 적용 가능한 인공지능 융복합 기술의 도입도 가능해진다."
 2023.04.18 09:53,"컴투버스-셀바스AI, 메타버스에 인공지능 입힌다","			 컴투스는 메타버스 전문 기업 컴투버스가 셀바스AI와 메타버스 관련 기술 및 사업 협력을 협약했다고 18일 밝혔다.셀바스AI는 음성인식, 음성합성, 필기 인식, 광학문자인식, 자연어 처리 등 HCI(Human Computer Interaction) 기술을 기반으로 한 인공지능(AI) 전문 기업이다. 교육, 의료, 금융, 문화, 엔터테인먼트 등 다양한 분야와의 기술 협력을 통해 AI 융합 솔루션을 제공하고 있다.양사는 메타버스 인프라스트럭처로 설계되는 컴투버스를 위해 기술 및 서비스 개발에 대한 전략적 협력을 추진한다. 2분기 첫선을 보이는 컴투버스의 오피스 서비스 경쟁력을 강화하기 위한 오피스 솔루션 구축을 위해 힘을 모은다.컴투스는 메타버스 전문 기업 컴투버스가 셀바스AI와 메타버스 관련 기술 및 사업 협력을 협약했다고 18일 밝혔다. [사진출처=컴투스]음성인식, 음성합성 등 인식 기술과 더불어 AI 음성 기록 서비스인 ‘셀비 노트’, 병원?검진센터?피트니스센터 등에서 사용되는 AI 질병 발병 확률 예측 서비스 ‘셀비 체크업’ 등 셀바스AI가 보유한 기존 AI 솔루션을 컴투버스에 접목한다. AI 대화형 서비스는 물론 음성 기록 기술을 활용한 회의록 작성 서비스, 개인 맞춤형 헬스케어 서비스 등 메타버스 오피스, 메디컬, 커머스 등에 적용 가능한 AI 융복합 기술의 도입도 가능해진다.곽민철 셀바스 AI 대표는 “음성 지능을 중심으로 AI 융합 분야에 집중하고 있으며 메타버스 신사업도 속도를 내고 있다”며 “컴투버스와 긴밀히 협력해 메타버스 내 인공지능 관련 사업을 추진하고 향후 컴투버스 생태계를 구성하는 여러 파트너사와도 다양한 협력 사업 기회를 창출할 것으로 기대한다”고 말했다.이경일 컴투버스 대표는 “이번 셀바스AI와의 협업으로 기능성과 활용성이 초고도화된 메타버스 오피스의 경험을 제공할 것으로 확신한다”라며 “앞으로도 전 산업 분야 유력 기업들과 전략적 파트너십으로 강력한 메타버스 얼라이언스를 구축해 나갈 것”이라고 강조했다."
 2023.04.18 09:12,"셀바스AI, 컴투스 계열사 '컴투버스'와 협력…메타버스로 사업 확장","기사내용 요약메타버스 관련 기술 및 사업 협력을 위한 업무협약셀비노트·메타버스 병원·검진센터 등 AI헬스케어 서비스 (왼쪽부터) 이경일 컴투버스 대표, 곽민철 셀바스AI 대표(사진=셀바스 AI 제공) *재판매 및 DB 금지【서울=뉴시스】송혜리 기자 = 셀바스AI는 컴투스의 계열사인 메타버스 전문기업 컴투버스와 메타버스 관련 기술 및 사업 협력을 위한 업무협약(MOU)을 체결했다고 18일 밝혔다. 이번 협약을 통해 양사는 메타버스 신규 사업 모델을 발굴할 예정이다. 특히 메타버스 내 음성인식, 음성합성을 통한 AI 대화형 서비스뿐 아니라 메타버스 오피스 내 AI 회의록 작성이 가능한 셀비 노트(Selvy Note), 메타버스 병원, 검진센터, 피트니스 센터 내 셀비 체크업(Selvy Checkup) 적용을 통한 AI 헬스케어 서비스도 가능할 전망이다. 셀바스 AI는 컴투스 계열사 위지윅스튜디오뿐 아니라 이번 컴투버스와 사업협력을 통해 메타버스 분야 협력을 공고히 할 계획이다. 위지윅스튜디오가 확보한 다양한 IP 및 컨텐츠 밸류체인과 메타버스 플랫폼, 디지털트윈 등의 사업 활용 방안을 활발히 검토하고 있다. 이경일 컴투버스 대표는 ""이번 협업으로 컴투버스가 가장 먼저 선보이는 오피스 서비스를 비롯해 여러 분야에서 고도화된 기술력의 메타버스 경험을 제공할 수 있을 것으로 기대한다""고 말했다. 곽민철 셀바스AI 대표는 ""음성지능을 중심으로 AI 융합 분야에 집중하고 있으며 메타버스 신사업도 속도를 내고 있다""며 ""컴투버스와 긴밀히 협력해 메타버스 내 인공지능 관련 사업을 추진하고 향후 컴투버스 생태계를 구성하는 여러 파트너사와도 다양한 협력 사업 기회를 창출할 것으로 기대한다""고 전했다. "
 2023.04.18 08:38,"셀바스 AI, 컴투스 계열사 ‘컴투버스’와 MOU…메타버스 사업 확장","			 [이데일리 이용성 기자] 셀바스AI(108860)는 컴투스의 계열사인 메타버스 기업 컴투버스와 ‘메타버스 관련 기술 및 사업 협력’을 위한 업무협약(MOU)’을 체결했다고 18일 밝혔다.(왼쪽부터) 이경일 컴투버스 대표, 곽민철 셀바스AI 대표.(사진=셀바스AI)이번 협약을 통해 양사는 메타버스 인프라스트럭처로 설계되는 컴투버스를 위해 협력하고 신규 사업 모델을 발굴할 예정이다. 특히 메타버스 내 음성인식, 음성합성을 통한 AI 대화형 서비스뿐 아니라 메타버스 오피스 내 AI 회의록 작성이 가능한 셀비 노트, 메타버스 병원, 검진센터, 피트니스 센터 내 셀비 체크업 적용을 통한 인공지능 헬스케어 서비스도 가능하다.또한, 컴투버스는 셀바스AI가 보유한 음성인식, 음성합성 등 인식기술뿐 아니라 셀비 노트, 셀비 체크업 등 여러 제품을 메타버스 오피스, 메타버스 병원, 메타버스 커머스 등에 적용할 수 있도록 다양한 협업 프로젝트를 논의할 계획이다.셀바스 AI는 컴투스 계열사 위지윅스튜디오뿐 아니라 이번 컴투버스와 사업협력을 통해 메타버스 분야에서의 입지를 넓힐 방침이다. 특히 위지윅스튜디오가 확보한 다양한 지적재산(IP) 및 컨텐츠 밸류체인과 메타버스 플랫폼, 디지털트윈 등의 사업 활용 방안을 활발히 검토하고 있다.이경일 컴투버스 대표는 “이번 협업으로 컴투버스가 가장 먼저 선보이는 오피스 서비스를 비롯해 여러 분야에서 고도화된 기술력의 메타버스 경험을 제공할 수 있을 것으로 기대한다”며 “컴투버스는 앞으로도 전 산업 분야의 유력 기업들과 전략적 파트너십을 체결하며, 메타버스라는 새로운 사업 영역을 선도적으로 이끌어 나갈 것”이라고 말했다.곽민철 셀바스AI 대표는 “음성지능을 중심으로 AI 융합 분야에 집중하고 있으며 메타버스 신사업도 속도를 내고 있다”며 “컴투버스와 긴밀히 협력해 메타버스 내 인공지능 관련 사업을 추진하고 향후 컴투버스 생태계를 구성하는 여러 파트너사와도 다양한 협력 사업 기회를 창출할 것으로 기대한다”고 전했다."
 2023.04.17 11:38,"셀바스AI ""디지털 교과서 솔루션, 교재 발행사에 공급""","			 인공지능 전문기업 셀바스AI는 디지털 교과서 솔루션인 '셀펍'을 교재 발행사에 공급했다고 17일 밝혔다.셀바스AI는 음성인식 기술을 활용한 AI 교육 음성인식 제품 '셀비 스피치 에듀(Selvy SpeechEdu), 수학 및 국어 교육이 가능한 필기인식 '셀비 펜(Selvy Pen)'에 이어 디지털 교과서 솔루션 '셀펍(Selpub)'을 개발했다. 셀펍은 나만의 디지털 교과서를 제작할 수 있는 솔루션으로, 음성인식과 필기인식 등의 AI 기술이 적용됐다. 사용자들은 동영상, 오디오, 이미지 등을 삽입하여 손쉽게 e북을 제작할 수 있다. 회사 관계자는 ""셀펍을 이용하면 면 디지털 교과서 사용자의 학습활동 데이터 수집을 통해 개별 학습자의 학습 분석과 맞춤형 교육 콘텐츠 제공이 가능하다""며 ""셀바스AI는 이미 디지털교과서 뷰어 및 플랫폼 사업을 진행하며, 다양한 경험과 노하우를 쌓아오고 있다""고 말했다.  회사는 디지털 교과서를 시작으로 AI 교육에 적합한 다양한 기술 제공 및 컴포넌트 확보에 박차를 가하고 있다. 데이터 확보를 기반으로 학습 데이터 분석 기술, 인공지능 기술, 콘텐츠 연계기술을 융합해 AI튜터로 순차적으로 확대할 계획이다. 이 관계자는 ""앞으로 빅데이터 분석 기술을 더해 셀펍을 개인 맞춤형 교육이 가능한 AI 교육 통합 솔루션으로 발전시키겠다""고 말했다. "
