날짜,제목,내용
 2022.08.16 09:25,"셀바스AI, 상반기 영업익 30억원···전년比 813%↑","매출액은 23% 증가한 242억원 자료=셀바스AI 제공[파이낸셜뉴스] 셀바스AI가 올해 상반기 연결 기준 매출액 242억원, 영업이익 30억원을 달성했다고 16일 밝혔다. 이는 전년 동기 대비 각각 23%, 813% 증가한 규모다. 별도기준 상반기 매출액은 103억원, 영업이익은 13억원이다.   모기업 셀바스AI의 인공지능(AI) 기반 제품 및 헬스케어, 에듀테크 등 전 사업 실적 증가와 연결 종속기업 셀바스 헬스케어의 의료기기 인기가 성장을 견인했다는 게 회사 설명이다.   셀바스AI의 음성인식, 음성합성, 필기 OCR 등 인식기술은 AI융합 제품화를 통해 국내 대기업, 공공기관, 병원 등에 공급 중이다.   셀바스AI는 지난주 3자배정 유상증자 등을 통해 위지윅스튜디오로부터 총 50억원 규모 투자를 유치하기도 했다. 이를 통해 위지윅스튜디오가 보유한 메타버스&미디어 콘텐츠 및 작품, 배우·예능인 지적재산권(IP)에 셀바스AI의 인공지능 기반 음성인식(STT), 음성합성(TTS) 기술을 적용하는 협업모델을 논의하고 있다.   곽민철 셀바스AI 대표이사는 “음성지능 시장에서 기술력뿐 아니라 사업화 실적 모두를 보유한 당사에 대한 니즈가 지속적으로 증가하고 있다”며 “AI 기업 중 매출액 및 영업이익 모두 유일하게 성장 중인 기업으로 연간 기준으로도 최대 실적을 올릴 것”이라고 설명했다. #셀바스AI  "
 2022.08.16 09:01,"셀바스AI, 상반기 영업익 30억…전년비 813%↑","			 [이데일리 김겨레 기자] 셀바스AI(108860)는 2분기 연결기준 영업이익이 전년동기대비 813% 증가한 30억원을 거뒀다고 16일 공시했다. 같은 기간 매출액은 23% 증가한 242억원이었다. 별도기준 상반기 매출액은 103억원, 영업이익은 13억원이다.상반기 호실적은 인공지능 기반 제품 및 헬스케어, 에듀테크 등 전 사업의 매출액 증가와 연결 종속기업 셀바스 헬스케어의 의료기기 때문이라는 설명이다. 셀바스AI의 음성인식, 음성합성, 필기 OCR 등 인식기술은 사람과 기기 간 효율적 소통을 위해 다양한 분야에 활용되고 있으며, AI융합 제품화를 통해 국내 대기업, 공공기관, 병원 등에 공급 중이다.아울러 셀바스AI는 지난주 3자배정 유상증자 등을 통해 위지윅스튜디오로부터 총 50억원 규모의 투자를 유치했다. 위지윅스튜디오는 세계 최고 수준의 컴퓨터그래픽(CG)·시각특수효과(VFX) 기술을 바탕으로 디지털영상 컨텐츠 기획, 연출, 제작 솔루션 등 메타버스 원천 기술력을 보유한 기업이다. 이번 투자 유치를 통해 위지윅스튜디오가 보유한 메타버스·미디어 콘텐츠 및 작품, 배우·예능인의 지적재산권(IP)에 셀바스AI의 인공지능 기반 음성인식(STT), 음성합성(TTS) 기술을 적용하는 협업모델을 논의하고 있다. 이후 위지윅스튜디오를 포함한 전 계열사들이 보유한 기술과 결합해 메타버스 신사업 모델도 발굴할 예정이다.곽민철 셀바스AI 대표이사는 “음성지능 시장에서 기술력 뿐 아니라 사업화 실적 모두를 보유한 당사에 대한 니즈가 지속적으로 증가하고 있다. 인공지능 기업 중 매출액 및 영업이익 모두 유일하게 성장중인 기업으로 연간 기준으로도 최대 실적을 올릴 것으로 전망한다”며 “이번 투자유치를 통해 위지윅스튜디오가 보유한 메타버스·미디어 콘텐츠 및 작품 등에 당사의 음성기술 적용뿐 아니라 메타버스 사업 모델 발굴을 통해 신사업의 경쟁력을 강화할 것”이라고 밝혔다."
 2022.08.12 14:25,"셀바스AI, 약 20억원 규모 유상증자 결정","			 [이데일리 이은정 기자] 셀바스AI(108860)는 타법인 증권 취득자금 확보를 위해 약 20억원 규모 제3자배정 유상증자를 결정했다고 12일 공시했다. 신주 발행가액은 보통주 6600원이다. 납입일은 2022년 8월22일이며, 신주 상장 예정일은 2022년 9월7일이다. 제3자배정 대상자는 위지윅스튜디오다."
 2022.08.12 14:18,"셀바스AI, 30억원 규모 전환사채권 발행 결정","			 [이데일리 이은정 기자] 셀바스AI(108860)는 타법인 증권 취득자금 확보를 위해 30억원 규모의 무기명식 무보증 사모 전환사채 발행을 결정했다고 12일 공시했다. 표면이자율은 0.0%, 만기이자율은 0.2%다. 사채만기일은 2024년 8월22일이다. 전환청구기간은 2023년 8월22일부터 2024년 7월22일까지다. 전환에 따라 주식총수 대비 1.80%에 해당하는 40만4530주가 발행될 수 있다."
 2022.07.19 09:56,"셀바스AI ""수학식 필기인식 기술, 웅진씽크빅 연산 앱 적용""","[서울=뉴시스] 김경택 기자 = 인공지능 전문기업 셀바스AI는 수학식 필기인식 솔루션이 전 세계 140여개국에 서비스되는 웅진씽크빅의 AI(인공지능) 기반 연산 앱 '매쓰피드'에 적용됐다고 19일 밝혔다.회사 측에 따르면 매쓰피드에 적용된 셀바스AI의 '셀비 펜(Selvy Pen)'은 문제의 정답을 손글씨로 입력하면 자동으로 디지털 텍스트로 전환하는 솔루션이다. 전환된 디지털 텍스트는 수식의 정답 여부를 확인할 수 있어 자동으로 채점하는 기능을 제공한다.96% 이상 높은 인식 성능을 제공하며 이미 금융, 자동차, 모바일, 가전 등 다양한 산업 영역의 상용화 경험을 통해 검증된 안정성을 확보하고 있다. 특히 한글, 영어 등 50개 언어와 도형, 수식, 화학식, 제스처, 필순까지 인식이 가능하다고 회사 측은 설명했다.셀바스AI 관계자는 ""기존에는 수학식을 작성하고 편집하기 위해 복잡하고 불편한 수식편집기를 사용해야 가능했지만 셀비 펜은 손글씨로 작성된 수학식을 쉽게 디지털 문자로 변환할 수 있어 교사나 학생들에게 매우 편리하다""며 ""한글, 영어, 중국어 등 50개 언어와 수학식, 화학식, 도형, 제스처까지 손글씨를 인식하는 셀비 펜이 에듀테크 산업에 기여할 수 있도록 계속 확대해 나갈 계획""이라고 말했다. "
 2022.07.19 08:32,"셀바스AI ""수학식 필기인식 기술, 연산 애플리케이션 적용""","			 [이데일리 양지윤 기자] 셀바스AI(108860)는 수학식 필기인식 솔루션이 웅진씽크빅의 AI기반 연산 애플리케이션 ‘매쓰피드’에 적용됐다고 19일 밝혔다.(사진=셀바스AI)서비스에 적용된 셀바스AI의 셀비 펜(Selvy Pen)은 문제의 정답을 손글씨로 입력하면 자동으로 디지털 텍스트로 전환한다. 전환된 디지털 텍스트는 수식의 정답 여부를 확인할 수 있어 자동으로 채점하는 기능을 제공한다.매쓰피드에 적용된 셀바스AI의 필기인식 솔루션(Selvy Pen)은 손글씨를 디지털 텍스트로 변환하는 국내 최초 필기인식 기술이다. 96% 이상 인식 성능을 제공한다. 김동호 셀바스AI 문자인식 랩(Lab)장은  “한글, 영어, 중국어 등 50개 언어와 수학식, 화학식, 도형, 제스처까지 손글씨를 인식하는 셀비 펜이 에듀테크 산업에 기여할 수 있도록 계속 확대해 나갈 계획“이라고 말했다."
 2022.07.05 09:00,"셀바스AI, 하나금융파인드 플랫폼서 '셀비 체크업' 서비스","			 [이데일리 김응태 기자] 셀바스AI(108860)는 질병 예측 솔루션 ‘셀비 체크업(Selvy Checkup)’이 하나금융파인드의 인슈어테크 플랫폼 핑글 내 ‘핑글헬스’로 서비스된다고 5일 밝혔다.셀비 체크업의 하나금융파인트 ‘핑글’ 서비스 적용 화면. (사진=셀바스AI)셀비 체크업은 사용자의 건강검진 정보를 기반으로 주요 질환에 대한 발병 위험도를 예측해주는 솔루션이다. 실제 데이터를 기반으로 만들어진 인공지능 학습 모델을 활용해 높은 수준의 예측도를 보유하고 있다.셀바스AI는 셀비 체크업을 하나금융파인드 인슈어테크 플랫폼 ‘핑글’에서 서비스하기로 했다. 핑글헬스 서비스를 이용하면 개인 건강검진 결과를 기반으로 생활습관 병과 6대암을 포함한 주요 질환 10개의 4년 내 발형 위험을 예측 및 분석할 수 있다. 건강 상태를 다각도로 분석한 리포트 제공은 물론, 주요 질환에 대한 연령별 기존 발병자와의 건강수치를 비교해 개선 방법도 알려준다.윤상원 셀바스AI 헬스케어부문 사업대표는 “최근 국내 금융, 보험사 등의 서비스는 금융 상품 추천, 보장분석뿐 아니라 차별화된 개인 맞춤형 서비스로 진화 중”이라며 “셀비 체크업은 이미 온·오프라인 다양한 서비스 적용을 통해 소비자 중심, 개인에게 가장 밀접한 맞춤형 건강관리 서비스로 자리매김하고 있다”고 말했다."
 2022.06.30 08:20,"셀바스AI ""'셀비 노트2.0', 조달청 공식 등록""","[서울=뉴시스]신항섭 기자 = 인공지능·음성기술 전문기업 셀바스AI는 음성기록 솔루션 '셀비 노트(Selvy Note) 2.0'을 조달청 나라장터 디지털서비스몰에 등록됐다고 30일 밝혔다. 조달청 디지털서비스몰은 IT 상품과 서비스전용 공공조달 플랫폼이다.이번 등록을 통해 가격에 대한 투명성, 합리적 프로세스로 공공기관 담당자들이 좀 더 편리하게 음성기록 솔루션 셀비 노트 2.0을 구매할 수 있다.셀비노트 2.0은 대화 내용이 자동으로 기록되는 AI 음성기록 솔루션이다. 회사 측에 따르면 현재 전국 경찰서 조사관과 지자체 소속 아동학대 현장조사 전담 공무원들은 해당 제품을 활용해 자동으로 조서를 작성 중이다. 음성기록 솔루션 셀비노트 2.0 '고정형'은 조사실, 상담실, 회의실 등에서 사용할 수 있으며, '이동형'은 고성능 노트북에 인공지능 음성인식 엔진을 탑재해 사용할 수 있다.장명근 셀바스AI 프로덕트오너(PO)는 ""조달 등록을 위해서는 GS인증 획득, 시험결과서 제출 등 제품의 기술력과 품질을 검증하기 위한 까다로운 과정을 거쳐야 한다""며 ""최근 급증하는 아동학대 현장조사 등 신속한 조사 업무 대응을 위해 공공시장에서의 음성기록 솔루션에 대한 역할이 중요해지고 있어 셀비 노트의 수요가 더욱 확대될 것으로 전망된다""고 말했다. "
 2022.06.30 08:20,"셀바스AI, '셀비 노트 2.0' 조달청 디지털서비스몰 등록","			 [이데일리 안혜신 기자] 인공지능, 음성기술기업 셀바스AI(108860)는 음성기록 솔루션 ‘셀비 노트 2.0’이 조달청 디지털서비스몰에 등록되었다고 30일 밝혔다. 조달청 디지털서비스몰은 IT 상품과 서비스전용 공공조달 플랫폼이다. 이번 등록을 통해 가격에 대한 투명성, 합리적 프로세스로 공공기관 담당자들이 좀 더 편리하게 음성기록 솔루션 셀비 노트 2.0을 구매할 수 있다. 셀비노트 2.0은 대화 내용이 자동으로 기록되는 인공지능(AI) 음성기록 솔루션으로 이미 전국 경찰서 조사관과 지자체 소속 아동학대 현장조사 전담 공무원들은 해당 제품을 활용해 자동으로 조서를 작성 중이다. 현재 전국 경찰서 여성청소년과 조사실, 대우조선해양 스마트 선박, 군 수사 등에서 사용되고 있으며, 상담 활동이 잦은 아동학대 현장조사, 해바라기 센터 등 다양한 분야로 확대해 나가고 있다. 음성기록 솔루션 셀비노트 2.0 고정형은 조사실, 상담실, 회의실 등에서 사용할 수 있으며, 이동형은 고성능 노트북에 인공지능 음성인식 엔진을 탑재해 다양한 장소에서 편리하게 사용할 수 있도록 휴대성을 극대화했다. 말하는 즉시 화자가 구분되어 음성기록이 작성되는 실시간 작성 방식과 현장조사 시 녹음한 파일을 업로드해 작성할 수 있는 비실시간 작성 방식 모두를 지원 중이다. 장명근 셀바스AI 프로덕트오너(PO, Product Owner)는 “조달 등록을 위해서는 GS인증 획득, 시험결과서 제출 등 제품의 기술력과 품질을 검증하기 위한 까다로운 과정을 거쳐야 한다”면서 “최근 급증하는 아동학대 현장조사 등 신속한 조사 업무 대응을 위해 공공시장에서의 음성기록 솔루션에 대한 역할이 중요해지고 있어 셀비 노트의 수요가 더욱 확대될 것으로 전망된다”고 말했다.한편 셀바스AI는 셀비 노트 2.0 조달 등록을 기념해 이벤트도 진행 중이다."
 2022.06.28 09:57,"셀바스AI, 표준화 제품 개발 성공한 유일한 상장사-삼성","			 [이데일리 안혜신 기자] 삼성증권은 28일 셀바스AI(108860)에 대해 국내 인공지능 상장사 중 유일하게 표준화된 제품 개발에 성공한 업체라고 평가했다. 투자의견과 목표가는 제시하지 않았다.셀바스AI는 지난 1999년 설립돼 2009년 국내 코스닥 시장에 상장한 국내 1호 인공지능 상장사다. 주요 사업 영역은 컴퓨터와 인간이 쉽고 편하게 상호작용할 수 있도록 하는 기술인 HCI(Human Computer Interaction) 부문이다. HCI 기술은 인공지능의 핵심 분야 중 하나로 평가받고 있으며, 셀바스AI는 음성인식, 음성합성, 자연어처리 등에서 국내 최고 수준의 기술력을 보유하고 있다.국내 인공지능 업계의 문제점은 대부분의 기업이 기술 솔루션은 가지고 있으나 표준화된 제품 개발에는 성공하지 못하고 공공 및 금융권 회사들의 시스템통합(SI, System Integration) 사업을 수행하는 데에 있다. SI 사업 수주 시 고객의 요구에 맞추어 프로젝트를 위한 개발인력이 신규 투입되고 진행률에 따라 매출과 비용을 인식하기 때문에 구조적으로 마진율 개선이 어렵다. 곽호인 연구원은 “하지만 셀바스 AI는 보유 HCI 기술을 응용한 AI 제품의 개발과 표준화에 성공했다”면서 “개발이 완료된 제품을 공공·의료·헬스케어 등 여러 부문별 고객사에 납품해 추가적인 영업비용 발생 없이 판매 제품당 연간 구독료 방식으로 매출을 인식하는 수익 구조를 확립했다”고 말했다.셀바스AI는 제품 매출 확대에 힘입어 올해 가이던스로 별도 기준 연간 매출액 30% 이상 성장과 전년 수준의 영업비용(170억~180억원)을 제시하고 있다.셀바스AI는 미래 먹거리로 메타버스·대체불가토큰(NFT) 사업을 추진하고 있다. 메타버스 생태계 내에서 동사의 음성인식 및 음성합성 솔루션의 중요성이 커질 것으로 판단하기 때문이다. 이를 위해 지난해 12월 위지윅스튜디오(299900)와 양해각서(MOU)를 체결하고, 올 3월에는 BMP엔터와 MOU를 체결해 BMP엔터 소속 아티스트들의 목소리를 그대로 구현하는 디지털트윈 사업을 추진하고 있다.곽 연구원은 “표준화된 제품 개발에 성공해 영업 레버리지 발생이 가능한 국내 유일의 AI 업체”라면서 “지난 3년간 보유 AI 기술을 활용해 표준화된 제품 개발 및 공급에 성공해 안정적인 매출원을 확보하고 있다는 점이 강점”이라고 강조했다."
