날짜,제목,내용
 2023.01.18 17:46,'초거대 챗봇' 인기…셀바스AI 급등,"음성인식 기술력 부각…올 65%↑솔트룩스·코난테크놀로지도 질주초거대 인공지능(AI) 챗봇 ‘챗GPT’가 선풍적 인기를 끌면서 국내 증시에서도 AI 관련주가 급등세를 보이고 있다.18일 셀바스AI는 26.42% 오른 1만1150원에 거래를 마쳤다. 올 들어서만 65.92% 급등했다. 이 회사는 AI 기술을 활용해 음성인식과 음성합성 등의 서비스를 제공하는 업체다.AI소프트웨어 개발 기업인 솔트룩스와 코난테크놀로지도 올 들어 각각 38.98%, 56.99% 급등했다. 솔트룩스는 자체 개발한 AI 원천기술을 기반으로 음성인식, 음성합성, 자연어 이해 등 다양한 솔루션을 제공한다. 코난테크놀로지는 자연어를 처리하는 기술과 AI로 영상을 분석하는 기술이 주요 사업이다.챗GPT가 인기몰이를 하면서 AI 관련주 전반에 매수세가 몰리고 있다는 분석이다. 특히 마이크로소프트(MS)가 챗GPT를 개발한 벤처기업 오픈AI에 100억달러를 투자할 것이라는 소식이 전해지면서 국내 AI 관련주도 일제히 뛰고 있다. 오픈AI의 기업가치는 1년 전 140억달러에서 현재 두 배 이상 급등한 290억달러로 평가된다.다만 1년여 전 메타버스·대체불가능토큰 관련주처럼 단기간 급등 후 하락할 가능성이 있다는 조언도 나온다. AI 관련주의 주가 변동성이 부담된다면 빅테크 기업에 투자하는 것도 방법이다. 국내에서는 네이버와 KT, LG가 선도 업체로 꼽힌다. 유진투자증권은 “올 상반기 초거대 AI 모델인 GPT-4 출시로 AI 시장에 대한 투자가 확대될 것”이라고 내다봤다."
 2023.01.18 16:49,AI챗봇 '챗GPT' 인기몰이에…솔트룩스·셀바스AI 급등,"사진=게티이미지뱅크초거대 인공지능(AI) 챗봇 ‘챗GPT’가 선풍적 인기를 끌면서 국내 증시에서도 AI 관련주가 급등세를 보이고 있다.18일 셀바스AI는 26.42% 오른 1만1150원에 거래를 마쳤다. 올 들어서만 65.92% 급등했다. 이 회사는 AI 기술을 활용해 음성인식과 음성합성 등의 서비스를 제공하는 업체다. AI소프트웨어 개발기업인 솔트룩스와 코난테크놀로지도 올 들어 각각 38.98%, 56.99% 급등했다. 솔트룩스는 자체 개발한 AI 원천기술을 기반으로 음성인식, 음성합성, 자연어 이해 등 다양한 솔루션을 제공한다. 코난테크놀로지는 자연어를 처리하는 기술과 AI로 영상을 분석하는 기술이 주요 사업이다.챗GPT가 인기몰이를 하면서 AI 관련주 전반에 매수세가 몰리고 있다. 특히 마이크로소프트(MS)가 챗GPT를 개발한 벤처기업 오픈AI에 100억달러를 투자할 것이라는 소식이 전해지면서 국내 AI 관련주도 일제히 상승했다. 오픈AI의 기업가치는 1년 전 140억달러에서 현재 2배 이상 급등한 290억달러로 평가된다. 이날 사티아 나델라 MS 최고경영자(CEO)는 세계경제포럼(다보스포럼)에서 “챗GPT 같은 AI 기능을 모든 제품에 넣을 계획”이라고 말했다.다만 1년여 전 메타버스·대체불가능토큰(NFT) 관련주처럼 단기간 급등 후 하락할 가능성이 있어 주의가 필요하다는 조언도 나온다. AI 관련주의 주가 변동성이 부담된다면 빅테크 기업에 투자하는 것도 방법이다. 국내에서는 네이버와 KT, LG가 선도적인 업체로 꼽힌다. 유진투자증권은 ""올 상반기 초거대 AI 모델인 'GPT-4' 출시로 AI 시장에 대한 관심과 투자가 확대될 것""이라고 말했다."
 2023.01.18 09:26,"[특징주]셀바스AI, MS 오픈AI 서비스 확대에 15%↑",			 [이데일리 김보겸 기자] 마이크로소프트(MS)가 인공지능 챗봇 챗GPT에 대한 접근을 확대한다는 소식에 AI 관련주가 18일 일제히 강세다. 이날 마켓포인트에 따르면 셀바스AI(108860) 주가는 전거래일보다 1330원(15.08%) 오른 1만150원에 거래되고 있다. 이외에도 브리지텍(064480)이 9.29% 오르고 있으며 마인즈랩(377480) 솔트룩스(304100) 등도 3~4%대 오름세다. 이들 주가가 일제히 상승 흐름을 탄 것은 마이크로소프트의 오픈AI 기술에 접근할 수 있다는 소식에 영향을 받은 것으로 풀이된다. 마이크로소프트는 16일(현지시간) 지금까지 일부 클라우드 고객들에게만 제공하던 애저 오픈AI 서비스를 기업 및 일반 이용자들까지 확대할 계획이라고 밝혔다. AI 기업들이 오픈AI 서비스를 제품 개발에 활용할 수 있는 길이 열린 것이다. 
 2023.01.09 09:51,"[특징주]셀바스AI, 오픈AI 기업가치 37조…AI 핵심기술 재평가","			  인공지능 전문업체 셀바스AI 주가가 강세다. 대화형 인공지능(AI) 챗봇인 ‘챗GPT(ChatGPT)’를 개발한 세계 최대 AI 연구소 오픈AI 기업가치가 290억달러(약 37조 원)에 달한다는 소식이 주가에 영향을 준 것으로 보인다. AI 기술 기업에 대한 본격적인 재평가 작업이 이뤄지는 것으로 풀이된다.9일 오전 9시50분 셀바스AI는 전 거래일 대비 10.57% 오른 7740원에 거래되고 있다.주요 외신에 따르면 벤처캐피털인 스라이브캐피털과 파운더스펀드는 기존 오픈AI 주주로부터 주식을 공개 매수하는 방식으로 오픈AI에 최소 3억달러 규모의 주식 매각을 제안했다. 2021년 공개 매수 제안 당시 140억달러였던 오픈AI 기업가치가 2년 만에 2배로 뛰었다. 마이크로소프트(MS)도 오픈AI 지분을 늘리기 위한 협상을 진행 중인 것으로 알려졌다.셀바스AI는 1999년 설립해 2009년 국내 코스닥 시장에 상장한 국내 1호 인공지능 상장사다. 주요 사업 영역은 컴퓨터와 인간이 쉽고 편하게 상호작용할 수 있도록 하는 기술인 HCI(Human Computer Interaction) 부문이다. HCI 기술은 인공지능의 핵심 분야 중 하나로 평가받고 있다. 음성인식, 음성합성, 자연어처리 등에서 국내 최고 수준의 기술력을 보유하고 있다. 표준화된 제품을 개발하는 데 성공했다. 지난해 3분기 누적으로 영업수익 372억원, 영업이익 45억원을 기록했다.셀바스AI는 이날 정보통신산업진흥원(NIPA)이 주관하는 ‘2023 AI바우처 지원사업’의 수요기업을 모집한다고 밝혔다.AI 솔루션 도입이 필요한 국내 중소벤처 및 중견기업, 의료법상 의료기관 등의 수요기업은 AI바우처 지원사업을 통해 최대 3억원 규모까지 공급기업 솔루션을 구매해 디지털로 전환하는 데 사용할 수 있다. 신청 기한은 오는 30일 오후 3시까지다.셀바스AI는 지원사업 시행 이후 AI바우처 공급기업으로 참여하고 있다. 매년 수요기업과 성공적으로 과제를 수행한 경험을 보유하고 있다. AI 바우처 수행 경험 및 다양한 분야의 사업화, 제품화 경험을 토대로 AI솔루션 도입 필요 기업의 비즈니스 모델을 효과적으로 변화시킬 수 있는 핵심 인공지능 솔루션을 공급할 예정이다.셀바스AI가 AI바우처 지원사업으로 공급 예정인 인공지능 기술은 음성인식(Selvy STT), 음성합성(Selvy TTS), 필기인식(Selvy PEN), 광학문자인식(Selvy OCR), 헬스케어 솔루션(Selvy Checkup, OnFit), 에듀테크(Edu-tech) 솔루션 등이다.음성인식은 소리정보를 문자로 변환하는 기술로 국내 최고의 음성인식 성능을 기반으로 ▲키오스크, 인공지능 스피커 등 스마트 디바이스 제어 ▲외국어 학습뿐 아니라 공공기관 AI 조서 작성(Selvy Note) ▲병원용 AI 의료음성 차트 작성(Selvy MediVoice) 등 다양한 분야에 적용 중이다. 음성합성은 문자 정보를 분석해 인공지능 목소리로 변환해 주는 기술로, 남성·여성·할아버지·아동 등 AI 목소리와 AI 상담사, 오디오 북 내레이션, 디지털휴먼 등 다양한 분야에 적용할 수있다.필기인식은 손글씨를 디지털 텍스트로 변환하는 기술로 금융권 완전판매, 자동차, 모바일, 가전 등 분야에서 적용했다. 한글, 영어 등 50개 언어와 도형, 수식, 화학식, 제스처, 필순까지 인식이 가능하다. 광학문자인식은 신분증, 신용카드 외 사업자등록증, 처방전 등 다양한 문서에서 문자를 추출, 인식, 변환하는 솔루션이다. 고객사 요청에 따라 다양한 서식을 인식할 수 있도록 수준 높은 커스터마이징을 제공한다.스마트 헬스케어는 개인의 건강검진 결과를 기반으로 6대 암을 포함한 주요 질환 10개의 4년 내 발형 위험을 예측, 분석해주는 질환예측 솔루션으로 보험사, 마이데이터 사업자 등을 통해 서비스하고 있다. 유웰니스 서비스는 개인별 체력측정 결과 및 생활 패턴 등을 다각적으로 분석해 최적의 건강관리 목표를 수립하고 운동 처방을 해준다. 에듀테크 솔루션은 다양한 교육 기업과의 사업화 경험을 기반으로 맞춤형 학습 플랫폼 등 전통적인 교육사업의 디지털 전환을 지원한다.셀바스AI의 AI바우처 사업담당 김경채 매니저는 ""기업 대다수가 AI 솔루션 도입을 통한 비즈니스 모델 변화에 적극적으로 나서고 있다""면서도 ""높은 도입 비용으로 인해 고충을 겪고 있다""고 말했다. 이어 ""AI 바우처는 기업 고충을 해결할 수 있는 최고의 기회""라며 ""25년간 축적한 음성인식, 음성합성, 문자인식 등 국내 최고 수준의 HCI 기술은 물론 헬스케어, 에듀테크 등에 최적화된 솔루션의 사업화와 제품화 경험으로 수요기업의 성공적인 디지털 전환 사례를 만들겠다""고 덧붙였다.AI바우처 지원사업은 과학기술정보통신부 산하 정보통신산업진흥원(NIPA)에서 AI 인프라 확충을 위해 2020년부터 진행하는 사업이다."
 2023.01.09 08:34,"셀바스AI, 인공지능 솔루션 AI바우처 참여기업 모집","			 [이데일리 양지윤 기자] 셀바스AI(108860)는 정보통신산업진흥원(NIPA)이 주관하는 ‘2023 AI바우처 지원사업’의 참여 기업을 모집한다고 9일 밝혔다. AI 솔루션 도입이 필요한 국내 중소벤처 및 중견기업, 의료법상 의료기관 등의 수요기업들은 AI바우처 지원사업을 통해 최대 3억원 규모까지 공급기업의 솔루션을 구매해 디지털 전환에 사용할 수 있다. 신청 기한은 이달 30일 오후 3시까지다. 오는 16일부터 접수가 가능하다.셀바스AI는 지원사업 시행 이후 계속 AI바우처 공급기업으로 참여하고 있다. 회사 관계자는 “AI 바우처 수행 경험 및 다양한 분야의 사업화, 제품화 경험을 토대로 AI솔루션 도입 필요 기업의 비즈니스 모델을 효과적으로 변화시킬 수 있는 핵심 인공지능 솔루션을 공급할 예정”이라고 말했다.  셀바스AI의 AI바우처 사업담당 김경채 매니저는 “기업 대다수가 AI 솔루션 도입을 통한 비즈니스 모델 변화에 적극적으로 나서고 있으나, 높은 도입 비용으로 인해 고충을 겪고 있다”며 ”AI 바우처는 이런 고충을 해결할 수 있는 최고의 기회”라고 말했다."
 2022.12.20 08:27,"셀바스AI, 노래하는 AI '셀비 싱잉보이스' 개발","			 [이데일리 김응태 기자] 음성기술 전문기업 셀바스AI(108860)는 노래하는 인공지능(AI)인 ‘가창 합성(Singing Voice Synthesis)’ 기술 연구·개발로 음성합성 적용 분야를 확대했다고 20일 밝혔다.셀비 싱잉보이스는 가사, 멜로디, 박자 등을 입력하면 인공지능이 가창 스타일까지 학습해 가수의 고유 창법과 음색을 표현할 수 있다. 단순 음계를 표현하는 것에서 한 발 더 나아가, 다이내믹에 집중한 게 특징이다. 노래의 강약 조절 테크닉을 인공지능이 학습해 3단계 강약으로 감성까지 살린 노래를 부를 수 있다.AI 가수와 디지털 휴먼은 셀비 싱잉보이스 기술 적용을 통해 동요, 발라드, 알앤비(R&B) 등 다양한 장르의 음악 구현이 가능하다. 가상 공간에서 공연하는 가수를 만드는 것은 물론, 인기 동화에 내 아이의 이름을 넣어 노래로 불러주는 동요 동화 콘텐츠도 제작할 수 있다. 박태훈 셀바스AI 음성합성 랩장은 “가창 합성은 회사의 주력 기술인 음성합성과의 시너지 효과로 폭발적인 성장이 기대된다”며 “가사와 멜로디만 입력하면 AI가수 음원 제작이 가능해 취향에 맞는 나만의 노래 제작 시대를 열 수 있는 기술”이라고 말했다."
 2022.11.17 17:26,"에이미랩스, 영양제 추천 고도화 위해 셀바스AI와 기술 제휴","			 ㈜에이미랩스가 인공지능 전문기업 (주)셀바스AI와 영양제 추천 고도화를 위해 기술 협약을 체결했다고 밝혔다. 사진제공=(주)에이미랩스에이미랩스는 무분별한 영양제 소비가 발생하는 비합리적인 영양제 시장에서 합리적이고 안전한 영양제 소비 생활을 돕는 것을 목적으로 영양제 비교, 분석 서비스 '에이미'를 운영하고 있다.에이미랩스는 셀바스AI의 셀비 체크업을 활용해 에이미 서비스에서 건강검진 결과를 기반으로 약 10개 질환(당뇨, 심장질환, 뇌졸증 등)의 발병 위험도, 10년 내 위험도 증가 확률, 사망 확률 등의 정보를 예측해 사용자들에게 제공할 예정이다.에이미랩스 관계자는 ""현재 영양제 분석 및 비교 서비스를 제공하고 있는 만큼 기술 제휴를 통해 영양제 추천 기능을 고도화할 계획이며 이를 통해 사용자가 본인이 인지하지 못했던 건강의 니즈를 확인하고 선제적으로 관리할 수 있도록 도와주고자 한다""라고 밝혔다.한편 에이미는 성장성과 경쟁력을 인정받으며 '2022 데이터스타즈(한국데이터산업진흥원)', IBK기업은행의 'IBK창공 혁신신창업기업 마포 8기', '팁스'(중소벤처기업부) 등에 선정되기도 했다."
 2022.11.14 17:49,"셀바스AI, 3Q 누적 매출액 372억원 역대 최대…""차별화 성과""","			 인공지능(AI) 기업 셀바스AI는 3분기 연결기준 누적 매출액 372억원을 기록하며 역대 최대 매출을 달성했다고 14일 밝혔다. 매출액은 전년 동기 대비 16.5% 상승했으며 같은 기간 영업이익은 45억원으로 57% 증가했다. 별도 기준 누적 매출액은 160억원으로 전년 동기 대비 20.4% 증가했다. 셀바스AI의 음성인식, 음성합성은 높은 음성 인식률과 사람과 비슷한 음성으로 금융권과 이동통신사, AI컨택센터, 공공기관, 병원 등으로 적용을 넓혀가고 있다. AI를 기반으로 제품화한 AI 음성기록 '셀비 노트(Selvy Note)', AI 질환 발병위험도 예측 '셀비 체크업(Selvy Checkup)', 교육(Edu-Tech) 등으로 매출원을 다각화하고 있다.셀바스AI는 AI 기반 제품화를 통한 시장 확대에 집중한다는 계획이다. 다른 AI 기업들과 차별화된 자체 제품화 집중 전략이 매출과 이익의 질적 성장으로 이어지고 있다. 셀바스AI 측은 성장성과 수익성을 모두 갖춘 선순환 구조가 마련되고 있다고 강조했다.셀바스AI 관계자는 ""음성인식, 음성합성 등 당사의 기술은 물론 이를 활용한 제품의 니즈가 지속적으로 증가하고 있어 역대 최대 매출을 달성했다""며 ""AI 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다""고 밝혔다."
 2022.11.14 13:49,"셀바스AI, 3개 분기 누적 매출액 372억원···“역대 최대”","전년 동기 대비 16.5% 증가 사진=셀바스AI 제공[파이낸셜뉴스] 국내 인공지능 대표기업 셀바스AI가 올해 3개 분기 누적 매출액 372억원을 기록했다고 14일 밝혔다. 이는 전년 동기 대비 16.5% 상승한 규모로, 역대 최대 매출이다.   영업이익도 같은 기간 57% 늘어난 45억원으로 집계됐다.   셀바스AI의 음성인식, 음성합성은 높은 음성 인식률과 사람과 비슷한 보이스로 금융권과 이동통신사, AI컨택센터, 공공기관, 병원 등으로 적용을 확대하고 있다. 인공지능 기반 AI 음성기록 ‘셀비 노트(Selvy Note)’, AI 질환 발병위험도 예측 ‘셀비 체크업(Selvy Checkup)’, 교육(Edu-Tech) 등 매출원도 다각화 중이다.   자회사 셀바스헬스케어의 의료기기 해외 매출 성장세도 호실적을 이끌었다.   셀바스AI 관계자는 “음성인식, 음성합성 등 당사 기술은 물론 이를 활용한 제품 니즈가 지속 증가하고 있다“며 “연간 실적도 최대로 전망한다”고 설명했다."
 2022.11.14 09:28,"셀바스AI, 3분기 누적 영업익 45억원…전년비 57% 상승","연결기준, 22년 누적 매출액 372억원(YoY 16.5%), 영업이익 45억원(YoY 57%)별도기준, 22년 누적 매출액 159.7억원(YoY 20%), 영업이익 19.4억원인공지능 기업 중 유일한 성장AI 제품화를 통한 시장 확대[이데일리 김현아 기자]셀바스AI(108860)가 3분기 연결기준 누적 매출액 372억원을 기록하며 역대 최대 매출을 달성했다.매출액은 전년 동기 대비 16.5% 상승했으며 영업이익은 45억원으로 57%증가했다. 별도기준 누적 매출액은 160억원으로 전년 동기 대비 20.4% 증가했다.셀바스AI의 음성인식, 음성합성은 높은 음성 인식률과 사람과 비슷한 자연스러운 보이스로 금융권과 이동통신사, AI컨택센터, 공공기관, 병원 등으로 적용을 넓혀가고 있다. 인공지능을 기반으로 제품화한 AI 음성기록 ‘셀비 노트(Selvy Note)’, AI 질환 발병위험도 예측 ‘셀비 체크업(Selvy Checkup)’, 교육(Edu-Tech) 등 매출원 다각화로 성장세가 이어지고 있으며, 자회사 셀바스 헬스케어의 의료기기 해외 매출 성장세도 호실적을 이끌었다.앞으로도 셀바스AI는 인공지능 기반 제품화를 통한 시장 확대에 집중한다는 계획이다. 회사는 다른 인공지능기업들과 차별화된 자체 제품화 집중 전략이 매출과 이익의 질적 성장으로 이어지고 있어 성장성과 수익성을 모두 갖춘 선순환 구조가 마련되고 있다고 밝혔다.셀바스AI 관계자는 “음성인식, 음성합성 등 당사의 기술은 물론 이를 활용한 제품의 니즈가 지속적으로 증가하고 있어 역대 최대 매출을 달성했다“며 “인공지능 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다”고 밝혔다."
