날짜,제목,내용
 2023.02.06 17:29,"셀바스AI, 작년 영업익 10.6%↓…매출액은 역대 최대","			 [이데일리 양지윤 기자] 셀바스AI(108860)는 지난해 연결기준 매출액이 503억원, 영업이익은 50억원을 기록했다고 6일 공시했다. 전년보다 매출액은 3.5% 늘었지만, 영업이익은 10.6% 감소했다. 매출액은 연간 기준 역대 최대 규모다. 셀바스AI는 인공지능 기반 제품들이 매출을 견인했다고 설명했다. 회사 관계자는 “셀비 노트를 포함한 음성인식 매출액은 전년 대비 40%, 셀비 체크업 등 AI 헬스케어 매출액은 50% 이상 늘었다”고 설명했다. 특히 셀비 노트, 셀비 스피치 에듀, 셀비 체크업 등 주요 제품들의 영업이익율은 평균 50% 이상을 기록했다. 셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식기술은 사람과 기기 간 효율적 소통을 위해 국내 대기업, 금융권, 공공기관, 병원 등 다양한 분야에서 활용되고 있다. 셀바스AI 관계자는 “인공지능 시장에서 높은 기술력과 사업성을 가진 AI 융합 제품 수요가 지속적으로 증가하고 있어 탄탄한 실적을 기록할 수 있었다”며 “인공지능 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다”고 말했다."
 2023.02.06 16:55,"셀바스AI, 지난해 연결기준 매출 503억원 달성…사상 최대 실적","셀바스AI의 지난해 연결기준 실적. /셀바스AI 제공        국내 인공지능·음성인식 기업 셀바스AI가 사상 최대 연간 매출을 달성했다고 6일 밝혔다.셀바스AI에 따르면 회사는 지난해 연결기준 매출액 503억원, 영업이익 50억원을 기록했다. 별도기준으로도 역대 최대 실적을 기록했다. 지난해 셀바스AI의 별도기준 매출액은 233억원, 영업이익은 31억원으로 전년 대비 각각 20%, 19% 올랐다.셀바스AI는 인공지능을 기반으로 한 서비스가 매출 상승을 이끌었다는 입장이다. 셀비 노트를 포함한 음성인식 서비스 매출액은 전년 대비 40%, 셀비 체크업 등 인공지능(AI) 헬스케어 매출액은 50% 이상 상승했다. 이 밖에 주요 제품들의 영업이익률도 평균 50% 이상을 기록해 호실적을 견인했다.현재 셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식 기술은 국내 기업, 금융권, 공공기관, 병원 등 다양한 곳에서 활용되고 있다. 셀바스AI는 주요 제품들에 대한 이용자 유입을 늘려 성장세를 이어간다는 계획이다.셀바스AI 관계자는 “AI 융합 제품 수요가 지속해서 증가하고 있어 탄탄한 실적을 기록할 수 있었다”고 설명했다."
 2023.02.06 13:29,"셀바스AI, ‘22년 영업익 50억원… 최대 실적 달성","2022년 연결기준 매출액 503억 원(YoY 4%↑), 영업이익 50억 원별도기준 매출액 233억 원(YoY 20%↑), 영업이익 31억 원(YoY 19%↑)AI 제품화를 통해 양적 · 질적 성장기반 확보[이데일리 김현아 기자]셀바스AI(108860)가 최대 매출을 달성하며 성장을 이어가고 있다.셀바스AI는 2022년 연결기준 매출액이 503억원을 기록하면서 역대 최대 매출을 달성했다고 6일 공시를 통해 밝혔다. 영업이익은 50억원이다.별도기준으로도 역대 최대 실적을 기록했다. 2022년도 별도기준 매출액은 233억원, 영업이익은 31억원으로 전년대비 각각 20%, 19% 성장했다. 셀바스AI는 인공지능 기반 제품화를 통해 양적 · 질적 성장의 기반을 견고히 다지면서 매출을 견인했다. 셀비 노트를 포함한 음성인식 매출액은 21년 대비 40% 성장했고, 셀비 체크업 등 AI 헬스케어 매출액은 50% 이상 성장했다. 셀비 노트, 셀비 스피치 에듀, 셀비 체크업 등 주요 제품들의 영업이익율은 평균 50% 이상을 기록해 호실적을 이끌었다.셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식기술은 사람과 기기 간 효율적 소통을 위해 국내 대기업, 금융권, 공공기관, 병원 등 다양한 분야에서 활용되고 있다. 여기에 주요 AI 제품들의 고객 확대 집중을 통해 견고한 성장세를 이어갈 계획이다.셀바스AI 관계자는 “인공지능 시장에서 높은 기술력과 사업성을 가진 당사의 AI 융합 제품 수요가 지속적으로 증가하고 있어 탄탄한 실적을 기록할 수 있었다”며 “인공지능 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다”고 밝혔다."
 2023.02.06 12:59,"셀바스AI, 작년 매출 503억원…""역대 최대 실적""","기사내용 요약연결기준 매출 503억원, 영업이익 50억원별도기준 매출 233억원, 영업이익 31억원음성인식·AI헬스케어 매출 각 40%, 50%↑주요 제품들 영업이익률 평균 50% 이상""AI 제품화 통해 양적·질적 성장 기반 확보""[서울=뉴시스] 오동현 기자 = 국내 인공지능(AI)·음성인식 기업 셀바스AI가 역대 최대 연간 매출을 달성했다. 셀바스AI는 2022년 연결기준 매출 503억원, 영업이익 50억원을 기록했다고 6일 공시했다.  별도기준으로도 역대 최대 실적을 기록했다. 2022년 별도기준 매출 233억원, 영업이익 31억원으로 전년 대비 각각 20%, 19% 성장했다. 셀바스AI는 AI 기반 제품화를 통해 양적·질적 성장의 기반을 다지면서 매출을 견인했다. 셀비 노트를 포함한 음성인식 매출은 전년 대비 40% 성장했고, 셀비 체크업 등 AI 헬스케어 매출은 50% 이상 성장했다. 특히 셀비 노트, 셀비 스피치 에듀, 셀비 체크업 등 주요 제품들의 영업이익률은 평균 50% 이상을 기록해 호실적을 이끌었다.셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식기술은 사람과 기기 간 효율적 소통을 위해 국내 대기업, 금융권, 공공기관, 병원 등 다양한 분야에서 활용되고 있다.셀바스AI 관계자는 “AI 시장에서 높은 기술력과 사업성을 가진 당사의 AI 융합 제품 수요가 지속적으로 증가하고 있어 탄탄한 실적을 기록할 수 있었다”며 “AI 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다”고 밝혔다. "
 2023.02.06 13:44,"셀바스AI, 지난해 영업익 50억…전년비 10.6% ↓",			 [헤럴드경제=증권부] 셀바스AI는 지난해 연결기준 영업이익이 50억124만원으로 전년대비 10.6% 감소했다고 6일 공시했다.같은 기간 매출액은 502억8256만원으로 3.5% 증가한 것으로 나타났다.당기순이익은 76억1378만원으로 58.2% 늘어난 것으로 집계됐다.
 2023.01.30 08:48,"셀바스AI, AI 음성기록 솔루션 '셀비노트' 특허청에 공급","			 [이데일리 김소연 기자] 셀바스AI(108860)가 대화 내용을 자동으로 기록하는 인공지능(AI) 음성기록 솔루션 ‘셀비 노트(Selvy Note)’를 특허청에 공급하고, 특별사법경찰관의 조사업무 효율 향상에 기여한다고 30일 밝혔다. 셀비 노트는 수사과정에서 이루어지는 음성 진술을 자동으로 텍스트 변환해 기록 및 저장하고, 이를 데이터베이스(DB)화하는 AI 조서 작성 솔루션이다. 특허청 특별사법경찰관은 특허·영업비밀·디자인·상표 침해 등 지식재산권에 대한 수사 시, 셀비 노트를 활용한다. 증거수집, 진술조서 작성 등 조사 과정에서 수집된 녹음 파일을 셀비 노트에 업로드해 AI 조서를 작성할 수 있는 ‘비 실시간 작성 방식’뿐 아니라 말하는 즉시 화자가 구분돼 음성기록이 작성되는 ‘실시간 작성 방식’ 모두를 지원 중이다. 사진=셀바스AIAI 음성기록 제품 중 유일하게 ‘그룹 폴더 업로드’ 기능 업데이트를 통해 비 실시간 조서작성 시 특별사업경찰관의 업무 편의성이 높아진다. 기존 버전은 개별 파일 하나하나를 최대 5개까지만 업로드 가능했지만, 파일 개수와 상관없이 그룹 폴더를 한 번에 올릴 수 있어 여러 개의 음성 파일을 한 번에 문서로 편리하게 변환시킬 수 있다. 셀바스AI 윤재선 음성인식 Lab장은 “그룹 폴더 업로드 기능을 비롯해 앞으로도 고객 니즈를 듣고 필요한 기능을 꾸준히 강화하겠다”며 “특허청 특별사법경찰관에 적용을 시작으로 타 기관의 특별사법경찰관에도 공급을 확대해 조사업무 효율 증대에 기여하고 공공기관 AI 음성기록 제품 점유율 1위 목표를 달성할 수 있도록 하겠다”고 말했다. 셀비 노트는 다양한 분야로 확대 적용되고 있다. 현재 1, 2급지 경찰서 및 17개 시도 경찰청뿐 아니라 성폭력 및 아동학대 피해자를 지원하는 해바라기센터에서 ‘성폭력 피해 조서 작성 시스템’으로도 사용 중이다. 전국 지자체에서는 아동학대 현장 조사용으로 사용되고 있으며, 변호사와 의뢰인 조사에서도 활용된다."
 2023.01.25 09:19,[특징주] '챗GPT'인기에 AI 관련주 급등…셀바스AI 15% ↑,[이데일리 김소연 기자] 오픈 인공지능(AI) ‘챗GPT’가 선풍적 인기를 끌면서 국내에서도 AI 관련주 주가가 25일 급등세다.이날 마켓포인트에 따르면 오전 9시14분 현재 셀바스AI(108860)는 전 거래일 대비 15.46% 오른 1만3740원에 거래 중이다. 그 외 솔트룩스(304100)가 전 거래일 대비 11.09% 오른 2만7050원에 거래되고 있다. 오픈엔지테크놀로지도 9.18% 오른1만3310원에 거래 중이다. 코난테크놀로지(402030)는 전 거래일 대비 22.46% 오른 6만2700원에 거래되고 있다. 최근 마이크로소프트(MS)가 인공지능(AI) 챗봇 ‘챗GPT’ 개발사인 오픈AI(OpenAI)에 대한 새로운 투자 계획을 발표했다. MS는 구체적인 투자 규모는 밝히지 않았지만 블룸버그 통신은 소식통을 인용해 투자 규모는 수년간 총 100억 달러(12조3000억 원)에 이를 것으로 봤다. 이상헌 하이투자증권 연구원은 “챗GPT로 AI 기반 비즈니스 모델이 활성화될 것”이라며 “챗GPT를 기반으로 향후 AI와 결합한 새로운 비즈니스 모델이 다양한 분야에서 출현하며 AI 성장을 이끌 것”이라고 전망했다.
 2023.01.18 17:46,'초거대 챗봇' 인기…셀바스AI 급등,"음성인식 기술력 부각…올 65%↑솔트룩스·코난테크놀로지도 질주초거대 인공지능(AI) 챗봇 ‘챗GPT’가 선풍적 인기를 끌면서 국내 증시에서도 AI 관련주가 급등세를 보이고 있다.18일 셀바스AI는 26.42% 오른 1만1150원에 거래를 마쳤다. 올 들어서만 65.92% 급등했다. 이 회사는 AI 기술을 활용해 음성인식과 음성합성 등의 서비스를 제공하는 업체다.AI소프트웨어 개발 기업인 솔트룩스와 코난테크놀로지도 올 들어 각각 38.98%, 56.99% 급등했다. 솔트룩스는 자체 개발한 AI 원천기술을 기반으로 음성인식, 음성합성, 자연어 이해 등 다양한 솔루션을 제공한다. 코난테크놀로지는 자연어를 처리하는 기술과 AI로 영상을 분석하는 기술이 주요 사업이다.챗GPT가 인기몰이를 하면서 AI 관련주 전반에 매수세가 몰리고 있다는 분석이다. 특히 마이크로소프트(MS)가 챗GPT를 개발한 벤처기업 오픈AI에 100억달러를 투자할 것이라는 소식이 전해지면서 국내 AI 관련주도 일제히 뛰고 있다. 오픈AI의 기업가치는 1년 전 140억달러에서 현재 두 배 이상 급등한 290억달러로 평가된다.다만 1년여 전 메타버스·대체불가능토큰 관련주처럼 단기간 급등 후 하락할 가능성이 있다는 조언도 나온다. AI 관련주의 주가 변동성이 부담된다면 빅테크 기업에 투자하는 것도 방법이다. 국내에서는 네이버와 KT, LG가 선도 업체로 꼽힌다. 유진투자증권은 “올 상반기 초거대 AI 모델인 GPT-4 출시로 AI 시장에 대한 투자가 확대될 것”이라고 내다봤다."
 2023.01.18 16:49,AI챗봇 '챗GPT' 인기몰이에…솔트룩스·셀바스AI 급등,"사진=게티이미지뱅크초거대 인공지능(AI) 챗봇 ‘챗GPT’가 선풍적 인기를 끌면서 국내 증시에서도 AI 관련주가 급등세를 보이고 있다.18일 셀바스AI는 26.42% 오른 1만1150원에 거래를 마쳤다. 올 들어서만 65.92% 급등했다. 이 회사는 AI 기술을 활용해 음성인식과 음성합성 등의 서비스를 제공하는 업체다. AI소프트웨어 개발기업인 솔트룩스와 코난테크놀로지도 올 들어 각각 38.98%, 56.99% 급등했다. 솔트룩스는 자체 개발한 AI 원천기술을 기반으로 음성인식, 음성합성, 자연어 이해 등 다양한 솔루션을 제공한다. 코난테크놀로지는 자연어를 처리하는 기술과 AI로 영상을 분석하는 기술이 주요 사업이다.챗GPT가 인기몰이를 하면서 AI 관련주 전반에 매수세가 몰리고 있다. 특히 마이크로소프트(MS)가 챗GPT를 개발한 벤처기업 오픈AI에 100억달러를 투자할 것이라는 소식이 전해지면서 국내 AI 관련주도 일제히 상승했다. 오픈AI의 기업가치는 1년 전 140억달러에서 현재 2배 이상 급등한 290억달러로 평가된다. 이날 사티아 나델라 MS 최고경영자(CEO)는 세계경제포럼(다보스포럼)에서 “챗GPT 같은 AI 기능을 모든 제품에 넣을 계획”이라고 말했다.다만 1년여 전 메타버스·대체불가능토큰(NFT) 관련주처럼 단기간 급등 후 하락할 가능성이 있어 주의가 필요하다는 조언도 나온다. AI 관련주의 주가 변동성이 부담된다면 빅테크 기업에 투자하는 것도 방법이다. 국내에서는 네이버와 KT, LG가 선도적인 업체로 꼽힌다. 유진투자증권은 ""올 상반기 초거대 AI 모델인 'GPT-4' 출시로 AI 시장에 대한 관심과 투자가 확대될 것""이라고 말했다."
 2023.01.18 09:26,"[특징주]셀바스AI, MS 오픈AI 서비스 확대에 15%↑",			 [이데일리 김보겸 기자] 마이크로소프트(MS)가 인공지능 챗봇 챗GPT에 대한 접근을 확대한다는 소식에 AI 관련주가 18일 일제히 강세다. 이날 마켓포인트에 따르면 셀바스AI(108860) 주가는 전거래일보다 1330원(15.08%) 오른 1만150원에 거래되고 있다. 이외에도 브리지텍(064480)이 9.29% 오르고 있으며 마인즈랩(377480) 솔트룩스(304100) 등도 3~4%대 오름세다. 이들 주가가 일제히 상승 흐름을 탄 것은 마이크로소프트의 오픈AI 기술에 접근할 수 있다는 소식에 영향을 받은 것으로 풀이된다. 마이크로소프트는 16일(현지시간) 지금까지 일부 클라우드 고객들에게만 제공하던 애저 오픈AI 서비스를 기업 및 일반 이용자들까지 확대할 계획이라고 밝혔다. AI 기업들이 오픈AI 서비스를 제품 개발에 활용할 수 있는 길이 열린 것이다. 
