날짜,제목,내용
 2023.02.13 13:53,"폴라리스오피스, AI 음성인식 기술 글로벌 오피스 SW 개발… 셀바스AI와 MOU","			  오피스 소프트웨어(SW) 전문기업 폴라리스오피스는 AI 오피스(AI Office)의 새로운 패러다임을 만들기 위해 인공지능(AI) 전문기업 셀바스AI와 업무협약(MOU)을 체결했다고 13일 밝혔다.이번 협약은 생산성 SW와 AI 분야에서 오랜 경험과 기술력을 보유한 두 업체가 핵심 역량을 융합한다는 점에서 의미가 크다. 양사는 상호협력을 통해 AI 오피스 솔루션 개발에 착수하고 AI 오피스 시장에서 신규 사업 모델을 적극 발굴할 계획이다.(왼쪽부터)이해석 폴라리스오피스 부사장, 윤승현 셀바스AI 영업총괄 부사장. /사진제공=폴라리스오피스양사는 ▲오피스 엔진 원천 기술 개발 ▲AI 기반 음성인식, 음성합성, 필기인식 등 적용 ▲AI 융·복합 기술 적용 ▲서비스 개발 협력 및 사업화 ▲공동 사업 추진 및 홍보 마케팅 등 폴라리스오피스의 생산성 기반 오피스 SW에 다양한 AI 기술을 적용하기로 합의했다. 실시간 문서 번역, 지능형 회의 요약 기능, 음성 인식 문서 생성을 포함한 다양한 AI 기반 기능을 개발할 예정이다.폴라리스오피스 관계자는 “생산성 SW에 대한 폴라리스오피스의 전문성과 셀바스AI의 혁신적인 AI 기술력을 결합해 사람들의 일하는 방식을 변화시킬 AI 오피스 제품을 만들 수 있을 것”이라며 “추후 초거대 언어모델 AI인 챗GPT나 하이퍼클로바와 같은 제너레이티브(Generative) AI 기술까지 적용한 폴라리스 오피스를 출시할 계획이다”고 말했다.이어 ""이를 통해 전 세계 폴라리스 오피스 고객이 더 빠르고, 쉽고, 즐겁게 업무를 수행할 수 있을 것""이라고 덧붙였다.폴라리스오피스는 셀바스AI의 종속회사인 셀바스헬스케어의 2대주주이자 전 세계 약 1억 2000만명의 사용자를 확보한 글로벌 오피스 플랫폼 기업이다. 오피스 사업 외에도 가입자를 활용한 다양한 부가 사업을 통해 플랫폼으로서 성장동력을 키우고 있다. 이에 대한 일환으로 생산성 기반 AI 분야 공략에 나선다."
 2023.02.13 11:30,셀바스AI '음성인식 기술' 과기정통부 장관상 수상,"기사내용 요약'정보통신정책 유공 분야' 수상공공 분야 업무 혁신 공로 인정[서울=뉴시스] 오동현 기자 = 인공지능(AI) 전문기업 셀바스AI는 윤재선 음성인식 부문 사업대표가 AI 기술을 활용한 공공기관 업무 혁신에 대한 기여를 인정받아 정보통신정책 유공 분야 과학기술정보통신부 장관 표창을 받았다고 13일 밝혔다.AI 음성인식 기술은 대전소방본부 'AI 기반 지능형 119 신고접수 및 재난대응 협업 플랫폼'에 적용돼 소방 정보통신기술(ICT) 디지털 혁신문화 조성·확산에 앞장섰다.'지능형 119신고접수 플랫폼'은 119종합상황실 인공지능 적용 신고 접수 및 출동 지령 서비스로 119신고 업무방식 혁신성과를 인정받아 지난해 11월 국가연구개발 우수성과 100선에 선정된 바 있다. ▲신고자-접수자 간 대화 음성인식 ▲인식 결과를 바탕으로 접수자를 위한 상황별 질문 추천 ▲소방 출동대 자동편성 ▲접수요원 및 출동 소방관에게 알맞은 표준작전절차(SOP) 제공으로 신속 정확하고 효과적인 초동 대처를 돕는다.AI 음성기록 솔루션인 셀비 노트는 1, 2급지 경찰서 및 17개 시도 경찰청, 해바라기센터 내 성폭력 피해 조서 작성 시스템, 보건복지부의 아동학대 현장조사 조서작성 시스템으로 공급돼 조사 완성도 향상, 수사관·조사관 업무 효율화, 2차 피해 방지를 통한 치안 ICT 디지털 혁신문화 조성·확산에 일조했다.셀바스AI는 AI 음성인식 기술을 활용해 공공, 법률 분야의 업무 혁신을 주도해 나갈 계획이다. AI 음성인식 기술, 음성기록 솔루션을 경찰서, 지자체, 소방본부에 상용화한 경험을 바탕으로 올해는 특허청, 대형 로펌으로 확산 준비를 진행하고 있다. 윤재선 셀바스AI 음성인식부문 사업대표는 ""AI 기술을 활용해 단순 반복 업무의 효율성을 향상시켜 공무원들이 국민에게 도움이 되는 업무에 집중할 수 있도록 돕는 것이 AI의 사회적 가치를 높여 나가는 것이라 생각한다""며 ""올해에는 AI 기술을 활용한 공공, 법률 분야에서의 업무 혁신을 주도해 나갈 것""이라고 말했다. "
 2023.02.13 08:47,"셀바스AI, ‘정보통신정책 유공 분야’ 과기부 장관상 수상","			 [이데일리 김응태 기자] 인공지능(AI) 전문기업 셀바스AI(108860)의 윤재선 음성인식 부문 사업대표가 정보통신정책 유공 분야 과학기술정보통신부 장관 표창을 받았다고 13일 밝혔다.윤재선 셀바스AI음성인식부문 사업대표. (사진=셀바스AI)윤재선 사업대표는 AI 음성인식 기술을 활용한 공공 분야의 디지털 혁신문화 확산에 기여했다는 평가를 받았다. 셀바스AI의 AI 음성인식 기술은 대전소방본부의 ‘AI 기반 지능형 119 신고접수 및 재난대응 협업 플랫폼’에 적용됐다. AI 음성기록 솔루션인 셀비 노트(Selvy Note)는 1, 2급지 경찰서 및 17개 시도 경찰청을 비롯, 해바라기센터 내 성폭력 피해 조서 작성 시스템 등으로 공급돼 조사 완성도를 높였다. 특히 지능형 119신고접수 플랫폼은 119종합상황실 인공지능 적용 신고 접수 및 출동 지령 서비스로 성과를 인정받아 지난해 ‘국가연구·개발 우수 성과 100선’에 선정되기도 했다. △신고자-접수자 간 대화 음성 인식 △인식 결과를 바탕으로 접수자를 위한 상황별 질문 추천 △소방 출동대 자동 편성 △접수 요원 및 출동 소방관에게 알맞은 표준작전절차(SOP) 제공 등으로 초동 대처를 돕는다. 셀바스AI는 AI 음성인식 기술을 활용해 공공, 법률 분야의 업무 혁신을 주도할 계획이다. 경찰서, 지방자치단체, 소방본부에 이어 올해는 특허청, 대형 로펌으로 확대 적용을 준비하고 있다. 윤재선 셀바스AI 사업대표는 “인공지능 기술을 활용해 단순 반복 업무의 효율성을 향상해 공무원들이 국민에게 도움이 되는 업무에 집중할 수 있도록 돕는 것이 인공지능의 사회적 가치를 높여 나가는 것이라 생각한다”며 “올해는 인공지능 기술을 활용한 공공, 법률 분야에서의 업무 혁신을 주도해 나갈 것”이라 말했다."
 2023.02.06 17:29,"셀바스AI, 작년 영업익 10.6%↓…매출액은 역대 최대","			 [이데일리 양지윤 기자] 셀바스AI(108860)는 지난해 연결기준 매출액이 503억원, 영업이익은 50억원을 기록했다고 6일 공시했다. 전년보다 매출액은 3.5% 늘었지만, 영업이익은 10.6% 감소했다. 매출액은 연간 기준 역대 최대 규모다. 셀바스AI는 인공지능 기반 제품들이 매출을 견인했다고 설명했다. 회사 관계자는 “셀비 노트를 포함한 음성인식 매출액은 전년 대비 40%, 셀비 체크업 등 AI 헬스케어 매출액은 50% 이상 늘었다”고 설명했다. 특히 셀비 노트, 셀비 스피치 에듀, 셀비 체크업 등 주요 제품들의 영업이익율은 평균 50% 이상을 기록했다. 셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식기술은 사람과 기기 간 효율적 소통을 위해 국내 대기업, 금융권, 공공기관, 병원 등 다양한 분야에서 활용되고 있다. 셀바스AI 관계자는 “인공지능 시장에서 높은 기술력과 사업성을 가진 AI 융합 제품 수요가 지속적으로 증가하고 있어 탄탄한 실적을 기록할 수 있었다”며 “인공지능 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다”고 말했다."
 2023.02.06 16:55,"셀바스AI, 지난해 연결기준 매출 503억원 달성…사상 최대 실적","셀바스AI의 지난해 연결기준 실적. /셀바스AI 제공        국내 인공지능·음성인식 기업 셀바스AI가 사상 최대 연간 매출을 달성했다고 6일 밝혔다.셀바스AI에 따르면 회사는 지난해 연결기준 매출액 503억원, 영업이익 50억원을 기록했다. 별도기준으로도 역대 최대 실적을 기록했다. 지난해 셀바스AI의 별도기준 매출액은 233억원, 영업이익은 31억원으로 전년 대비 각각 20%, 19% 올랐다.셀바스AI는 인공지능을 기반으로 한 서비스가 매출 상승을 이끌었다는 입장이다. 셀비 노트를 포함한 음성인식 서비스 매출액은 전년 대비 40%, 셀비 체크업 등 인공지능(AI) 헬스케어 매출액은 50% 이상 상승했다. 이 밖에 주요 제품들의 영업이익률도 평균 50% 이상을 기록해 호실적을 견인했다.현재 셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식 기술은 국내 기업, 금융권, 공공기관, 병원 등 다양한 곳에서 활용되고 있다. 셀바스AI는 주요 제품들에 대한 이용자 유입을 늘려 성장세를 이어간다는 계획이다.셀바스AI 관계자는 “AI 융합 제품 수요가 지속해서 증가하고 있어 탄탄한 실적을 기록할 수 있었다”고 설명했다."
 2023.02.06 13:29,"셀바스AI, ‘22년 영업익 50억원… 최대 실적 달성","2022년 연결기준 매출액 503억 원(YoY 4%↑), 영업이익 50억 원별도기준 매출액 233억 원(YoY 20%↑), 영업이익 31억 원(YoY 19%↑)AI 제품화를 통해 양적 · 질적 성장기반 확보[이데일리 김현아 기자]셀바스AI(108860)가 최대 매출을 달성하며 성장을 이어가고 있다.셀바스AI는 2022년 연결기준 매출액이 503억원을 기록하면서 역대 최대 매출을 달성했다고 6일 공시를 통해 밝혔다. 영업이익은 50억원이다.별도기준으로도 역대 최대 실적을 기록했다. 2022년도 별도기준 매출액은 233억원, 영업이익은 31억원으로 전년대비 각각 20%, 19% 성장했다. 셀바스AI는 인공지능 기반 제품화를 통해 양적 · 질적 성장의 기반을 견고히 다지면서 매출을 견인했다. 셀비 노트를 포함한 음성인식 매출액은 21년 대비 40% 성장했고, 셀비 체크업 등 AI 헬스케어 매출액은 50% 이상 성장했다. 셀비 노트, 셀비 스피치 에듀, 셀비 체크업 등 주요 제품들의 영업이익율은 평균 50% 이상을 기록해 호실적을 이끌었다.셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식기술은 사람과 기기 간 효율적 소통을 위해 국내 대기업, 금융권, 공공기관, 병원 등 다양한 분야에서 활용되고 있다. 여기에 주요 AI 제품들의 고객 확대 집중을 통해 견고한 성장세를 이어갈 계획이다.셀바스AI 관계자는 “인공지능 시장에서 높은 기술력과 사업성을 가진 당사의 AI 융합 제품 수요가 지속적으로 증가하고 있어 탄탄한 실적을 기록할 수 있었다”며 “인공지능 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다”고 밝혔다."
 2023.02.06 12:59,"셀바스AI, 작년 매출 503억원…""역대 최대 실적""","기사내용 요약연결기준 매출 503억원, 영업이익 50억원별도기준 매출 233억원, 영업이익 31억원음성인식·AI헬스케어 매출 각 40%, 50%↑주요 제품들 영업이익률 평균 50% 이상""AI 제품화 통해 양적·질적 성장 기반 확보""[서울=뉴시스] 오동현 기자 = 국내 인공지능(AI)·음성인식 기업 셀바스AI가 역대 최대 연간 매출을 달성했다. 셀바스AI는 2022년 연결기준 매출 503억원, 영업이익 50억원을 기록했다고 6일 공시했다.  별도기준으로도 역대 최대 실적을 기록했다. 2022년 별도기준 매출 233억원, 영업이익 31억원으로 전년 대비 각각 20%, 19% 성장했다. 셀바스AI는 AI 기반 제품화를 통해 양적·질적 성장의 기반을 다지면서 매출을 견인했다. 셀비 노트를 포함한 음성인식 매출은 전년 대비 40% 성장했고, 셀비 체크업 등 AI 헬스케어 매출은 50% 이상 성장했다. 특히 셀비 노트, 셀비 스피치 에듀, 셀비 체크업 등 주요 제품들의 영업이익률은 평균 50% 이상을 기록해 호실적을 이끌었다.셀바스AI의 음성인식, 음성합성, 필기 OCR(광학식 문자판독장치) 등 인식기술은 사람과 기기 간 효율적 소통을 위해 국내 대기업, 금융권, 공공기관, 병원 등 다양한 분야에서 활용되고 있다.셀바스AI 관계자는 “AI 시장에서 높은 기술력과 사업성을 가진 당사의 AI 융합 제품 수요가 지속적으로 증가하고 있어 탄탄한 실적을 기록할 수 있었다”며 “AI 기업 중 유일하게 성장세가 돋보이는 기업으로 연간 실적도 최대로 전망한다”고 밝혔다. "
 2023.02.06 13:44,"셀바스AI, 지난해 영업익 50억…전년비 10.6% ↓",			 [헤럴드경제=증권부] 셀바스AI는 지난해 연결기준 영업이익이 50억124만원으로 전년대비 10.6% 감소했다고 6일 공시했다.같은 기간 매출액은 502억8256만원으로 3.5% 증가한 것으로 나타났다.당기순이익은 76억1378만원으로 58.2% 늘어난 것으로 집계됐다.
 2023.01.30 08:48,"셀바스AI, AI 음성기록 솔루션 '셀비노트' 특허청에 공급","			 [이데일리 김소연 기자] 셀바스AI(108860)가 대화 내용을 자동으로 기록하는 인공지능(AI) 음성기록 솔루션 ‘셀비 노트(Selvy Note)’를 특허청에 공급하고, 특별사법경찰관의 조사업무 효율 향상에 기여한다고 30일 밝혔다. 셀비 노트는 수사과정에서 이루어지는 음성 진술을 자동으로 텍스트 변환해 기록 및 저장하고, 이를 데이터베이스(DB)화하는 AI 조서 작성 솔루션이다. 특허청 특별사법경찰관은 특허·영업비밀·디자인·상표 침해 등 지식재산권에 대한 수사 시, 셀비 노트를 활용한다. 증거수집, 진술조서 작성 등 조사 과정에서 수집된 녹음 파일을 셀비 노트에 업로드해 AI 조서를 작성할 수 있는 ‘비 실시간 작성 방식’뿐 아니라 말하는 즉시 화자가 구분돼 음성기록이 작성되는 ‘실시간 작성 방식’ 모두를 지원 중이다. 사진=셀바스AIAI 음성기록 제품 중 유일하게 ‘그룹 폴더 업로드’ 기능 업데이트를 통해 비 실시간 조서작성 시 특별사업경찰관의 업무 편의성이 높아진다. 기존 버전은 개별 파일 하나하나를 최대 5개까지만 업로드 가능했지만, 파일 개수와 상관없이 그룹 폴더를 한 번에 올릴 수 있어 여러 개의 음성 파일을 한 번에 문서로 편리하게 변환시킬 수 있다. 셀바스AI 윤재선 음성인식 Lab장은 “그룹 폴더 업로드 기능을 비롯해 앞으로도 고객 니즈를 듣고 필요한 기능을 꾸준히 강화하겠다”며 “특허청 특별사법경찰관에 적용을 시작으로 타 기관의 특별사법경찰관에도 공급을 확대해 조사업무 효율 증대에 기여하고 공공기관 AI 음성기록 제품 점유율 1위 목표를 달성할 수 있도록 하겠다”고 말했다. 셀비 노트는 다양한 분야로 확대 적용되고 있다. 현재 1, 2급지 경찰서 및 17개 시도 경찰청뿐 아니라 성폭력 및 아동학대 피해자를 지원하는 해바라기센터에서 ‘성폭력 피해 조서 작성 시스템’으로도 사용 중이다. 전국 지자체에서는 아동학대 현장 조사용으로 사용되고 있으며, 변호사와 의뢰인 조사에서도 활용된다."
 2023.01.25 09:19,[특징주] '챗GPT'인기에 AI 관련주 급등…셀바스AI 15% ↑,[이데일리 김소연 기자] 오픈 인공지능(AI) ‘챗GPT’가 선풍적 인기를 끌면서 국내에서도 AI 관련주 주가가 25일 급등세다.이날 마켓포인트에 따르면 오전 9시14분 현재 셀바스AI(108860)는 전 거래일 대비 15.46% 오른 1만3740원에 거래 중이다. 그 외 솔트룩스(304100)가 전 거래일 대비 11.09% 오른 2만7050원에 거래되고 있다. 오픈엔지테크놀로지도 9.18% 오른1만3310원에 거래 중이다. 코난테크놀로지(402030)는 전 거래일 대비 22.46% 오른 6만2700원에 거래되고 있다. 최근 마이크로소프트(MS)가 인공지능(AI) 챗봇 ‘챗GPT’ 개발사인 오픈AI(OpenAI)에 대한 새로운 투자 계획을 발표했다. MS는 구체적인 투자 규모는 밝히지 않았지만 블룸버그 통신은 소식통을 인용해 투자 규모는 수년간 총 100억 달러(12조3000억 원)에 이를 것으로 봤다. 이상헌 하이투자증권 연구원은 “챗GPT로 AI 기반 비즈니스 모델이 활성화될 것”이라며 “챗GPT를 기반으로 향후 AI와 결합한 새로운 비즈니스 모델이 다양한 분야에서 출현하며 AI 성장을 이끌 것”이라고 전망했다.
